year,league,team,player_id,player_name_ja,player_name_en,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,OBP,SLG,OPS,1B,IsoP,IsoD,IOPS,BB%,K%,BB/K,BABIP,GPA,NOI,SecA,TA
1989,CL,横浜DeNAベイスターズ,1003864,宮下　嗣朗,S.Miyashita,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,
1989,CL,横浜ベイスターズ,1003864,宮下　嗣朗,S.Miyashita,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,
1989,CL,読売ジャイアンツ,11013846,山倉　和博,K.Yamakura,46.0,108.0,92.0,6.0,11.0,4.0,0.0,1.0,18.0,10.0,0.0,0,1.0,1.0,14.0,0,0.0,28.0,4.0,0.12,0.234,0.196,0.43,6.0,0.076,0.114,0.31,0.1296296296296296,0.2592592592592592,0.5,0.15625,0.1543,299.3333333333333,0.2282608695652173,0.3764705882352941
1989,CL,阪神タイガース,11013847,真弓　明信,A.Mayumi,95.0,311.0,279.0,36.0,69.0,8.0,1.0,16.0,127.0,37.0,2,1,0.0,1.0,30.0,0,1.0,52.0,14.0,0.247,0.322,0.455,0.777,44.0,0.208,0.075,0.53,0.0964630225080385,0.1672025723472668,0.5769230769230769,0.25,0.25865,473.6666666666667,0.3225806451612903,0.7098214285714286
1989,CL,中日ドラゴンズ,1103844,大宮　龍男,T.Oomiya,31.0,42.0,40.0,2.0,9.0,1.0,0.0,1.0,13.0,3.0,0.0,0,1.0,0.0,1.0,0,0.0,7.0,2.0,0.225,0.244,0.325,0.569,7.0,0.1,0.0189999999999999,0.344,0.0238095238095238,0.1666666666666666,0.1428571428571428,0.25,0.19105,352.3333333333333,0.125,0.4242424242424242
1989,CL,読売ジャイアンツ,1103860,井上　真二,S.Inoue,81.0,242.0,205.0,33.0,61.0,10.0,1.0,12.0,109.0,38.0,0.0,0,5.0,4.0,23.0,0,5.0,36.0,8.0,0.298,0.376,0.532,0.908,38.0,0.234,0.078,0.6100000000000001,0.0950413223140495,0.1487603305785124,0.6388888888888888,0.3043478260869565,0.3022,553.3333333333334,0.3707317073170731,0.9013157894736842
1989,CL,阪神タイガース,1103864,猪俣　隆,T.Inomata,41.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
1989,CL,広島東洋カープ,1103865,今井　譲二,J.Imai,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0
1989,CL,中日ドラゴンズ,1103866,高島　覚,S.Takashima,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0
1989,CL,中日ドラゴンズ,1103868,中嶋　治彦,H.Nakajima,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,
