year,league,team,player_id,player_name_ja,player_name_en,G,IP,W,L,SV,ERA,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,WP,BK
1974,CL,読売ジャイアンツ,91393849,小川　邦和,,42,102.1,12,4,0,3.79,417,86,15,38,,4,73,43,44,,,2,1,0.75,1,0
1974,CL,読売ジャイアンツ,91593820,倉田　誠,,38,74.1,5,3,6,3.16,307,65,7,26,,2,52,26,33,,,0,0,0.625,1,0
1974,CL,読売ジャイアンツ,71573847,小林　繁,,44,130.1,8,5,2,2.42,538,125,10,29,,4,72,35,48,,,2,1,0.615,2,0
1974,CL,読売ジャイアンツ,61763843,島野　修,,1,1.0,0,0,0,0.0,4,0,0,1,,0,1,0,0,,,0,0,0.0,0,0
1974,CL,読売ジャイアンツ,71973843,関本　四十四,,37,162.0,10,5,1,2.28,652,136,9,39,,11,55,41,45,,,6,3,0.667,1,0
1974,CL,読売ジャイアンツ,01703820,高橋　一三,,37,121.1,2,11,0,5.13,547,136,13,51,,8,75,69,74,,,2,1,0.154,1,0
1974,CL,読売ジャイアンツ,11913824,高橋　善正,,24,59.0,2,1,1,2.29,240,53,5,11,,0,27,15,20,,,1,0,0.667,2,0
1974,CL,読売ジャイアンツ,31733847,玉井　信博,,23,84.1,6,4,0,3.64,367,92,10,26,,3,35,34,45,,,3,1,0.6,0,0
1974,CL,読売ジャイアンツ,91093843,新浦　寿夫,,26,119.2,7,6,1,2.63,492,96,14,52,,2,102,35,42,,,4,1,0.538,2,0
1974,CL,読売ジャイアンツ,91093822,堀内　恒夫,,46,276.2,19,11,1,2.66,1106,217,31,80,,7,127,82,101,,,21,3,0.633,2,0
1974,CL,読売ジャイアンツ,31433845,横山　忠夫,,6,12.0,0,0,0,5.25,51,13,2,3,,1,5,7,8,,,0,0,0.0,0,0
1974,CL,中日ドラゴンズ,11313824,伊藤　久敏,,9,17.2,0,1,0,7.5,85,27,1,7,,0,10,15,16,,,0,0,0.0,0,0
1974,CL,中日ドラゴンズ,31333843,稲葉　光雄,,30,110.0,4,5,0,3.93,459,97,15,41,,5,75,48,54,,,3,0,0.444,3,0
1974,CL,中日ドラゴンズ,21323847,奥田　直也,,1,1.0,0,0,0,9.0,4,2,0,0,,0,0,1,1,,,0,0,0.0,0,0
1974,CL,中日ドラゴンズ,51553849,金井　正幸,,1,3.1,0,1,0,12.0,16,3,0,3,,0,1,4,4,,,0,0,0.0,0,0
1974,CL,中日ドラゴンズ,71773843,佐藤　政夫,,3,2.2,0,0,0,12.0,14,6,0,1,,0,2,4,4,,,0,0,0.0,0,0
1974,CL,中日ドラゴンズ,11913841,渋谷　幸春,,40,122.1,5,5,0,4.5,534,128,19,42,,12,54,61,63,,,2,1,0.5,0,0
1974,CL,中日ドラゴンズ,41543847,鈴木　孝政,,35,64.0,4,2,2,3.52,253,53,10,14,,0,53,25,26,,,0,0,0.667,2,0
1974,CL,中日ドラゴンズ,31933845,竹田　和史,,29,41.2,5,2,3,3.21,167,29,6,22,,2,21,15,17,,,0,0,0.714,1,0
1974,CL,中日ドラゴンズ,91993845,堂上　照,,2,3.0,0,0,0,6.0,13,4,1,0,,1,0,2,2,,,0,0,0.0,0,0
1974,CL,中日ドラゴンズ,21923849,藤沢　哲也,,1,0.2,0,0,0,40.5,5,2,2,1,,0,1,3,3,,,0,0,0.0,0,0
1974,CL,中日ドラゴンズ,51053828,星野　仙一,,49,188.0,15,9,10,2.87,758,149,19,50,,7,137,60,67,,,7,1,0.625,3,0
1974,CL,中日ドラゴンズ,71273843,星野　秀孝,,37,70.0,4,4,0,4.63,305,77,3,22,,3,41,36,39,,,1,1,0.5,3,0
1974,CL,中日ドラゴンズ,31433841,松本　幸行,,40,236.1,20,9,0,3.13,965,232,29,38,,11,89,82,92,,,11,3,0.69,3,0
1974,CL,中日ドラゴンズ,11413808,水谷　寿伸,,33,61.2,1,1,0,4.06,257,57,8,18,,1,41,28,31,,,0,0,0.5,0,0
1974,CL,中日ドラゴンズ,71273845,三沢　淳,,45,200.2,11,9,0,3.45,822,169,30,55,,12,90,77,97,,,7,3,0.55,1,1
1974,CL,中日ドラゴンズ,21223845,村上　義則,,6,15.1,1,1,0,4.8,69,19,3,7,,0,3,8,8,,,0,0,0.5,0,0
1974,CL,中日ドラゴンズ,31633843,渡部　司,,13,16.0,0,0,0,7.31,72,22,3,5,,0,15,13,13,,,0,0,0.0,1,0
1974,CL,大洋ホエールズ,91193845,鵜沢　達雄,,11,19.1,1,1,0,3.79,90,14,2,19,,1,19,8,9,,,0,0,0.5,0,0
1974,CL,大洋ホエールズ,01303847,奥江　英幸,,51,100.2,6,5,0,3.21,433,89,9,46,,6,38,36,46,,,0,0,0.545,2,1
1974,CL,大洋ホエールズ,41343849,大橋　康延,,1,3.0,0,0,0,0.0,11,2,0,0,,1,1,0,0,,,0,0,0.0,0,0
1974,CL,大洋ホエールズ,61563824,鬼頭　洋,,14,21.2,0,1,0,3.27,98,21,3,13,,0,16,8,8,,,0,0,0.0,0,0
1974,CL,大洋ホエールズ,01503826,小谷　正勝,,33,54.1,0,4,0,4.67,232,51,9,20,,3,37,28,30,,,0,0,0.0,0,0
1974,CL,大洋ホエールズ,31933808,坂井　勝二,,34,118.0,7,8,0,4.96,521,130,16,46,,8,36,65,74,,,3,1,0.467,2,0
1974,CL,大洋ホエールズ,61763849,杉山　知隆,,2,5.0,0,0,0,7.2,24,6,2,3,,0,8,4,4,,,0,0,0.0,0,0
