year,league,team,player_id,player_name_ja,changed_cols,old_BF,new_BF,old_IP,new_IP,old_H,new_H,old_HR,new_HR,old_BB,new_BB,old_HBP,new_HBP,old_SO,new_SO,old_WP,new_WP,old_BK,new_BK,old_R,new_R,old_ER,new_ER,old_ERA,new_ERA,html_cells,csv_file
1965,PL,東京オリオンズ,71673829,竜　隆行,,161,161,38.1,38.1,30,30,3,3,21,21,1,1,29,29,1,1,0,0,15,15,13,13,3.08,3.08,1965|東　京|29|1|2||||0|0|0|.333|161|38 .1|38|.1|30|3|21|1|29|1|0|15|13|3.08,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
1966,CL,読売ジャイアンツ,71073801,金田　正一,,341,341,84.1,84.1,72,72,12,12,25,25,3,3,58,58,2,2,0,0,36,36,32,32,3.43,3.43,1966|読　売|19|4|6||||1|0|0|.400|341|84 .1|84|.1|72|12|25|3|58|2|0|36|32|3.43,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,読売ジャイアンツ,41943823,高橋　明,,173,173,44.1,44.1,33,33,5,5,9,9,1,1,16,16,1,1,0,0,13,13,12,12,2.45,2.45,1966|読　売|14|3|0||||0|0|0|1.000|173|44 .1|44|.1|33|5|9|1|16|1|0|13|12|2.45,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,読売ジャイアンツ,61963829,種部　儀康,,117,117,33.1,33.1,15,15,3,3,6,6,0,0,19,19,0,0,0,0,4,4,3,3,0.82,0.82,1966|読　売|20|2|0||||0|0|0|1.000|117|33 .1|33|.1|15|3|6|0|19|0|0|4|3|0.82,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,読売ジャイアンツ,01703820,高橋　一三,,308,308,74.2,74.2,56,56,7,7,34,34,2,2,53,53,1,1,0,0,18,18,18,18,2.16,2.16,1966|読　売|19|6|5||||2|0|0|.545|308|74 .2|74|.2|56|7|34|2|53|1|0|18|18|2.16,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,読売ジャイアンツ,91893825,益田　昭雄,,229,229,58.1,58.1,49,49,6,6,14,14,1,1,40,40,0,0,0,0,18,18,18,18,2.79,2.79,1966|読　売|30|4|1||||0|0|0|.800|229|58 .1|58|.1|49|6|14|1|40|0|0|18|18|2.79,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,読売ジャイアンツ,33133825,宮田　征典,,136,136,33.2,33.2,30,30,5,5,10,10,0,0,18,18,0,0,0,0,9,9,8,8,2.12,2.12,1966|読　売|15|5|3||||0|0|0|.625|136|33 .2|33|.2|30|5|10|0|18|0|0|9|8|2.12,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,読売ジャイアンツ,41643829,渡辺　秀武,,599,599,154.1,154.1,124,124,14,14,20,20,7,7,66,66,0,0,0,0,42,42,40,40,2.34,2.34,1966|読　売|42|13|6||||6|1|2|.684|599|154 .1|154|.1|124|14|20|7|66|0|0|42|40|2.34,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,広島東洋カープ,41343808,大石　清,,440,440,104.2,104.2,104,104,10,10,31,31,3,3,45,45,3,3,0,0,59,59,50,50,4.29,4.29,1966|広　島|34|2|7||||2|1|1|.222|440|104 .2|104|.2|104|10|31|3|45|3|0|59|50|4.29,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,広島東洋カープ,61363808,大羽　進,,961,961,237.2,237.2,222,222,14,14,50,50,3,3,160,160,3,3,0,0,95,95,84,84,3.18,3.18,1966|広　島|48|13|18||||10|2|2|.419|961|237 .2|237|.2|222|14|50|3|160|3|0|95|84|3.18,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,広島東洋カープ,41543827,城野　勝博,,56,56,11.1,11.1,15,15,3,3,8,8,0,0,3,3,0,0,0,0,10,10,7,7,5.73,5.73,1966|広　島|12|0|0||||0|0|0|.000|56|11 .1|11|.1|15|3|8|0|3|0|0|10|7|5.73,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,広島東洋カープ,51753820,外木場　義郎,,133,133,32.1,32.1,26,26,5,5,11,11,1,1,23,23,1,1,0,0,14,14,13,13,3.66,3.66,1966|広　島|25|0|1||||0|0|0|.000|133|32 .1|32|.1|26|5|11|1|23|1|0|14|13|3.66,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,広島東洋カープ,41043829,西川　克弘,,126,126,29.2,29.2,31,31,4,4,7,7,2,2,17,17,0,0,0,0,23,23,19,19,5.7,5.7,1966|広　島|23|0|1||||0|0|0|.000|126|29 .2|29|.2|31|4|7|2|17|0|0|23|19|5.70,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,広島東洋カープ,51253829,羽里　功,,107,107,26.1,26.1,28,28,3,3,5,5,0,0,10,10,1,1,0,0,10,10,10,10,3.46,3.46,1966|広　島|15|0|0||||0|0|0|.000|107|26 .1|26|.1|28|3|5|0|10|1|0|10|10|3.46,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,広島東洋カープ,91293820,三好　幸雄,,76,76,19.1,19.1,21,21,1,1,4,4,0,0,6,6,0,0,0,0,8,8,8,8,3.79,3.79,1966|広　島|14|0|0||||0|0|0|.000|76|19 .1|19|.1|21|1|4|0|6|0|0|8|8|3.79,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,広島東洋カープ,41443829,森川　卓郎,,54,54,13.1,13.1,11,11,2,2,6,6,0,0,5,5,0,0,0,0,5,5,5,5,3.46,3.46,1966|広　島|11|0|1||||0|0|0|.000|54|13 .1|13|.1|11|2|6|0|5|0|0|5|5|3.46,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,広島東洋カープ,31433821,竜　憲一,,820,820,202.1,202.1,181,181,16,16,51,51,3,3,65,65,1,1,0,0,68,68,64,64,2.85,2.85,1966|広　島|55|16|14||||1|1|0|.533|820|202 .1|202|.1|181|16|51|3|65|1|0|68|64|2.85,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,中日ドラゴンズ,31733825,門岡　信行,,131,131,30.1,30.1,31,31,2,2,9,9,0,0,18,18,1,1,1,1,20,20,12,12,3.6,3.6,1966|中　日|14|1|2||||0|0|0|.333|131|30 .1|30|.1|31|2|9|0|18|1|1|20|12|3.60,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,中日ドラゴンズ,51353822,北角　富士雄,,220,220,54.1,54.1,34,34,1,1,22,22,4,4,32,32,1,1,0,0,9,9,7,7,1.17,1.17,1966|中　日|22|6|3||||0|0|0|.667|220|54 .1|54|.1|34|1|22|4|32|1|0|9|7|1.17,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,中日ドラゴンズ,51753823,佐藤　公博,,333,333,86.2,86.2,56,56,3,3,26,26,2,2,30,30,1,1,1,1,28,28,23,23,2.38,2.38,1966|中　日|42|3|4||||2|1|0|.429|333|86 .2|86|.2|56|3|26|2|30|1|1|28|23|2.38,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,中日ドラゴンズ,41743822,高岡　英司,,11,11,2.1,2.1,3,3,0,0,1,1,0,0,3,3,0,0,0,0,2,2,2,2,9.0,9.0,1966|中　日|3|0|0||||0|0|0|.000|11|2 .1|2|.1|3|0|1|0|3|0|0|2|2|9.00,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,中日ドラゴンズ,11013829,千原　陽三郎,,30,30,5.2,5.2,5,5,1,1,7,7,0,0,7,7,0,0,0,0,2,2,2,2,3.0,3.0,1966|中　日|8|0|0||||0|0|0|.000|30|5 .2|5|.2|5|1|7|0|7|0|0|2|2|3.00,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,中日ドラゴンズ,11913822,豊永　隆盛,,8,8,1.1,1.1,3,3,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,2,18.0,18.0,1966|中　日|1|0|0||||0|0|0|.000|8|1 .1|1|.1|3|0|1|0|0|0|0|2|2|18.00,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,中日ドラゴンズ,41043822,松本　忍,,4,4,0.2,0.2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1966|中　日|1|0|0||||0|0|0|.000|4|0 .2|0|.2|1|0|1|0|1|0|0|0|0|0.00,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,中日ドラゴンズ,01203820,水谷　実智郎,,62,62,14.2,14.2,13,13,3,3,3,3,1,1,6,6,0,0,0,0,9,9,5,5,3.0,3.0,1966|中　日|7|0|1||||0|0|0|.000|62|14 .2|14|.2|13|3|3|1|6|0|0|9|5|3.00,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,中日ドラゴンズ,43143825,山中　巽,,892,892,217.2,217.2,191,191,19,19,64,64,2,2,106,106,1,1,0,0,71,71,59,59,2.44,2.44,1966|中　日|34|14|12||||9|1|1|.538|892|217 .2|217|.2|191|19|64|2|106|1|0|71|59|2.44,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,大洋ホエールズ,01103802,秋山　登,,557,557,130.1,130.1,134,134,18,18,37,37,3,3,35,35,1,1,0,0,67,67,58,58,4.02,4.02,1966|大　洋|34|6|8||||3|0|0|.429|557|130 .1|130|.1|134|18|37|3|35|1|0|67|58|4.02,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,大洋ホエールズ,41343825,稲川　誠,,764,764,184.1,184.1,165,165,20,20,50,50,8,8,110,110,1,1,0,0,80,80,64,64,3.13,3.13,1966|大　洋|43|10|11||||6|2|1|.476|764|184 .1|184|.1|165|20|50|8|110|1|0|80|64|3.13,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,大洋ホエールズ,51353820,江尻　亮,,30,30,6.1,6.1,9,9,1,1,1,1,0,0,1,1,0,0,0,0,4,4,3,3,4.5,4.5,1966|大　洋|5|0|0||||0|0|0|.000|30|6 .1|6|.1|9|1|1|0|1|0|0|4|3|4.50,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,大洋ホエールズ,11513802,小野　正一,,508,508,119.2,119.2,109,109,15,15,56,56,3,3,85,85,1,1,0,0,53,53,46,46,3.45,3.45,1966|大　洋|41|5|7||||3|0|0|.417|508|119 .2|119|.2|109|15|56|3|85|1|0|53|46|3.45,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,大洋ホエールズ,01303820,及川　宣士,,416,416,94.2,94.2,97,97,9,9,46,46,6,6,67,67,7,7,1,1,47,47,42,42,3.98,3.98,1966|大　洋|36|3|7||||1|0|0|.300|416|94 .2|94|.2|97|9|46|6|67|7|1|47|42|3.98,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,大洋ホエールズ,51753806,島田　源太郎,,31,31,7.1,7.1,9,9,2,2,2,2,1,1,4,4,0,0,0,0,3,3,3,3,3.86,3.86,1966|大　洋|5|0|1||||0|0|0|.000|31|7 .1|7|.1|9|2|2|1|4|0|0|3|3|3.86,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,大洋ホエールズ,91793821,Ｊ．スタンカ,,616,616,144.2,144.2,153,153,14,14,44,44,6,6,69,69,1,1,0,0,75,75,67,67,4.16,4.16,1966|大　洋|32|6|13||||4|0|0|.316|616|144 .2|144|.2|153|14|44|6|69|1|0|75|67|4.16,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,大洋ホエールズ,81483825,西　三雄,,222,222,54.1,54.1,44,44,5,5,15,15,1,1,23,23,1,1,0,0,25,25,23,23,3.83,3.83,1966|大　洋|23|5|2||||1|0|0|.714|222|54 .1|54|.1|44|5|15|1|23|1|0|25|23|3.83,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,大洋ホエールズ,81983820,新治　伸治,,271,271,64.2,64.2,67,67,6,6,17,17,2,2,35,35,0,0,0,0,33,33,26,26,3.6,3.6,1966|大　洋|37|4|4||||0|0|0|.500|271|64 .2|64|.2|67|6|17|2|35|0|0|33|26|3.60,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,大洋ホエールズ,21023820,平岡　一郎,,259,259,61.2,61.2,55,55,6,6,25,25,3,3,33,33,1,1,1,1,31,31,27,27,3.92,3.92,1966|大　洋|37|1|5||||0|0|0|.167|259|61 .2|61|.2|55|6|25|3|33|1|1|31|27|3.92,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,大洋ホエールズ,31433808,峰　国安,,76,76,17.2,17.2,15,15,3,3,6,6,2,2,9,9,0,0,1,1,11,11,10,10,5.0,5.0,1966|大　洋|12|0|1||||0|0|0|.000|76|17 .2|17|.2|15|3|6|2|9|0|1|11|10|5.00,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,阪神タイガース,51153825,安部　和春,,337,337,78.1,78.1,76,76,2,2,35,35,5,5,22,22,1,1,0,0,36,36,30,30,3.46,3.46,1966|阪　神|29|5|5||||1|1|0|.500|337|78 .1|78|.1|76|2|35|5|22|1|0|36|30|3.46,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,阪神タイガース,31733820,杉本　郁久雄,,6,6,0.2,0.2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0.0,1966|阪　神|1|0|1||||0|0|0|.000|6|0 .2|0|.2|3|0|0|0|0|0|0|2|0|0.00,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,阪神タイガース,61963822,久野　剛司,,393,393,93.1,93.1,90,90,3,3,30,30,8,8,36,36,2,2,1,1,40,40,29,29,2.81,2.81,1966|阪　神|38|1|6||||1|1|0|.143|393|93 .1|93|.1|90|3|30|8|36|2|1|40|29|2.81,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,阪神タイガース,41243829,古沢　憲司,,107,107,24.1,24.1,27,27,2,2,12,12,1,1,16,16,0,0,0,0,15,15,14,14,5.25,5.25,1966|阪　神|11|0|0||||0|0|0|.000|107|24 .1|24|.1|27|2|12|1|16|0|0|15|14|5.25,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,阪神タイガース,51453808,村山　実,,1102,1102,290.1,290.1,194,194,16,16,52,52,4,4,207,207,1,1,0,0,58,58,50,50,1.55,1.55,1966|阪　神|38|24|9||||24|8|9|.727|1102|290 .1|290|.1|194|16|52|4|207|1|0|58|50|1.55,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,サンケイアトムズ,01303825,石戸　四六,,870,870,210.1,210.1,204,204,15,15,49,49,9,9,72,72,0,0,0,0,83,83,74,74,3.17,3.17,1966|サンケイ|50|11|11||||11|5|1|.500|870|210 .1|210|.1|204|15|49|9|72|0|0|83|74|3.17,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,サンケイアトムズ,11313829,石岡　康三,,376,376,93.1,93.1,67,67,10,10,28,28,1,1,56,56,0,0,0,0,31,31,22,22,2.13,2.13,1966|サンケイ|33|4|4||||2|1|0|.500|376|93 .1|93|.1|67|10|28|1|56|0|0|31|22|2.13,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,サンケイアトムズ,71773829,佐藤　進,,938,938,231.2,231.2,196,196,10,10,56,56,4,4,94,94,0,0,1,1,73,73,67,67,2.6,2.6,1966|サンケイ|39|12|18||||9|2|0|.400|938|231 .2|231|.2|196|10|56|4|94|0|1|73|67|2.60,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,サンケイアトムズ,91093825,鈴木　皖武,,680,680,170.1,170.1,121,121,18,18,57,57,5,5,105,105,1,1,0,0,48,48,44,44,2.33,2.33,1966|サンケイ|62|8|9||||0|0|0|.471|680|170 .1|170|.1|121|18|57|5|105|1|0|48|44|2.33,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,サンケイアトムズ,11013808,巽　一,,325,325,74.1,74.1,75,75,8,8,31,31,1,1,37,37,1,1,0,0,40,40,37,37,4.5,4.5,1966|サンケイ|38|2|4||||1|1|0|.333|325|74 .1|74|.1|75|8|31|1|37|1|0|40|37|4.50,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,サンケイアトムズ,71273802,富永　格郎,,23,23,4.1,4.1,7,7,0,0,3,3,1,1,2,2,0,0,0,0,6,6,4,4,9.0,9.0,1966|サンケイ|5|0|0||||0|0|0|.000|23|4 .1|4|.1|7|0|3|1|2|0|0|6|4|9.00,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,サンケイアトムズ,31233820,細田　正彦,,26,26,6.1,6.1,6,6,3,3,1,1,0,0,2,2,0,0,0,0,3,3,3,3,4.5,4.5,1966|サンケイ|3|0|0||||0|0|0|.000|26|6 .1|6|.1|6|3|1|0|2|0|0|3|3|4.50,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,サンケイアトムズ,41443804,村田　元一,,770,770,189.1,189.1,179,179,19,19,33,33,2,2,74,74,0,0,0,0,74,74,66,66,3.14,3.14,1966|サンケイ|39|11|12||||8|1|0|.478|770|189 .1|189|.1|179|19|33|2|74|0|0|74|66|3.14,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,サンケイアトムズ,01203821,森滝　義巳,,171,171,39.2,39.2,47,47,3,3,7,7,3,3,12,12,1,1,0,0,28,28,27,27,6.08,6.08,1966|サンケイ|20|0|3||||0|0|0|.000|171|39 .2|39|.2|47|3|7|3|12|1|0|28|27|6.08,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,CL,サンケイアトムズ,21623829,渡辺　一史,,6,6,0.1,0.1,2,2,1,1,3,3,0,0,1,1,0,0,0,0,4,4,3,3,81.0,81.0,1966|サンケイ|3|0|0||||0|0|0|.000|6|0 .1|0|.1|2|1|3|0|1|0|0|4|3|81.00,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv
1966,PL,阪急ブレーブス,91193802,秋本　祐作,,433,433,104.1,104.1,107,107,8,8,29,29,4,4,47,47,1,1,3,3,47,47,44,44,3.81,3.81,1966|阪　急|42|2|4||||1|0|0|.333|433|104 .1|104|.1|107|8|29|4|47|1|3|47|44|3.81,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,阪急ブレーブス,71173808,足立　光宏,,1099,1099,270.1,270.1,243,243,27,27,49,49,14,14,158,158,0,0,0,0,98,98,79,79,2.63,2.63,1966|阪　急|52|17|14||||10|3|2|.548|1099|270 .1|270|.1|243|27|49|14|158|0|0|98|79|2.63,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,阪急ブレーブス,41143806,石井　茂雄,,763,763,189.1,189.1,170,170,17,17,49,49,4,4,72,72,1,1,0,0,65,65,58,58,2.76,2.76,1966|阪　急|38|10|13||||11|4|0|.435|763|189 .1|189|.1|170|17|49|4|72|1|0|65|58|2.76,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,阪急ブレーブス,61563825,大石　弥太郎,,15,15,2.2,2.2,6,6,2,2,1,1,0,0,2,2,0,0,0,0,4,4,4,4,12.0,12.0,1966|阪　急|3|0|0||||0|0|0|.000|15|2 .2|2|.2|6|2|1|0|2|0|0|4|4|12.00,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,阪急ブレーブス,91793809,梶本　隆夫,,586,586,141.2,141.2,120,120,18,18,47,47,4,4,112,112,4,4,0,0,69,69,58,58,3.68,3.68,1966|阪　急|39|2|15||||3|0|0|.118|586|141 .2|141|.2|120|18|47|4|112|4|0|69|58|3.68,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,阪急ブレーブス,51353821,柿本　実,,155,155,35.1,35.1,42,42,5,5,7,7,4,4,19,19,0,0,0,0,22,22,22,22,5.66,5.66,1966|阪　急|16|0|1||||0|0|0|.000|155|35 .1|35|.1|42|5|7|4|19|0|0|22|22|5.66,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,阪急ブレーブス,51053829,戸田　善紀,,14,14,3.1,3.1,3,3,0,0,2,2,0,0,1,1,0,0,0,0,2,2,2,2,6.0,6.0,1966|阪　急|2|0|1||||0|0|0|.000|14|3 .1|3|.1|3|0|2|0|1|0|0|2|2|6.00,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,阪急ブレーブス,91093820,浜崎　正人,,210,210,48.2,48.2,55,55,3,3,19,19,2,2,27,27,1,1,0,0,20,20,18,18,3.31,3.31,1966|阪　急|21|1|4||||0|0|0|.200|210|48 .2|48|.2|55|3|19|2|27|1|0|20|18|3.31,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,阪急ブレーブス,71473829,松本　照夫,,86,86,20.1,20.1,16,16,2,2,10,10,0,0,13,13,0,0,0,0,8,8,7,7,3.15,3.15,1966|阪　急|12|0|0||||0|0|0|.000|86|20 .1|20|.1|16|2|10|0|13|0|0|8|7|3.15,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,南海ホークス,11713829,合田　栄蔵,,400,400,103.1,103.1,86,86,8,8,19,19,4,4,55,55,0,0,0,0,28,28,27,27,2.36,2.36,1966|南　海|32|10|1||||1|1|0|.909|400|103 .1|103|.1|86|8|19|4|55|0|0|28|27|2.36,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,南海ホークス,61963823,高橋　栄一郎,,144,144,33.1,33.1,32,32,4,4,17,17,0,0,9,9,0,0,0,0,20,20,17,17,4.64,4.64,1966|南　海|14|0|3||||0|0|0|.000|144|33 .1|33|.1|32|4|17|0|9|0|0|20|17|4.64,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,南海ホークス,51953822,永本　勲二,,33,33,7.1,7.1,7,7,0,0,4,4,2,2,2,2,0,0,0,0,3,3,3,3,3.86,3.86,1966|南　海|4|0|0||||0|0|0|.000|33|7 .1|7|.1|7|0|4|2|2|0|0|3|3|3.86,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,南海ホークス,31033827,林　俊彦,,36,36,8.2,8.2,7,7,0,0,2,2,1,1,6,6,0,0,0,0,2,2,2,2,2.0,2.0,1966|南　海|4|0|0||||0|0|0|.000|36|8 .2|8|.2|7|0|2|1|6|0|0|2|2|2.00,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,南海ホークス,71473804,三浦　清弘,,848,848,203.1,203.1,188,188,10,10,65,65,7,7,85,85,1,1,0,0,71,71,61,61,2.7,2.7,1966|南　海|45|15|8||||6|0|2|.652|848|203 .1|203|.1|188|10|65|7|85|1|0|71|61|2.70,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,南海ホークス,41043827,村上　雅則,,387,387,96.1,96.1,80,80,10,10,25,25,8,8,66,66,1,1,0,0,34,34,33,33,3.09,3.09,1966|南　海|46|6|4||||0|0|0|.600|387|96 .1|96|.1|80|10|25|8|66|1|0|34|33|3.09,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,南海ホークス,21223821,森中　千香良,,494,494,121.1,121.1,112,112,17,17,32,32,6,6,79,79,0,0,0,0,55,55,49,49,3.64,3.64,1966|南　海|34|5|10||||2|1|0|.333|494|121 .1|121|.1|112|17|32|6|79|0|0|55|49|3.64,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,南海ホークス,41443820,渡辺　泰輔,,917,917,233.2,233.2,191,191,19,19,42,42,4,4,148,148,2,2,0,0,64,64,55,55,2.12,2.12,1966|南　海|42|16|7||||12|8|2|.696|917|233 .2|233|.2|191|19|42|4|148|2|0|64|55|2.12,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,西鉄ライオンズ,71373802,稲尾　和久,,711,711,185.2,185.2,134,134,11,11,23,23,5,5,134,134,0,0,1,1,45,45,37,37,1.79,1.79,1966|西　鉄|54|11|10||||2|2|1|.524|711|185 .2|185|.2|134|11|23|5|134|0|1|45|37|1.79,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,西鉄ライオンズ,01103821,井上　善夫,,277,277,66.2,66.2,64,64,5,5,14,14,3,3,33,33,0,0,0,0,26,26,21,21,2.82,2.82,1966|西　鉄|29|2|4||||0|0|0|.333|277|66 .2|66|.2|64|5|14|3|33|0|0|26|21|2.82,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,西鉄ライオンズ,61163820,池永　正明,,1060,1060,267.2,267.2,207,207,14,14,61,61,9,9,139,139,1,1,0,0,81,81,65,65,2.18,2.18,1966|西　鉄|47|15|14||||13|4|3|.517|1060|267 .2|267|.2|207|14|61|9|139|1|0|81|65|2.18,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,西鉄ライオンズ,91393820,尾崎　正司,,16,16,2.1,2.1,6,6,0,0,1,1,0,0,0,0,0,0,0,0,4,4,1,1,4.5,4.5,1966|西　鉄|3|0|0||||0|0|0|.000|16|2 .1|2|.1|6|0|1|0|0|0|0|4|1|4.50,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,西鉄ライオンズ,71973823,田中　勉,,1141,1141,296.1,296.1,207,207,20,20,61,61,7,7,217,217,1,1,0,0,85,85,77,77,2.34,2.34,1966|西　鉄|56|23|12||||13|4|1|.657|1141|296 .1|296|.1|207|20|61|7|217|1|0|85|77|2.34,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,西鉄ライオンズ,81083806,本間　勝,,199,199,49.2,49.2,43,43,2,2,15,15,0,0,23,23,0,0,0,0,13,13,10,10,1.8,1.8,1966|西　鉄|27|0|2||||0|0|0|.000|199|49 .2|49|.2|43|2|15|0|23|0|0|13|10|1.80,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,西鉄ライオンズ,83183825,与田　順欣,,518,518,128.1,128.1,120,120,6,6,28,28,2,2,75,75,0,0,1,1,40,40,35,35,2.46,2.46,1966|西　鉄|36|7|4||||2|1|0|.636|518|128 .1|128|.1|120|6|28|2|75|0|1|40|35|2.46,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,西鉄ライオンズ,43743800,若生　忠男,,428,428,117.1,117.1,56,56,4,4,22,22,4,4,58,58,1,1,0,0,22,22,20,20,1.54,1.54,1966|西　鉄|41|12|3||||1|1|1|.800|428|117 .1|117|.1|56|4|22|4|58|1|0|22|20|1.54,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,東映フライヤーズ,61163808,伊藤　芳明,,363,363,90.2,90.2,75,75,7,7,31,31,1,1,59,59,0,0,0,0,34,34,28,28,2.77,2.77,1966|東　映|37|1|3||||2|0|0|.250|363|90 .2|90|.2|75|7|31|1|59|0|0|34|28|2.77,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
1966,PL,東映フライヤーズ,11713827,田中　調,,688,688,167.1,167.1,149,149,14,14,36,36,4,4,142,142,2,2,0,0,68,68,54,54,2.91,2.91,1966|東　映|50|10|10||||6|2|3|.500|688|167 .1|167|.1|149|14|36|4|142|2|0|68|54|2.91,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv
