layer,file,year,league,ERA_col,ER_col,IP_col,R_col,total_rows,era_numeric,era_equals_er,era_equals_r,era_calc_mismatch,era_too_high,suspicious,headers
master,_data\master_csv\pitching_1969_PL_from_master.csv,1969,PL,ERA,ER,IP,R,81,81,5,5,76,46,46,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1970_CL_from_master.csv,1970,CL,ERA,ER,IP,R,79,79,2,3,76,42,42,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1970_PL_from_master.csv,1970,PL,ERA,ER,IP,R,92,92,4,6,88,49,49,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1971_CL_from_master.csv,1971,CL,ERA,ER,IP,R,82,82,3,3,78,50,50,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1971_PL_from_master.csv,1971,PL,ERA,ER,IP,R,80,80,5,5,76,48,49,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1972_CL_from_master.csv,1972,CL,ERA,ER,IP,R,92,92,3,3,88,53,53,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1972_PL_from_master.csv,1972,PL,ERA,ER,IP,R,84,84,1,1,83,49,49,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1973_CL_from_master.csv,1973,CL,ERA,ER,IP,R,87,87,6,4,81,42,42,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1973_PL_from_master.csv,1973,PL,ERA,ER,IP,R,90,90,3,3,87,50,50,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1974_CL_from_master.csv,1974,CL,ERA,ER,IP,R,91,91,5,5,85,48,48,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1974_PL_from_master.csv,1974,PL,ERA,ER,IP,R,89,89,4,4,85,54,54,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1975_CL_from_master.csv,1975,CL,ERA,ER,IP,R,78,78,0,0,78,50,50,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1975_PL_from_master.csv,1975,PL,ERA,ER,IP,R,72,72,0,1,72,50,50,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1976_CL_from_master.csv,1976,CL,ERA,ER,IP,R,88,88,3,3,85,52,52,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1976_PL_from_master.csv,1976,PL,ERA,ER,IP,R,76,76,4,4,72,57,57,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1977_CL_from_master.csv,1977,CL,ERA,ER,IP,R,96,96,2,2,94,54,54,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1977_PL_from_master.csv,1977,PL,ERA,ER,IP,R,75,75,0,1,75,54,54,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1978_CL_from_master.csv,1978,CL,ERA,ER,IP,R,84,84,1,1,83,58,58,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1978_PL_from_master.csv,1978,PL,ERA,ER,IP,R,80,80,3,3,77,56,56,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1979_CL_from_master.csv,1979,CL,ERA,ER,IP,R,87,87,2,2,85,53,53,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1979_PL_from_master.csv,1979,PL,ERA,ER,IP,R,80,80,2,2,78,54,54,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1980_CL_from_master.csv,1980,CL,ERA,ER,IP,R,91,91,3,3,88,52,52,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1980_PL_from_master.csv,1980,PL,ERA,ER,IP,R,83,83,3,3,80,58,58,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1981_CL_from_master.csv,1981,CL,ERA,ER,IP,R,87,87,3,3,84,53,53,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1981_PL_from_master.csv,1981,PL,ERA,ER,IP,R,90,90,4,3,86,55,55,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1982_CL_from_master.csv,1982,CL,ERA,ER,IP,R,93,93,4,5,88,49,49,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1982_PL_from_master.csv,1982,PL,ERA,ER,IP,R,88,88,1,1,87,54,54,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1983_CL_from_master.csv,1983,CL,ERA,ER,IP,R,94,94,2,3,92,57,57,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1983_PL_from_master.csv,1983,PL,ERA,ER,IP,R,96,96,3,3,93,57,57,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1984_CL_from_master.csv,1984,CL,ERA,ER,IP,R,97,97,2,2,94,56,56,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1984_PL_from_master.csv,1984,PL,ERA,ER,IP,R,98,98,2,2,96,59,59,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1985_CL_from_master.csv,1985,CL,ERA,ER,IP,R,101,101,1,2,99,56,56,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1985_PL_from_master.csv,1985,PL,ERA,ER,IP,R,103,103,0,0,102,60,60,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1986_CL_from_master.csv,1986,CL,ERA,ER,IP,R,103,103,2,2,101,57,57,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1986_PL_from_master.csv,1986,PL,ERA,ER,IP,R,111,111,4,5,106,55,55,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1987_CL_from_master.csv,1987,CL,ERA,ER,IP,R,102,102,3,2,99,55,55,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1987_PL_from_master.csv,1987,PL,ERA,ER,IP,R,102,102,6,7,96,54,54,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1988_CL_from_master.csv,1988,CL,ERA,ER,IP,R,102,102,5,5,97,55,55,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1988_PL_from_master.csv,1988,PL,ERA,ER,IP,R,104,104,1,1,103,50,50,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1989_CL_from_master.csv,1989,CL,ERA,ER,IP,R,111,111,2,3,109,58,58,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1989_PL_from_master.csv,1989,PL,ERA,ER,IP,R,106,106,6,7,100,60,60,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1990_CL_from_master.csv,1990,CL,ERA,ER,IP,R,116,116,5,5,111,62,62,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1990_PL_from_master.csv,1990,PL,ERA,ER,IP,R,107,107,0,0,107,69,69,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1991_CL_from_master.csv,1991,CL,ERA,ER,IP,R,116,116,5,5,111,55,55,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1991_PL_from_master.csv,1991,PL,ERA,ER,IP,R,108,108,3,4,104,59,59,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1992_CL_from_master.csv,1992,CL,ERA,ER,IP,R,109,109,4,4,105,55,55,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1992_PL_from_master.csv,1992,PL,ERA,ER,IP,R,104,104,3,3,101,60,60,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1993_CL_from_master.csv,1993,CL,ERA,ER,IP,R,114,114,3,4,110,65,65,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1993_PL_from_master.csv,1993,PL,ERA,ER,IP,R,99,99,2,3,97,60,60,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1994_CL_from_master.csv,1994,CL,ERA,ER,IP,R,115,115,3,4,112,63,63,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1994_PL_from_master.csv,1994,PL,ERA,ER,IP,R,115,115,5,4,110,65,65,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1995_CL_from_master.csv,1995,CL,ERA,ER,IP,R,130,130,3,5,126,59,59,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1995_PL_from_master.csv,1995,PL,ERA,ER,IP,R,119,119,5,5,113,60,60,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1996_CL_from_master.csv,1996,CL,ERA,ER,IP,R,129,129,2,2,127,62,62,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1996_PL_from_master.csv,1996,PL,ERA,ER,IP,R,118,118,3,5,115,59,59,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1997_CL_from_master.csv,1997,CL,ERA,ER,IP,R,138,138,6,7,132,62,62,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1997_PL_from_master.csv,1997,PL,ERA,ER,IP,R,137,137,7,6,130,64,64,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1998_CL_from_master.csv,1998,CL,ERA,ER,IP,R,130,130,6,6,124,58,58,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1998_PL_from_master.csv,1998,PL,ERA,ER,IP,R,132,132,5,5,126,65,65,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1999_CL_from_master.csv,1999,CL,ERA,ER,IP,R,135,135,2,2,133,64,64,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_1999_PL_from_master.csv,1999,PL,ERA,ER,IP,R,145,145,5,7,142,64,66,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2000_CL_from_master.csv,2000,CL,ERA,ER,IP,R,149,149,2,3,147,62,62,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2000_PL_from_master.csv,2000,PL,ERA,ER,IP,R,143,143,3,2,138,69,69,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2001_CL_from_master.csv,2001,CL,ERA,ER,IP,R,150,150,6,7,143,66,66,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2001_PL_from_master.csv,2001,PL,ERA,ER,IP,R,160,160,8,8,152,72,72,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2002_CL_from_master.csv,2002,CL,ERA,ER,IP,R,151,151,6,8,145,64,64,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2002_PL_from_master.csv,2002,PL,ERA,ER,IP,R,146,146,4,7,143,58,59,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2003_CL_from_master.csv,2003,CL,ERA,ER,IP,R,146,146,2,2,144,70,70,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2003_PL_from_master.csv,2003,PL,ERA,ER,IP,R,149,149,6,6,143,73,73,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2004_CL_from_master.csv,2004,CL,ERA,ER,IP,R,150,150,4,4,146,70,70,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2004_PL_from_master.csv,2004,PL,ERA,ER,IP,R,151,151,5,5,145,77,77,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2005_CL_from_master.csv,2005,CL,ERA,ER,IP,R,123,123,2,2,0,4,4,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2005_PL_from_master.csv,2005,PL,ERA,ER,IP,R,115,115,5,4,0,4,4,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2006_CL_from_master.csv,2006,CL,ERA,ER,IP,R,119,119,7,7,0,4,4,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2006_PL_from_master.csv,2006,PL,ERA,ER,IP,R,109,109,5,6,0,0,0,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2007_CL_from_master.csv,2007,CL,ERA,ER,IP,R,124,124,6,6,0,2,2,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2007_PL_from_master.csv,2007,PL,ERA,ER,IP,R,117,117,3,3,0,2,2,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2008_CL_from_master.csv,2008,CL,ERA,ER,IP,R,124,122,6,6,0,0,0,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2008_PL_from_master.csv,2008,PL,ERA,ER,IP,R,115,115,4,3,0,1,1,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2009_CL_from_master.csv,2009,CL,ERA,ER,IP,R,123,121,7,6,0,1,1,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2009_PL_from_master.csv,2009,PL,ERA,ER,IP,R,120,119,2,2,0,3,3,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2010_CL_from_master.csv,2010,CL,ERA,ER,IP,R,136,136,6,4,0,3,3,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2010_PL_from_master.csv,2010,PL,ERA,ER,IP,R,135,135,4,2,0,3,3,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2011_CL_from_master.csv,2011,CL,ERA,ER,IP,R,129,129,10,10,0,4,4,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2011_PL_from_master.csv,2011,PL,ERA,ER,IP,R,117,117,2,2,0,2,2,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2012_CL_from_master.csv,2012,CL,ERA,ER,IP,R,153,152,8,6,0,0,0,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2012_PL_from_master.csv,2012,PL,ERA,ER,IP,R,132,131,6,6,0,0,0,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2013_CL_from_master.csv,2013,CL,ERA,ER,IP,R,166,166,4,4,0,4,4,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2013_PL_from_master.csv,2013,PL,ERA,ER,IP,R,135,135,4,2,0,0,0,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2014_CL_from_master.csv,2014,CL,ERA,ER,IP,R,161,160,4,3,0,5,5,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
master,_data\master_csv\pitching_2014_PL_from_master.csv,2014,PL,ERA,ER,IP,R,135,135,4,3,0,1,1,year|league|team|player_id|player_name_ja|player_name_en|G|IP|W|L|SV|ERA|BF|H|HR|BB|IBB|HBP|SO|ER|R|HOLD|HP|CG|SHO|WPCT|WP|BK
