year,league,team,player_id,player_name_ja,changed_cols,old_BF,new_BF,old_IP,new_IP,old_H,new_H,old_HR,new_HR,old_BB,new_BB,old_HBP,new_HBP,old_SO,new_SO,old_WP,new_WP,old_BK,new_BK,old_R,new_R,old_ER,new_ER,old_ERA,new_ERA,html_cells,csv_file
1950,CL,読売ジャイアンツ,41743801,大友　工,H|HR|BB|HBP|SO|WP|BK,356,356,85.0,85.0,85,71,,3,71,39,3,0,39,44,0,1,44,0,41,41,35,35,3.71,3.71,1950|読　売|15|4|4||||5|0|0|.500|356|85|85||71|3|39|0|44|1|0|41|35|3.71,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,読売ジャイアンツ,71373893,多田　文久三,H|HR|BB|HBP|SO|WP|BK,1009,1009,244.0,244.0,244,215,,12,215,89,12,5,89,138,5,2,138,0,103,103,79,79,2.91,2.91,1950|読　売|40|14|9||||13|2|1|.609|1009|244|244||215|12|89|5|138|2|0|103|79|2.91,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,読売ジャイアンツ,31933895,別所　毅彦,H|HR|BB|HBP|SO|WP|BK,1287,1287,314.0,314.0,314,273,,24,273,93,24,4,93,157,4,1,157,1,114,114,89,89,2.55,2.55,1950|読　売|43|22|11||||27|8|0|.667|1287|314|314||273|24|93|4|157|1|1|114|89|2.55,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,読売ジャイアンツ,81983896,吉江　英四郎,H|HR|BB|HBP|SO|BK,255,255,60.0,60.0,60,68,,4,68,11,4,0,11,20,0,0,20,0,32,32,23,23,3.45,3.45,1950|読　売|14|3|4||||2|0|1|.429|255|60|60||68|4|11|0|20|0|0|32|23|3.45,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,阪神タイガース,91193896,内山　清,H|HR|BB|HBP|SO|WP|BK,936,936,220.0,220.0,220,243,,32,243,54,32,1,54,48,1,0,48,0,128,128,109,109,4.46,4.46,1950|阪　神|47|12|15||||8|1|4|.444|936|220|220||243|32|54|1|48|0|0|128|109|4.46,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,阪神タイガース,31333894,梶岡　忠義,H|HR|BB|HBP|SO|WP|BK,768,768,184.0,184.0,184,173,,24,173,62,24,1,62,64,1,2,64,0,82,82,73,73,3.57,3.57,1950|阪　神|29|12|9||||13|2|1|.571|768|184|184||173|24|62|1|64|2|0|82|73|3.57,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,阪神タイガース,61363898,田宮　謙次郎,H|HR|BB|HBP|SO|WP|BK,96,96,23.0,23.0,23,25,,4,25,8,4,1,8,13,1,0,13,0,18,18,16,16,6.26,6.26,1950|阪　神|6|1|2||||1|1|1|.333|96|23|23||25|4|8|1|13|0|0|18|16|6.26,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,阪神タイガース,81783891,藤村　隆男,H|HR|BB|HBP|SO|WP|BK,750,750,176.0,176.0,176,182,,20,182,60,20,6,60,78,6,1,78,0,97,97,77,77,3.94,3.94,1950|阪　神|36|11|8||||9|2|0|.579|750|176|176||182|20|60|6|78|1|0|97|77|3.94,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,中日ドラゴンズ,81383892,久野　勝美,H|HR|BB|HBP|SO|WP|BK,42,42,8.0,8.0,8,15,,1,15,6,1,0,6,3,0,1,3,1,14,14,12,12,13.5,13.5,1950|中　日|3|0|0||||0|0|0|.000|42|8|8||15|1|6|0|3|1|1|14|12|13.50,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,中日ドラゴンズ,41343896,小島　禎二,H|HR|BB|HBP|SO|BK,66,66,12.0,12.0,12,25,,1,25,7,1,0,7,5,0,0,5,0,16,16,15,15,11.25,11.25,1950|中　日|5|0|0||||0|0|0|.000|66|12|12||25|1|7|0|5|0|0|16|15|11.25,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,中日ドラゴンズ,31533891,清水　秀雄,H|HR|BB|HBP|SO|WP|BK,528,528,120.0,120.0,120,138,,5,138,48,5,1,48,34,1,4,34,0,64,64,56,56,4.2,4.2,1950|中　日|22|9|5||||6|1|0|.643|528|120|120||138|5|48|1|34|4|0|64|56|4.20,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,中日ドラゴンズ,31533898,竹本　卓,H|HR|SO|BK,9,9,1.0,1.0,1,3,,0,3,3,0,0,3,1,0,0,1,0,3,3,3,3,27.0,27.0,1950|中　日|1|0|0||||0|0|0|.000|9|1|1||3|0|3|0|1|0|0|3|3|27.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,中日ドラゴンズ,91093892,星田　次郎,H|HR|BB|HBP|SO|WP|BK,413,413,95.0,95.0,95,100,,6,100,39,6,1,39,40,1,0,40,0,47,47,34,34,3.22,3.22,1950|中　日|19|6|4||||3|1|0|.600|413|95|95||100|6|39|1|40|0|0|47|34|3.22,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,中日ドラゴンズ,51753897,丸山　二三雄,H|HR|BB|HBP|BK,39,39,7.0,7.0,7,16,,1,16,3,1,0,3,3,0,0,3,0,14,14,12,12,15.43,15.43,1950|中　日|4|0|1||||0|0|0|.000|39|7|7||16|1|3|0|3|0|0|14|12|15.43,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,中日ドラゴンズ,21923891,三富　恒雄,H|HR|BB|HBP|SO|WP|BK,363,363,84.0,84.0,84,91,,6,91,27,6,1,27,39,1,0,39,0,47,47,38,38,4.07,4.07,1950|中　日|24|2|0||||1|0|0|1.000|363|84|84||91|6|27|1|39|0|0|47|38|4.07,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,松竹ロビンス,61363896,小林　恒夫,H|HR|BB|HBP|SO|BK,216,216,44.0,44.0,44,60,,7,60,29,7,0,29,20,0,0,20,0,31,31,30,30,6.14,6.14,1950|松　竹|11|1|5||||1|0|0|.167|216|44|44||60|7|29|0|20|0|0|31|30|6.14,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,松竹ロビンス,21323898,島本　和夫,H|HR|BB|HBP|SO|WP|BK,22,22,3.0,3.0,3,5,,0,5,6,0,1,6,3,1,0,3,1,9,9,9,9,27.0,27.0,1950|松　竹|1|0|0||||0|0|0|.000|22|3|3||5|0|6|1|3|0|1|9|9|27.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,松竹ロビンス,61563893,渡辺　誠太郎,H|HR|BB|HBP|SO|WP|BK,390,390,89.0,89.0,89,100,,10,100,32,10,1,32,21,1,0,21,0,45,45,43,43,4.35,4.35,1950|松　竹|21|5|1||||1|0|0|.833|390|89|89||100|10|32|1|21|0|0|45|43|4.35,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,大洋ホエールズ,31133892,荒木　茂,H|HR|BB|HBP|SO,17,17,3.0,3.0,3,6,,1,6,2,1,0,2,0,0,0,0,0,5,5,5,5,15.0,15.0,1950|大　洋|1|0|0||||0|0|0|.000|17|3|3||6|1|2|0|0|0|0|5|5|15.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,大洋ホエールズ,61163894,岩本　信一,H|HR|BB|HBP|SO|WP|BK,505,505,104.0,104.0,104,143,,21,143,53,21,3,53,29,3,2,29,1,91,91,78,78,6.75,6.75,1950|大　洋|23|7|9||||4|0|0|.438|505|104|104||143|21|53|3|29|2|1|91|78|6.75,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,大洋ホエールズ,41043801,川口　芳弘,HR|BB|HBP|SO,18,18,3.0,3.0,3,3,,2,3,5,2,0,5,0,0,0,0,0,5,5,5,5,15.0,15.0,1950|大　洋|2|0|0||||0|0|0|.000|18|3|3||3|2|5|0|0|0|0|5|5|15.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,大洋ホエールズ,21223801,久保　重男,H|HR|BB|BK,10,10,2.0,2.0,2,3,,0,3,1,0,0,1,1,0,0,1,0,3,3,1,1,4.5,4.5,1950|大　洋|2|0|0||||0|0|0|.000|10|2|2||3|0|1|0|1|0|0|3|1|4.50,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,大洋ホエールズ,53253801,本間　鉄和,H|HR|BB|BK,17,17,3.0,3.0,3,6,,0,6,1,0,0,1,1,0,0,1,0,4,4,0,0,0.0,0.0,1950|大　洋|2|0|0||||0|0|0|.000|17|3|3||6|0|1|0|1|0|0|4|0|0.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,81283801,黒川　浩,H|HR|BB|HBP|SO|BK,42,42,7.0,7.0,7,13,,2,13,8,2,0,8,3,0,0,3,0,12,12,9,9,11.57,11.57,1950|広　島|3|0|1||||0|0|0|.000|42|7|7||13|2|8|0|3|0|0|12|9|11.57,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,13913801,箱田　義勝,H|HR|BB|SO,17,17,3.0,3.0,3,5,,0,5,4,0,0,4,0,0,0,0,0,5,5,4,4,12.0,12.0,1950|広　島|2|0|0||||0|0|0|.000|17|3|3||5|0|4|0|0|0|0|5|4|12.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,広島東洋カープ,31533899,松川　博爾,HR|BB|HBP|SO|WP|BK,660,660,148.0,148.0,148,148,,16,148,71,16,2,71,52,2,3,52,1,101,101,84,84,5.11,5.11,1950|広　島|34|5|11||||3|0|0|.313|660|148|148||148|16|71|2|52|3|1|101|84|5.11,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,西日本パイレーツ,91293801,久喜　勲,H|HR|BB|HBP|SO|WP|BK,601,601,133.0,133.0,133,138,,15,138,66,15,4,66,31,4,1,31,0,86,86,71,71,4.8,4.8,1950|西日本|28|4|6||||5|0|0|.400|601|133|133||138|15|66|4|31|1|0|86|71|4.80,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,西日本パイレーツ,81683801,下尾　勝馬,H|HR|BB|HBP|SO|WP|BK,344,344,75.0,75.0,75,80,,12,80,51,12,1,51,16,1,0,16,0,56,56,48,48,5.76,5.76,1950|西日本|15|1|8||||4|0|0|.111|344|75|75||80|12|51|1|16|0|0|56|48|5.76,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,西日本パイレーツ,23923801,林　茂,H|HR|BB|HBP|SO|WP|BK,394,394,80.0,80.0,80,98,,13,98,57,13,3,57,25,3,1,25,1,82,82,70,70,7.88,7.88,1950|西日本|22|2|8||||1|0|0|.200|394|80|80||98|13|57|3|25|1|1|82|70|7.88,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,国鉄スワローズ,53153801,田原　基稔,H|HR|BB|HBP|SO|WP|BK,1285,1285,287.0,287.0,287,305,,24,305,137,24,8,137,114,8,4,114,1,167,167,132,132,4.14,4.14,1950|国　鉄|56|13|22||||14|4|0|.371|1285|287|287||305|24|137|8|114|4|1|167|132|4.14,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,CL,国鉄スワローズ,93193801,高橋　輝,H|HR|BB|HBP|SO|WP|BK,938,938,200.0,200.0,200,183,,15,183,178,15,1,178,147,1,4,147,1,152,152,128,128,5.76,5.76,1950|国　鉄|52|10|15||||4|0|0|.400|938|200|200||183|15|178|1|147|4|1|152|128|5.76,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
1950,PL,阪急ブレーブス,31133898,阿部　八郎,H|HR|BB|HBP|SO|WP|BK,1180,1180,278.0,278.0,278,251,,16,251,104,16,1,104,156,1,2,156,2,134,134,109,109,3.53,3.53,1950|阪　急|53|14|18||||14|4|0|.438|1180|278|278||251|16|104|1|156|2|2|134|109|3.53,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,阪急ブレーブス,61563895,天保　義夫,H|HR|BB|HBP|SO|WP|BK,1380,1380,328.0,328.0,328,322,,20,322,102,20,0,102,141,0,6,141,0,164,164,134,134,3.68,3.68,1950|阪　急|57|18|24||||21|0|3|.429|1380|328|328||322|20|102|0|141|6|0|164|134|3.68,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,阪急ブレーブス,31533894,浜崎　真二,H|HR|BB|HBP|SO|WP|BK,129,129,28.0,28.0,28,34,,3,34,19,3,0,19,12,0,2,12,0,25,25,22,22,7.07,7.07,1950|阪　急|9|1|2||||0|0|0|.333|129|28|28||34|3|19|0|12|2|0|25|22|7.07,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,南海ホークス,33133801,田中　達夫,HR|BB|HBP|SO|WP|BK,295,295,69.0,69.0,69,69,,9,69,26,9,2,26,28,2,1,28,0,32,32,26,26,3.39,3.39,1950|南　海|22|4|2||||0|0|0|.667|295|69|69||69|9|26|2|28|1|0|32|26|3.39,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,南海ホークス,93793801,野口　勝美,H|HR|BB|HBP|SO|BK,29,29,6.0,6.0,6,11,,2,11,1,2,0,1,3,0,0,3,0,6,6,5,5,7.5,7.5,1950|南　海|3|0|0||||0|0|0|.000|29|6|6||11|2|1|0|3|0|0|6|5|7.50,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,南海ホークス,53953801,服部　武夫,H|HR|BB|HBP|SO|BK,69,69,15.0,15.0,15,11,,0,11,12,0,1,12,9,1,1,9,1,3,3,2,2,1.2,1.2,1950|南　海|6|0|0||||0|0|0|.000|69|15|15||11|0|12|1|9|1|1|3|2|1.20,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,南海ホークス,61963896,柚木　進,H|HR|BB|HBP|SO|WP|BK,1052,1052,255.0,255.0,255,237,,15,237,71,15,1,71,132,1,2,132,1,101,101,79,79,2.79,2.79,1950|南　海|42|19|10||||12|1|2|.655|1052|255|255||237|15|71|1|132|2|1|101|79|2.79,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,東急フライヤーズ,51353801,伊藤　万喜三,H|HR|BB|HBP|SO|WP|BK,351,351,73.0,73.0,73,81,,9,81,48,9,3,48,23,3,1,23,0,65,65,57,57,7.03,7.03,1950|東　急|21|4|6||||1|0|0|.400|351|73|73||81|9|48|3|23|1|0|65|57|7.03,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,東急フライヤーズ,61263801,久保寺　昭,H|HR|BB|SO|BK,14,14,3.0,3.0,3,4,,0,4,2,0,0,2,1,0,0,1,0,1,1,0,0,0.0,0.0,1950|東　急|1|0|0||||0|0|0|.000|14|3|3||4|0|2|0|1|0|0|1|0|0.00,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,東急フライヤーズ,11713892,白木　義一郎,H|HR|BB|HBP|SO|WP|BK,1097,1097,264.0,264.0,264,281,,26,281,35,26,2,35,82,2,0,82,0,121,121,99,99,3.38,3.38,1950|東　急|37|14|13||||23|2|9|.519|1097|264|264||281|26|35|2|82|0|0|121|99|3.38,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,東急フライヤーズ,13313801,樽井　清一,H|HR|BB|HBP|SO|WP|BK,533,533,120.0,120.0,120,142,,12,142,32,12,3,32,37,3,0,37,1,78,78,64,64,4.8,4.8,1950|東　急|27|5|7||||4|0|0|.417|533|120|120||142|12|32|3|37|0|1|78|64|4.80,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,東急フライヤーズ,03303801,蔦　文也,H|HR|BB|HBP|SO|BK,57,57,10.0,10.0,10,21,,2,21,8,2,0,8,3,0,0,3,0,14,14,13,13,11.7,11.7,1950|東　急|5|0|1||||0|0|0|.000|57|10|10||21|2|8|0|3|0|0|14|13|11.70,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,東急フライヤーズ,43343801,常見　茂,H|HR|BB|HBP|SO|BK,104,104,24.0,24.0,24,29,,6,29,6,6,0,6,3,0,0,3,0,21,21,17,17,6.38,6.38,1950|東　急|7|0|2||||0|0|0|.000|104|24|24||29|6|6|0|3|0|0|21|17|6.38,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,東急フライヤーズ,83383801,寺川　昭二,H|HR|BB|HBP|SO|WP|BK,111,111,24.0,24.0,24,28,,4,28,17,4,0,17,14,0,1,14,1,19,19,19,19,7.13,7.13,1950|東　急|6|0|1||||0|0|0|.000|111|24|24||28|4|17|0|14|1|1|19|19|7.13,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,東急フライヤーズ,93993801,浜田　宏,H|HR|BB|HBP|SO|WP|BK,263,263,54.0,54.0,54,79,,8,79,24,8,1,24,14,1,0,14,0,54,54,48,48,8.0,8.0,1950|東　急|12|0|5||||1|0|0|.000|263|54|54||79|8|24|1|14|0|0|54|48|8.00,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,大映スターズ,81383896,木場　巌,H|HR|BB|HBP|SO|WP|BK,285,285,65.0,65.0,65,61,,4,61,38,4,2,38,16,2,3,16,0,36,36,30,30,4.15,4.15,1950|大　映|17|1|3||||0|0|0|.250|285|65|65||61|4|38|2|16|3|0|36|30|4.15,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,大映スターズ,51753898,姫野　好治,H|HR|BB|HBP|SO|WP|BK,788,788,178.0,178.0,178,184,,11,184,92,11,4,92,83,4,0,83,0,100,100,84,84,4.25,4.25,1950|大　映|35|8|10||||10|1|0|.444|788|178|178||184|11|92|4|83|0|0|100|84|4.25,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,毎日オリオンズ,71173801,浅井　守,H|HR|BB|BK,10,10,2.0,2.0,2,3,,0,3,2,0,0,2,2,0,0,2,0,2,2,2,2,9.0,9.0,1950|毎　日|1|0|0||||0|0|0|.000|10|2|2||3|0|2|0|2|0|0|2|2|9.00,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,毎日オリオンズ,11713801,榎原　好,H|HR|BB|HBP|SO|WP|BK,824,824,196.0,196.0,196,188,,26,188,59,26,6,59,90,6,3,90,1,99,99,80,80,3.67,3.67,1950|毎　日|35|16|7||||11|1|0|.696|824|196|196||188|26|59|6|90|3|1|99|80|3.67,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,毎日オリオンズ,83783801,萩原　昭,H|HR|BB|HBP|SO|BK,9,9,2.0,2.0,2,3,,2,3,0,2,0,0,2,0,0,2,0,2,2,2,2,9.0,9.0,1950|毎　日|1|0|0||||0|0|0|.000|9|2|2||3|2|0|0|2|0|0|2|2|9.00,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,毎日オリオンズ,23623801,湯浅　禎夫,H|HR|BB|SO|BK,19,19,4.0,4.0,4,2,,0,2,6,0,0,6,2,0,0,2,0,2,2,2,2,4.5,4.5,1950|毎　日|1|0|0||||0|0|0|.000|19|4|4||2|0|6|0|2|0|0|2|2|4.50,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,毎日オリオンズ,13913872,若林　忠志,H|HR|BB|HBP|SO|BK,306,306,73.0,73.0,73,79,,7,79,15,7,0,15,20,0,0,20,0,41,41,30,30,3.7,3.7,1950|毎　日|14|4|3||||4|1|1|.571|306|73|73||79|7|15|0|20|0|0|41|30|3.70,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,近鉄パールス,51453801,五井　孝蔵,HR|BB|HBP|SO|WP|BK,985,985,224.0,224.0,224,224,,17,224,99,17,5,99,86,5,4,86,1,135,135,96,96,3.86,3.86,1950|近　鉄|37|8|15||||12|1|0|.348|985|224|224||224|17|99|5|86|4|1|135|96|3.86,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,近鉄パールス,61863801,関根　潤三,H|HR|BB|HBP|SO|WP|BK,689,689,148.0,148.0,148,185,,16,185,53,16,7,53,69,7,1,69,1,110,110,90,90,5.47,5.47,1950|近　鉄|26|4|12||||8|0|1|.250|689|148|148||185|16|53|7|69|1|1|110|90|5.47,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,近鉄パールス,73973801,服部　力,H|HR|BB|SO|BK,28,28,6.0,6.0,6,8,,0,8,2,0,0,2,3,0,0,3,0,5,5,3,3,4.5,4.5,1950|近　鉄|4|0|0||||0|0|0|.000|28|6|6||8|0|2|0|3|0|0|5|3|4.50,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,西鉄クリッパース,41543801,内田　蒼生也,H|HR|BB|HBP|SO|WP|BK,170,170,38.0,38.0,38,37,,7,37,21,7,2,21,13,2,0,13,0,22,22,12,12,2.84,2.84,1950|西　鉄|10|0|1||||0|0|0|.000|170|38|38||37|7|21|2|13|0|0|22|12|2.84,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,西鉄クリッパース,01303891,川崎　徳次,H|HR|BB|HBP|SO|WP|BK,961,961,231.0,231.0,231,206,,25,206,74,25,3,74,115,3,1,115,0,116,116,88,88,3.43,3.43,1950|西　鉄|40|12|15||||16|1|1|.444|961|231|231||206|25|74|3|115|1|0|116|88|3.43,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,西鉄クリッパース,81183899,木暮　英路,H|HR|BB|BK,36,36,8.0,8.0,8,10,,0,10,3,0,0,3,3,0,0,3,0,4,4,4,4,4.5,4.5,1950|西　鉄|2|0|0||||0|0|0|.000|36|8|8||10|0|3|0|3|0|0|4|4|4.50,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1950,PL,西鉄クリッパース,83483801,山口　幹雄,H|HR|BB|SO|WP|BK,36,36,8.0,8.0,8,9,,0,9,2,0,0,2,3,0,1,3,1,6,6,6,6,6.75,6.75,1950|西　鉄|3|0|0||||0|0|0|.000|36|8|8||9|0|2|0|3|1|1|6|6|6.75,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
1951,CL,読売ジャイアンツ,11313803,兼吉　寛,H|HR|BB|SO|WP|BK,120,120,28.0,28.0,28,22,,1,22,18,1,1,18,12,1,0,12,0,14,14,12,12,3.86,3.86,1951|読　売|12|0|0||||0|0|0|.000|120|28|28||22|1|18|1|12|0|0|14|12|3.86,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv
1951,CL,阪神タイガース,91193896,内山　清,H|HR|BB|HBP|SO|WP|BK,656,656,159.0,159.0,159,153,,18,153,43,18,5,43,33,5,0,33,0,66,66,59,59,3.34,3.34,1951|阪　神|42|10|5||||3|0|1|.667|656|159|159||153|18|43|5|33|0|0|66|59|3.34,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv
1951,CL,阪神タイガース,23123872,藤村　富美男,H|HR|BB|BK,13,13,4.0,4.0,4,0,,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,1951|阪　神|1|1|0||||0|0|0|1.000|13|4|4||0|0|1|0|1|0|0|0|0|0.00,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv
1951,CL,阪神タイガース,81783891,藤村　隆男,H|HR|BB|HBP|SO|WP|BK,1029,1029,253.0,253.0,253,222,,14,222,77,14,5,77,74,5,8,74,3,97,97,74,74,2.63,2.63,1951|阪　神|49|16|16||||18|3|0|.500|1029|253|253||222|14|77|5|74|8|3|97|74|2.63,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv
1951,CL,阪神タイガース,21123803,深見　吉夫,H|HR|BB|SO|WP|BK,45,45,11.0,11.0,11,12,,0,12,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,1951|阪　神|4|1|0||||0|0|0|1.000|45|11|11||12|0|0|0|1|1|0|0|0|0.00,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv
1951,CL,松竹ロビンス,01103878,井筒　研一,H|HR|BB|HBP|SO|WP|BK,489,489,112.0,112.0,112,124,,16,124,37,16,2,37,27,2,1,27,3,68,68,61,61,4.9,4.9,1951|松　竹|27|0|3||||2|0|0|.000|489|112|112||124|16|37|2|27|1|3|68|61|4.90,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv
1951,CL,松竹ロビンス,61363896,小林　恒夫,H|HR|BB|HBP|SO|WP|BK,1285,1285,293.0,293.0,293,307,,25,307,120,25,8,120,108,8,10,108,2,179,179,158,158,4.85,4.85,1951|松　竹|55|18|15||||14|3|0|.545|1285|293|293||307|25|120|8|108|10|2|179|158|4.85,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv
1951,CL,松竹ロビンス,21323898,島本　和夫,H|HR|BB|HBP|SO|WP|BK,159,159,34.0,34.0,34,39,,4,39,20,4,1,20,9,1,0,9,0,27,27,21,21,5.56,5.56,1951|松　竹|14|0|3||||0|0|0|.000|159|34|34||39|4|20|1|9|0|0|27|21|5.56,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv
1951,CL,松竹ロビンス,41743898,宮沢　基一郎,H|HR|BB|HBP|SO|WP|BK,115,115,26.0,26.0,26,29,,3,29,9,3,2,9,8,2,0,8,1,21,21,12,12,4.15,4.15,1951|阪　急|9|0|3||||0|0|0|.000|115|26|26||29|3|9|2|8|0|1|21|12|4.15,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv
1951,CL,大洋ホエールズ,41043801,川口　芳弘,H|HR|BB|SO|WP|BK,90,90,17.0,17.0,17,23,,1,23,19,1,1,19,6,1,0,6,0,20,20,16,16,8.47,8.47,1951|大　洋|9|0|1||||0|0|0|.000|90|17|17||23|1|19|1|6|0|0|20|16|8.47,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv
1951,CL,大洋ホエールズ,91593803,酒井　豪久,HR|BB|HBP|SO|WP|BK,11,11,2.0,2.0,2,2,,1,2,3,1,0,3,1,0,1,1,0,4,4,2,2,9.0,9.0,1951|大　洋|2|0|0||||0|0|0|.000|11|2|2||2|1|3|0|1|1|0|4|2|9.00,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv
1951,CL,大洋ホエールズ,61563893,渡辺　誠太郎,H|HR|BB|HBP|SO|WP|BK,114,114,24.0,24.0,24,28,,3,28,16,3,0,16,5,0,1,5,0,18,18,14,14,5.25,5.25,1951|大　洋|9|1|0||||0|0|0|1.000|114|24|24||28|3|16|0|5|1|0|18|14|5.25,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv
1951,CL,広島東洋カープ,91393801,石川　清逸,H|HR|BB|HBP|SO|WP|BK,480,480,107.0,107.0,107,135,,10,135,39,10,1,39,21,1,0,21,0,85,85,70,70,5.89,5.89,1951|広　島|24|0|7||||1|0|0|.000|480|107|107||135|10|39|1|21|0|0|85|70|5.89,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv
1951,CL,広島東洋カープ,41343801,市田　夏生,H|HR|BB|SO|WP|BK,107,107,22.0,22.0,22,27,,2,27,14,2,2,14,4,2,1,4,0,25,25,21,21,8.59,8.59,1951|広　島|8|1|2||||0|0|0|.333|107|22|22||27|2|14|2|4|1|0|25|21|8.59,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv
