status,year,league,player_id,player_name_ja,old_BF,new_BF,old_IP,new_IP,old_H,new_H,old_R,new_R,old_ER,new_ER,old_ERA,new_ERA,changed_cols,html_cells,csv_file
ok,1950,CL,41743801,大友　工,356,356,85.0,85.0,85,85,1,41,0,35,41.0,3.71,R|ER|ERA,1950|読　売|15|4|4||||5|0|0|.500|356|85|85||71|3|39|0|44|1|0|41|35|3.71,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,71373893,多田　文久三,1009,1009,244.0,244.0,244,244,2,103,0,79,103.0,2.91,R|ER|ERA,1950|読　売|40|14|9||||13|2|1|.609|1009|244|244||215|12|89|5|138|2|0|103|79|2.91,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,01703878,中尾　碩志,838,838,194.1,194 .1,194,194,3,105,0,84,105.0,3.88,IP|R|ER|ERA,1950|読　売|38|12|11||||8|2|1|.522|838|194 .1|194|.1|193|26|76|1|112|3|0|105|84|3.88,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,81783895,藤本　英雄,1442,1442,360.1,360 .1,360,360,1,117,0,98,117.0,2.44,IP|R|ER|ERA,1950|読　売|49|26|14||||33|6|8|.650|1442|360 .1|360|.1|307|25|70|2|156|1|0|117|98|2.44,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,31933895,別所　毅彦,1287,1287,314.0,314.0,314,314,1,114,1,89,114.0,2.55,R|ER|ERA,1950|読　売|43|22|11||||27|8|0|.667|1287|314|314||273|24|93|4|157|1|1|114|89|2.55,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,03203801,松田　清,65,65,13.2,13 .2,13,13,0,10,0,2,10.0,1.29,IP|R|ER|ERA,1950|読　売|3|1|1||||1|0|0|.500|65|13 .2|13|.2|15|0|9|0|5|0|0|10|2|1.29,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,81983896,吉江　英四郎,255,255,60.0,60.0,60,60,0,32,0,23,32.0,3.45,R|ER|ERA,1950|読　売|14|3|4||||2|0|1|.429|255|60|60||68|4|11|0|20|0|0|32|23|3.45,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,91193896,内山　清,936,936,220.0,220.0,220,220,0,128,0,109,128.0,4.46,R|ER|ERA,1950|阪　神|47|12|15||||8|1|4|.444|936|220|220||243|32|54|1|48|0|0|128|109|4.46,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,31333894,梶岡　忠義,768,768,184.0,184.0,184,184,2,82,0,73,82.0,3.57,R|ER|ERA,1950|阪　神|29|12|9||||13|2|1|.571|768|184|184||173|24|62|1|64|2|0|82|73|3.57,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,01303898,駒田　桂二,620,620,142.1,142 .1,142,142,1,69,0,56,69.0,3.52,IP|R|ER|ERA,1950|阪　神|32|7|6||||6|1|0|.538|620|142 .1|142|.1|136|9|67|6|43|1|0|69|56|3.52,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,61363898,田宮　謙次郎,96,96,23.0,23.0,23,23,0,18,0,16,18.0,6.26,R|ER|ERA,1950|阪　神|6|1|2||||1|1|1|.333|96|23|23||25|4|8|1|13|0|0|18|16|6.26,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,21923892,野崎　泰一,1002,1002,226.1,226 .1,226,226,1,139,0,112,139.0,4.44,IP|R|ER|ERA,1950|阪　神|53|10|18||||9|1|0|.357|1002|226 .1|226|.1|246|22|91|2|49|1|0|139|112|4.44,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,23123872,藤村　富美男,4,4,0.2,0 .2,0,0,0,0,0,0,0.0,0.0,IP,1950|阪　神|1|0|0||||0|0|0|.000|4|0 .2|0|.2|1|0|1|0|1|0|0|0|0|0.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,81783891,藤村　隆男,750,750,176.0,176.0,176,176,1,97,0,77,97.0,3.94,R|ER|ERA,1950|阪　神|36|11|8||||9|2|0|.579|750|176|176||182|20|60|6|78|1|0|97|77|3.94,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,83083801,干場　一夫,832,832,192.1,192 .1,192,192,1,93,1,83,93.0,3.87,IP|R|ER|ERA,1950|阪　神|37|10|4||||10|2|0|.714|832|192 .1|192|.1|190|19|91|3|45|1|1|93|83|3.87,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,53553872,御園生　崇男,410,410,92.2,92 .2,92,92,0,66,0,59,66.0,5.71,IP|R|ER|ERA,1950|阪　神|22|7|5||||4|0|0|.583|410|92 .2|92|.2|119|18|21|2|11|0|0|66|59|5.71,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,83683801,渡辺　博之,4,4,,+,0,,0,4,0,1,4.0,----,IP|H|R|ER|ERA,1950|阪　神|1|0|0||||0|0|0|.000|4|+||+|2|0|2|0|0|0|0|4|1|----,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,91993801,加藤　一昭,23,23,3.1,3 .1,3,3,0,7,0,7,7.0,15.75,IP|R|ER|ERA,1950|中　日|2|0|0||||0|0|0|.000|23|3 .1|3|.1|9|3|6|0|0|0|0|7|7|15.75,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,81383892,久野　勝美,42,42,8.0,8.0,8,8,1,14,1,12,14.0,13.5,R|ER|ERA,1950|中　日|3|0|0||||0|0|0|.000|42|8|8||15|1|6|0|3|1|1|14|12|13.50,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,11313897,近藤　貞雄,651,651,149.1,149 .1,149,149,0,71,0,60,71.0,3.6,IP|R|ER|ERA,1950|中　日|23|10|4||||10|0|0|.714|651|149 .1|149|.1|156|8|54|2|35|0|0|71|60|3.60,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,41343896,小島　禎二,66,66,12.0,12.0,12,12,0,16,0,15,16.0,11.25,R|ER|ERA,1950|中　日|5|0|0||||0|0|0|.000|66|12|12||25|1|7|0|5|0|0|16|15|11.25,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,31533891,清水　秀雄,528,528,120.0,120.0,120,120,4,64,0,56,64.0,4.2,R|ER|ERA,1950|中　日|22|9|5||||6|1|0|.643|528|120|120||138|5|48|1|34|4|0|64|56|4.20,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,41343898,杉下　茂,1361,1361,325.2,325 .2,325,325,5,135,0,116,135.0,3.2,IP|R|ER|ERA,1950|中　日|55|27|15||||22|2|0|.643|1361|325 .2|325|.2|269|24|134|7|209|5|0|135|116|3.20,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,31533898,竹本　卓,9,9,1.0,1.0,1,1,0,3,0,3,3.0,27.0,R|ER|ERA,1950|中　日|1|0|0||||0|0|0|.000|9|1|1||3|0|3|0|1|0|0|3|3|27.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,11913878,服部　受弘,999,999,238.1,238 .1,238,238,3,90,0,78,90.0,2.94,IP|R|ER|ERA,1950|中　日|41|21|7||||17|4|4|.750|999|238 .1|238|.1|242|11|54|1|101|3|0|90|78|2.94,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,91093892,星田　次郎,413,413,95.0,95.0,95,95,0,47,0,34,47.0,3.22,R|ER|ERA,1950|中　日|19|6|4||||3|1|0|.600|413|95|95||100|6|39|1|40|0|0|47|34|3.22,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,33233801,本多　逸郎,31,31,8.2,8 .2,8,8,0,2,0,0,2.0,0.0,IP|R|ERA,1950|中　日|4|0|0||||0|0|0|.000|31|8 .2|8|.2|5|0|3|0|4|0|0|2|0|0.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,51753897,丸山　二三雄,39,39,7.0,7.0,7,7,0,14,0,12,14.0,15.43,R|ER|ERA,1950|中　日|4|0|1||||0|0|0|.000|39|7|7||16|1|3|0|3|0|0|14|12|15.43,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,21923891,三富　恒雄,363,363,84.0,84.0,84,84,0,47,0,38,47.0,4.07,R|ER|ERA,1950|中　日|24|2|0||||1|0|0|1.000|363|84|84||91|6|27|1|39|0|0|47|38|4.07,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,41943895,宮下　信明,762,762,178.1,178 .1,178,178,0,87,0,79,87.0,3.97,IP|R|ER|ERA,1950|中　日|31|14|8||||13|4|0|.636|762|178 .1|178|.1|176|19|66|4|84|0|0|87|79|3.97,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,01103878,井筒　研一,537,537,122.1,122 .1,122,122,0,73,0,54,73.0,3.95,IP|R|ER|ERA,1950|松　竹|24|9|4||||4|0|0|.692|537|122 .1|122|.1|119|10|42|2|32|0|0|73|54|3.95,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,71173893,江田　貢一,1198,1198,288.1,288 .1,288,288,1,112,0,91,112.0,2.83,IP|R|ER|ERA,1950|松　竹|44|23|8||||23|4|2|.742|1198|288 .1|288|.1|289|14|75|4|66|1|0|112|91|2.83,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,21723801,大島　信雄,925,925,225.1,225 .1,225,225,0,70,0,51,70.0,2.03,IP|R|ER|ERA,1950|松　竹|34|20|4||||13|5|1|.833|925|225 .1|225|.1|197|9|75|1|70|0|0|70|51|2.03,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,61363896,小林　恒夫,216,216,44.0,44.0,44,44,0,31,0,30,31.0,6.14,R|ER|ERA,1950|松　竹|11|1|5||||1|0|0|.167|216|44|44||60|7|29|0|20|0|0|31|30|6.14,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,51353897,真田　重男,1583,1583,395.2,395 .2,395,395,3,151,0,134,151.0,3.05,IP|R|ER|ERA,1950|松　竹|61|39|12||||28|5|5|.765|1583|395 .2|395|.2|340|39|81|3|191|3|0|151|134|3.05,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,21323898,島本　和夫,22,22,3.0,3.0,3,3,0,9,1,9,9.0,27.0,R|ER|ERA,1950|松　竹|1|0|0||||0|0|0|.000|22|3|3||5|0|6|1|3|0|1|9|9|27.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,41743898,宮沢　基一郎,322,322,72.2,72 .2,72,72,0,33,0,33,33.0,4.07,IP|R|ER|ERA,1950|松　竹|19|1|1||||1|1|0|.500|322|72 .2|72|.2|78|8|42|1|35|0|0|33|33|4.07,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,61563893,渡辺　誠太郎,390,390,89.0,89.0,89,89,0,45,0,43,45.0,4.35,R|ER|ERA,1950|松　竹|21|5|1||||1|0|0|.833|390|89|89||100|10|32|1|21|0|0|45|43|4.35,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,31133892,荒木　茂,17,17,3.0,3.0,3,3,0,5,0,5,5.0,15.0,R|ER|ERA,1950|大　洋|1|0|0||||0|0|0|.000|17|3|3||6|1|2|0|0|0|0|5|5|15.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,01103892,今西　錬太郎,865,865,200.1,200 .1,200,200,1,105,0,91,105.0,4.07,IP|R|ER|ERA,1950|大　洋|41|10|13||||9|1|0|.435|865|200 .1|200|.1|212|26|74|3|71|1|0|105|91|4.07,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,61163894,岩本　信一,505,505,104.0,104.0,104,104,2,91,1,78,91.0,6.75,R|ER|ERA,1950|大　洋|23|7|9||||4|0|0|.438|505|104|104||143|21|53|3|29|2|1|91|78|6.75,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,11913801,荻原　隆,78,78,17.2,17 .2,17,17,0,13,0,12,13.0,6.0,IP|R|ER|ERA,1950|大　洋|3|1|0||||0|0|0|1.000|78|17 .2|17|.2|21|3|7|0|3|0|0|13|12|6.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,11313896,片山　博,928,928,210.1,210 .1,210,210,3,129,1,106,129.0,4.52,IP|R|ER|ERA,1950|大　洋|43|14|8||||9|1|1|.636|928|210 .1|210|.1|250|30|78|5|86|3|1|129|106|4.52,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,41043801,川口　芳弘,18,18,3.0,3.0,3,3,0,5,0,5,5.0,15.0,R|ER|ERA,1950|大　洋|2|0|0||||0|0|0|.000|18|3|3||3|2|5|0|0|0|0|5|5|15.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,21223801,久保　重男,10,10,2.0,2.0,2,2,0,3,0,1,3.0,4.5,R|ER|ERA,1950|大　洋|2|0|0||||0|0|0|.000|10|2|2||3|0|1|0|1|0|0|3|1|4.50,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,01703892,高野　裕良,1643,1643,384.2,384 .2,384,384,0,184,1,156,184.0,3.65,IP|R|ER|ERA,1950|大　洋|66|25|21||||29|2|1|.543|1643|384 .2|384|.2|367|31|133|15|177|0|1|184|156|3.65,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,13513801,寺島　公,200,200,41.2,41 .2,41,41,2,35,0,26,35.0,5.57,IP|R|ER|ERA,1950|大　洋|12|1|1||||0|0|0|.500|200|41 .2|41|.2|49|2|31|1|6|2|0|35|26|5.57,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,21523898,中津　正三,242,242,50.2,50 .2,50,50,2,51,0,45,51.0,7.94,IP|R|ER|ERA,1950|大　洋|15|0|4||||0|0|0|.000|242|50 .2|50|.2|68|8|26|1|15|2|0|51|45|7.94,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,81983892,林　直明,1005,1005,231.2,231 .2,231,231,0,136,0,97,136.0,3.76,IP|R|ER|ERA,1950|大　洋|43|11|12||||9|1|5|.478|1005|231 .2|231|.2|260|22|69|1|78|0|0|136|97|3.76,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,53253801,本間　鉄和,17,17,3.0,3.0,3,3,0,4,0,0,4.0,0.0,R|ERA,1950|大　洋|2|0|0||||0|0|0|.000|17|3|3||6|0|1|0|1|0|0|4|0|0.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,91393801,石川　清逸,593,593,125.2,125 .2,125,125,1,109,0,80,109.0,5.71,IP|R|ER|ERA,1950|広　島|33|1|5||||1|0|0|.167|593|125 .2|125|.2|154|18|70|3|40|1|0|109|80|5.71,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,41343801,市田　夏生,30,30,5.1,5 .1,5,5,1,11,1,5,11.0,7.5,IP|R|ER|ERA,1950|広　島|5|0|0||||0|0|0|.000|30|5 .1|5|.1|9|1|5|0|4|1|1|11|5|7.50,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,61563801,梅田　正巳,28,28,5.2,5 .2,5,5,1,4,0,2,4.0,3.0,IP|R|ER|ERA,1950|広　島|2|0|0||||0|0|0|.000|28|5 .2|5|.2|10|0|4|0|4|1|0|4|2|3.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,31533874,笠松　実,472,472,104.1,104 .1,104,104,0,75,0,58,75.0,4.97,IP|R|ER|ERA,1950|広　島|21|2|8||||4|0|2|.200|472|104 .1|104|.1|133|13|25|2|21|0|0|75|58|4.97,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,81283801,黒川　浩,42,42,7.0,7.0,7,7,0,12,0,9,12.0,11.57,R|ER|ERA,1950|広　島|3|0|1||||0|0|0|.000|42|7|7||13|2|8|0|3|0|0|12|9|11.57,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,41343897,武智　修,270,270,60.2,60 .2,60,60,0,52,0,44,52.0,6.49,IP|R|ER|ERA,1950|広　島|10|3|6||||5|0|2|.333|270|60 .2|60|.2|75|10|10|0|7|0|0|52|44|6.49,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,63163801,竹村　元雄,112,112,25.2,25 .2,25,25,1,21,0,15,21.0,5.19,IP|R|ER|ERA,1950|広　島|8|0|0||||0|0|0|.000|112|25 .2|25|.2|28|2|12|1|4|1|0|21|15|5.19,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,81483872,内藤　幸三,997,997,216.1,216 .1,216,216,3,166,0,133,166.0,5.52,IP|R|ER|ERA,1950|広　島|41|11|19||||12|0|1|.367|997|216 .1|216|.1|276|23|79|4|78|3|0|166|133|5.52,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,41943874,中山　正嘉,299,299,59.2,59 .2,59,59,0,66,0,51,66.0,7.65,IP|R|ER|ERA,1950|広　島|20|2|10||||1|0|0|.167|299|59 .2|59|.2|79|7|41|3|19|0|0|66|51|7.65,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,43743801,長谷川　良平,1518,1518,348.1,348 .1,348,348,5,190,2,150,190.0,3.87,IP|R|ER|ERA,1950|広　島|56|15|27||||27|3|1|.357|1518|348 .1|348|.1|345|24|170|6|146|5|2|190|150|3.87,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,13913801,箱田　義勝,17,17,3.0,3.0,3,3,0,5,0,4,5.0,12.0,R|ER|ERA,1950|広　島|2|0|0||||0|0|0|.000|17|3|3||5|0|4|0|0|0|0|5|4|12.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,03903801,林　次郎,7,7,1.1,1 .1,1,1,0,3,0,3,3.0,13.5,IP|R|ER|ERA,1950|広　島|1|0|1||||0|0|0|.000|7|1 .1|1|.1|3|0|1|0|0|0|0|3|3|13.50,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,31533899,松川　博爾,660,660,148.0,148.0,148,148,3,101,1,84,101.0,5.11,R|ER|ERA,1950|広　島|34|5|11||||3|0|0|.313|660|148|148||148|16|71|2|52|3|1|101|84|5.11,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,63563872,森井　茂,354,354,78.1,78 .1,78,78,0,62,0,50,62.0,5.7,IP|R|ER|ERA,1950|広　島|15|2|8||||6|0|0|.200|354|78 .1|78|.1|96|13|24|0|22|0|0|62|50|5.70,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,43643801,吉若　昌弘,7,7,1.2,1 .2,1,1,0,0,0,0,0.0,0.0,IP,1950|広　島|1|0|0||||0|0|0|.000|7|1 .2|1|.2|0|0|3|0|1|0|0|0|0|0.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,81383801,稲葉　郁三,51,51,9.2,9 .2,9,9,0,9,0,8,9.0,7.2,IP|R|ER|ERA,1950|西日本|3|0|0||||0|0|0|.000|51|9 .2|9|.2|16|1|8|0|3|0|0|9|8|7.20,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,11313894,緒方　俊明,1236,1236,295.2,295 .2,295,295,1,129,0,98,129.0,2.98,IP|R|ER|ERA,1950|西日本|47|20|13||||18|1|2|.606|1236|295 .2|295|.2|276|19|79|3|101|1|0|129|98|2.98,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,91293801,久喜　勲,601,601,133.0,133.0,133,133,1,86,0,71,86.0,4.8,R|ER|ERA,1950|西日本|28|4|6||||5|0|0|.400|601|133|133||138|15|66|4|31|1|0|86|71|4.80,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,61063872,重松　通雄,725,725,155.2,155 .2,155,155,1,130,1,109,130.0,6.29,IP|R|ER|ERA,1950|西日本|34|7|16||||6|0|0|.304|725|155 .2|155|.2|194|19|58|4|26|1|1|130|109|6.29,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,81683801,下尾　勝馬,344,344,75.0,75.0,75,75,0,56,0,48,56.0,5.76,R|ER|ERA,1950|西日本|15|1|8||||4|0|0|.111|344|75|75||80|12|51|1|16|0|0|56|48|5.76,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,83183801,玉川　郁,13,13,1.1,1 .1,1,1,0,8,0,7,8.0,31.5,IP|R|ER|ERA,1950|西日本|3|0|1||||0|0|0|.000|13|1 .1|1|.1|8|0|0|0|0|0|0|8|7|31.50,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,23723801,野本　喜一郎,1149,1149,262.1,262 .1,262,262,0,159,3,128,159.0,4.38,IP|R|ER|ERA,1950|西日本|48|11|19||||14|1|3|.367|1149|262 .1|262|.1|294|29|72|6|84|0|3|159|128|4.38,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,23923801,林　茂,394,394,80.0,80.0,80,80,1,82,1,70,82.0,7.88,R|ER|ERA,1950|西日本|22|2|8||||1|0|0|.200|394|80|80||98|13|57|3|25|1|1|82|70|7.88,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,01403874,森　弘太郎,688,688,154.2,154 .2,154,154,0,84,0,63,84.0,3.66,IP|R|ER|ERA,1950|西日本|28|5|11||||9|0|3|.313|688|154 .2|154|.2|183|9|39|0|33|0|0|84|63|3.66,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,23423801,薮田　政則,103,103,21.1,21 .1,21,21,0,16,0,13,16.0,5.32,IP|R|ER|ERA,1950|西日本|6|0|1||||0|0|0|.000|103|21 .1|21|.1|32|3|8|0|7|0|0|16|13|5.32,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,71073801,金田　正一,727,727,164.2,164 .2,164,164,1,93,3,72,93.0,3.93,IP|R|ER|ERA,1950|国　鉄|30|8|12||||9|1|0|.400|727|164 .2|164|.2|132|12|127|1|143|1|3|93|72|3.93,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,61463801,佐復　良一,3,3,,+,0,,0,2,0,2,2.0,----,IP|H|R|ER|ERA,1950|国　鉄|1|0|0||||0|0|0|.000|3|+||+|1|0|2|0|0|0|0|2|2|----,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,53153801,田原　基稔,1285,1285,287.0,287.0,287,287,4,167,1,132,167.0,4.14,R|ER|ERA,1950|国　鉄|56|13|22||||14|4|0|.371|1285|287|287||305|24|137|8|114|4|1|167|132|4.14,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,93193801,高橋　輝,938,938,200.0,200.0,200,200,4,152,1,128,152.0,5.76,R|ER|ERA,1950|国　鉄|52|10|15||||4|0|0|.400|938|200|200||183|15|178|1|147|4|1|152|128|5.76,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,73373801,長　武男,211,211,47.2,47 .2,47,47,5,33,1,22,33.0,4.13,IP|R|ER|ERA,1950|国　鉄|18|0|5||||0|0|0|.000|211|47 .2|47|.2|46|8|24|1|8|5|1|33|22|4.13,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,73573801,土佐内　吉治,3,3,,+,0,,0,3,0,3,3.0,----,IP|H|R|ER|ERA,1950|国　鉄|1|0|0||||0|0|0|.000|3|+||+|2|0|1|0|0|0|0|3|3|----,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,43543801,仲川　翠,154,154,31.2,31 .2,31,31,1,32,0,23,32.0,6.47,IP|R|ER|ERA,1950|国　鉄|10|0|3||||0|0|0|.000|154|31 .2|31|.2|38|6|16|0|10|1|0|32|23|6.47,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,33733801,成田　敬二,766,766,176.1,176 .1,176,176,0,110,1,88,110.0,4.47,IP|R|ER|ERA,1950|国　鉄|45|2|13||||6|0|1|.133|766|176 .1|176|.1|199|20|45|1|53|0|1|110|88|4.47,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,33933801,初岡　栄治,64,64,11.2,11 .2,11,11,0,22,0,20,22.0,15.0,IP|R|ER|ERA,1950|国　鉄|6|0|3||||0|0|0|.000|64|11 .2|11|.2|28|3|5|0|1|0|0|22|20|15.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,43043801,古谷　法夫,1020,1020,233.2,233 .2,233,233,4,136,2,104,136.0,4.0,IP|R|ER|ERA,1950|国　鉄|49|9|19||||9|1|2|.321|1020|233 .2|233|.2|249|20|86|0|65|4|2|136|104|4.00,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,CL,33433801,村松　昭次郎,259,259,56.2,56 .2,56,56,0,40,0,34,40.0,5.37,IP|R|ER|ERA,1950|国　鉄|24|0|2||||0|0|0|.000|259|56 .2|56|.2|71|6|35|0|10|0|0|40|34|5.37,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv
ok,1950,PL,31133898,阿部　八郎,1180,1180,278.0,278.0,278,278,2,134,2,109,134.0,3.53,R|ER|ERA,1950|阪　急|53|14|18||||14|4|0|.438|1180|278|278||251|16|104|1|156|2|2|134|109|3.53,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
ok,1950,PL,91793801,大崎　昭夫,53,53,9.2,9 .2,9,9,0,12,0,10,12.0,9.0,IP|R|ER|ERA,1950|阪　急|4|0|0||||0|0|0|.000|53|9 .2|9|.2|17|1|6|1|2|0|0|12|10|9.00,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
ok,1950,PL,01603801,柴田　英治,311,311,75.2,75 .2,75,75,0,29,0,22,29.0,2.61,IP|R|ER|ERA,1950|阪　急|14|4|3||||3|0|2|.571|311|75 .2|75|.2|72|7|9|1|32|0|0|29|22|2.61,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
ok,1950,PL,61563895,天保　義夫,1380,1380,328.0,328.0,328,328,6,164,0,134,164.0,3.68,R|ER|ERA,1950|阪　急|57|18|24||||21|0|3|.429|1380|328|328||322|20|102|0|141|6|0|164|134|3.68,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
ok,1950,PL,81783878,野口　二郎,750,750,181.2,181 .2,181,181,0,85,0,64,85.0,3.16,IP|R|ER|ERA,1950|阪　急|35|15|9||||10|2|7|.625|750|181 .2|181|.2|190|20|14|1|61|0|0|85|64|3.16,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv
