layer,file,year,league,line,player_id,player_name,team,ERA_col,ERA_value,ER_col,ER_value,R_col,R_value,IP_col,IP_value,calculated_ERA_from_ER_IP,flags
staging,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,1950,CL,25,31533898,竹本　卓,中日ドラゴンズ,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,1950,CL,37,21323898,島本　和夫,松竹ロビンス,ERA,27.0,ER,9,R,9,IP,3.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,1950,CL,72,83183801,玉川　郁,西日本パイレーツ,ERA,31.5,ER,7,R,8,IP,1.1,47.25,calc_mismatch:47.25|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,1950,PL,20,31233801,木村　富雄,東急フライヤーズ,ERA,31.5,ER,7,R,11,IP,1.2,37.8,calc_mismatch:37.8|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,1950,PL,38,23123801,武内　和男,大映スターズ,ERA,27.0,ER,3,R,3,IP,0.2,40.5,calc_mismatch:40.5|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1951_PL_from_master.csv,1951,PL,21,21323803,金城　政夫,東急フライヤーズ,ERA,22.5,ER,10,R,10,IP,4.0,22.5,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1952_PL_from_master.csv,1952,PL,64,61263805,拝藤　聖雄,近鉄パールス,ERA,8.0,ER,8,R,8,IP,8.1,8.64,era_equals_er|era_equals_r|calc_mismatch:8.64
staging,_data\master_csv__rescrape_staging\pitching_1953_CL_from_master.csv,1953,CL,16,11513807,大崎　三男,阪神タイガース,ERA,5.0,ER,5,R,6,IP,8.2,5.19,era_equals_er|calc_mismatch:5.19
staging,_data\master_csv__rescrape_staging\pitching_1953_CL_from_master.csv,1953,CL,30,61763807,小塚　弘司,広島東洋カープ,ERA,31.5,ER,7,R,7,IP,2.0,31.5,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1953_PL_from_master.csv,1953,PL,11,21223807,永田　和弘,阪急ブレーブス,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1953_PL_from_master.csv,1953,PL,20,41943807,白崎　泰夫,南海ホークス,ERA,5.0,ER,5,R,5,IP,8.2,5.19,era_equals_er|era_equals_r|calc_mismatch:5.19
staging,_data\master_csv__rescrape_staging\pitching_1954_CL_from_master.csv,1954,CL,21,31633809,長尾　旬,阪神タイガース,ERA,27.0,ER,3,R,3,IP,0.2,40.5,calc_mismatch:40.5|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1954_CL_from_master.csv,1954,CL,48,61063809,田代　照勝,国鉄スワローズ,ERA,5.0,ER,5,R,8,IP,8.1,5.4,era_equals_er|calc_mismatch:5.4
staging,_data\master_csv__rescrape_staging\pitching_1954_CL_from_master.csv,1954,CL,57,11713805,北川　久治,大洋松竹ロビンス,ERA,27.0,ER,6,R,6,IP,2.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1954_CL_from_master.csv,1954,CL,77,51753803,中西　由行,中日ドラゴンズ,ERA,45.0,ER,5,R,5,IP,0.2,67.5,calc_mismatch:67.5|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1954_PL_from_master.csv,1954,PL,53,01903803,山根　俊英,毎日オリオンズ,ERA,3.0,ER,3,R,3,IP,8.1,3.24,era_equals_er|era_equals_r|calc_mismatch:3.24
staging,_data\master_csv__rescrape_staging\pitching_1954_PL_from_master.csv,1954,PL,99,91293809,田村　満,高橋ユニオンズ,ERA,31.5,ER,7,R,7,IP,1.2,37.8,calc_mismatch:37.8|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1954_PL_from_master.csv,1954,PL,105,83183809,村田　博秀,高橋ユニオンズ,ERA,27.0,ER,6,R,7,IP,2.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1955_PL_from_master.csv,1955,PL,11,71273809,田原　康行,阪急ブレーブス,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1955_PL_from_master.csv,1955,PL,60,61863805,和田　勇,毎日オリオンズ,ERA,6.0,ER,6,R,6,IP,8.1,6.48,era_equals_er|era_equals_r|calc_mismatch:6.48
staging,_data\master_csv__rescrape_staging\pitching_1955_PL_from_master.csv,1955,PL,66,11213800,重村　武男,近鉄パールス,ERA,24.0,ER,8,R,8,IP,3.0,24.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1956_CL_from_master.csv,1956,CL,18,91993802,佐藤　敬典,阪神タイガース,ERA,36.0,ER,4,R,6,IP,0.2,54.0,calc_mismatch:54.0|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1956_CL_from_master.csv,1956,CL,21,61263802,西　五十六,阪神タイガース,ERA,5.0,ER,5,R,5,IP,8.2,5.19,era_equals_er|era_equals_r|calc_mismatch:5.19
staging,_data\master_csv__rescrape_staging\pitching_1956_CL_from_master.csv,1956,CL,30,91093809,栄屋　悦男,広島東洋カープ,ERA,9.0,ER,9,R,11,IP,8.2,9.35,era_equals_er|calc_mismatch:9.35
staging,_data\master_csv__rescrape_staging\pitching_1956_CL_from_master.csv,1956,CL,52,91193805,石川　克彦,中日ドラゴンズ,ERA,6.0,ER,6,R,6,IP,8.1,6.48,era_equals_er|era_equals_r|calc_mismatch:6.48
staging,_data\master_csv__rescrape_staging\pitching_1956_CL_from_master.csv,1956,CL,75,81283800,田頭　光男,大洋ホエールズ,ERA,36.0,ER,4,R,4,IP,1.0,36.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1956_PL_from_master.csv,1956,PL,31,71173807,赤松　瞭,大映スターズ,ERA,2.0,ER,2,R,3,IP,8.2,2.08,era_equals_er|calc_mismatch:2.08
staging,_data\master_csv__rescrape_staging\pitching_1956_PL_from_master.csv,1956,PL,32,91193807,秋山　武司,大映スターズ,ERA,27.0,ER,3,R,3,IP,0.2,40.5,calc_mismatch:40.5|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1956_PL_from_master.csv,1956,PL,72,11613800,辻中　貞年,近鉄パールス,ERA,6.0,ER,6,R,7,IP,8.2,6.23,era_equals_er|calc_mismatch:6.23
staging,_data\master_csv__rescrape_staging\pitching_1956_PL_from_master.csv,1956,PL,79,21123800,有吉　洋雅,西鉄ライオンズ,ERA,36.0,ER,4,R,4,IP,1.0,36.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1956_PL_from_master.csv,1956,PL,91,51453802,西原　恭治,西鉄ライオンズ,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1957_CL_from_master.csv,1957,CL,41,11713804,斎藤　良雄,国鉄スワローズ,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1957_PL_from_master.csv,1957,PL,63,81183803,大津　守,西鉄ライオンズ,ERA,45.0,ER,5,R,6,IP,1.0,45.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1958_CL_from_master.csv,1958,CL,27,41343806,菊地　武和,広島東洋カープ,ERA,27.0,ER,3,R,3,IP,0.1,81.0,calc_mismatch:81.0|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1960_CL_from_master.csv,1960,CL,26,71873802,前岡　勤也,阪神タイガース,ERA,6.0,ER,6,R,6,IP,8.2,6.23,era_equals_er|era_equals_r|calc_mismatch:6.23
staging,_data\master_csv__rescrape_staging\pitching_1960_CL_from_master.csv,1960,CL,60,31733804,坂口　俊一,中日ドラゴンズ,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1960_PL_from_master.csv,1960,PL,16,51353821,柿本　実,南海ホークス,ERA,36.0,ER,4,R,4,IP,1.0,36.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1960_PL_from_master.csv,1960,PL,76,81383821,久保　征弘,近鉄バファローズ,ERA,7.0,ER,7,R,7,IP,8.1,7.56,era_equals_er|era_equals_r|calc_mismatch:7.56
staging,_data\master_csv__rescrape_staging\pitching_1961_CL_from_master.csv,1961,CL,18,21123808,井　洋雄,広島東洋カープ,ERA,36.0,ER,4,R,4,IP,0.2,54.0,calc_mismatch:54.0|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1961_CL_from_master.csv,1961,CL,23,01303821,神垣　雅詔,広島東洋カープ,ERA,4.0,ER,4,R,8,IP,8.1,4.32,era_equals_er|calc_mismatch:4.32
staging,_data\master_csv__rescrape_staging\pitching_1961_PL_from_master.csv,1961,PL,70,51153823,阿部　雄厚,近鉄バファローズ,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1961_PL_from_master.csv,1961,PL,78,81283809,宅和　本司,近鉄バファローズ,ERA,6.0,ER,6,R,15,IP,8.1,6.48,era_equals_er|calc_mismatch:6.48
staging,_data\master_csv__rescrape_staging\pitching_1962_CL_from_master.csv,1962,CL,28,01603823,山本　兵吾,広島東洋カープ,ERA,1.0,ER,1,R,3,IP,8.1,1.08,era_equals_er|calc_mismatch:1.08
staging,_data\master_csv__rescrape_staging\pitching_1962_PL_from_master.csv,1962,PL,16,51053800,後藤　修,南海ホークス,ERA,7.0,ER,7,R,7,IP,8.2,7.27,era_equals_er|era_equals_r|calc_mismatch:7.27
staging,_data\master_csv__rescrape_staging\pitching_1962_PL_from_master.csv,1962,PL,84,43143801,武智　文雄,大阪近鉄バファローズ,ERA,3.0,ER,3,R,5,IP,8.1,3.24,era_equals_er|calc_mismatch:3.24
staging,_data\master_csv__rescrape_staging\pitching_1963_CL_from_master.csv,1963,CL,38,01003827,宮下　陽吾,国鉄スワローズ,ERA,27.0,ER,3,R,3,IP,0.2,40.5,calc_mismatch:40.5|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1963_PL_from_master.csv,1963,PL,63,51953827,永田　善一,毎日大映オリオンズ,ERA,4.0,ER,4,R,4,IP,8.1,4.32,era_equals_er|era_equals_r|calc_mismatch:4.32
staging,_data\master_csv__rescrape_staging\pitching_1964_CL_from_master.csv,1964,CL,22,51653825,西村　宏,広島東洋カープ,ERA,40.5,ER,3,R,3,IP,0.2,40.5,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1964_PL_from_master.csv,1964,PL,11,71473829,松本　照夫,阪急ブレーブス,ERA,2.0,ER,2,R,4,IP,8.2,2.08,era_equals_er|calc_mismatch:2.08
staging,_data\master_csv__rescrape_staging\pitching_1964_PL_from_master.csv,1964,PL,20,51253802,富島　五郎,南海ホークス,ERA,27.0,ER,1,R,1,IP,0.1,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1964_PL_from_master.csv,1964,PL,83,71673829,竜　隆行,東京オリオンズ,ERA,8.0,ER,8,R,8,IP,9.1,7.71,era_equals_er|era_equals_r|calc_mismatch:7.71
staging,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv,1965,CL,84,31233820,細田　正彦,サンケイスワローズ,ERA,1.0,ER,1,R,1,IP,8.2,1.04,era_equals_er|era_equals_r|calc_mismatch:1.04
staging,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv,1965,PL,10,51053829,戸田　善紀,阪急ブレーブス,ERA,36.0,ER,4,R,4,IP,1.0,36.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv,1965,PL,55,01303823,大崎　隆雄,大阪近鉄バファローズ,ERA,27.0,ER,3,R,4,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv,1965,PL,56,31533820,川内　八州男,大阪近鉄バファローズ,ERA,3.0,ER,3,R,5,IP,9.1,2.89,era_equals_er|calc_mismatch:2.89
staging,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv,1966,CL,64,31533822,椎木　孝彰,阪神タイガース,ERA,36.0,ER,4,R,4,IP,1.0,36.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1966_CL_from_master.csv,1966,CL,85,21623829,渡辺　一史,サンケイアトムズ,ERA,81.0,ER,3,R,4,IP,0.1,81.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1966_PL_from_master.csv,1966,PL,20,31033827,林　俊彦,南海ホークス,ERA,2.0,ER,2,R,2,IP,8.2,2.08,era_equals_er|era_equals_r|calc_mismatch:2.08
staging,_data\master_csv__rescrape_staging\pitching_1967_CL_from_master.csv,1967,CL,26,51253829,羽里　功,広島東洋カープ,ERA,21.0,ER,7,R,9,IP,3.1,18.9,calc_mismatch:18.9|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1967_PL_from_master.csv,1967,PL,10,31033820,野呂瀬　義昭,阪急ブレーブス,ERA,8.0,ER,8,R,10,IP,9.1,7.71,era_equals_er|calc_mismatch:7.71
staging,_data\master_csv__rescrape_staging\pitching_1967_PL_from_master.csv,1967,PL,22,31033827,林　俊彦,南海ホークス,ERA,6.0,ER,6,R,7,IP,9.1,5.79,era_equals_er|calc_mismatch:5.79
staging,_data\master_csv__rescrape_staging\pitching_1967_PL_from_master.csv,1967,PL,42,91793824,桜井　憲,東映フライヤーズ,ERA,27.0,ER,3,R,3,IP,1.1,20.25,calc_mismatch:20.25|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1968_CL_from_master.csv,1968,CL,72,01703826,高井　諭,サンケイアトムズ,ERA,108.0,ER,4,R,4,IP,0.1,108.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1968_CL_from_master.csv,1968,CL,73,91093826,松岡　弘,サンケイアトムズ,ERA,27.0,ER,6,R,6,IP,2.1,23.14,calc_mismatch:23.14|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1968_CL_from_master.csv,1968,CL,86,61963824,西本　明和,広島東洋カープ,ERA,3.0,ER,3,R,3,IP,8.2,3.12,era_equals_er|era_equals_r|calc_mismatch:3.12
staging,_data\master_csv__rescrape_staging\pitching_1968_PL_from_master.csv,1968,PL,47,61363826,川崎　義通,東映フライヤーズ,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1968_PL_from_master.csv,1968,PL,65,01703822,田端　謙二郎,大阪近鉄バファローズ,ERA,2.0,ER,2,R,4,IP,8.2,2.08,era_equals_er|calc_mismatch:2.08
staging,_data\master_csv__rescrape_staging\pitching_1968_PL_from_master.csv,1968,PL,79,81483825,西　三雄,東京オリオンズ,ERA,4.0,ER,4,R,11,IP,9.1,3.86,era_equals_er|calc_mismatch:3.86
staging,_data\master_csv__rescrape_staging\pitching_1968_PL_from_master.csv,1968,PL,80,51453823,牧　勝彦,東京オリオンズ,ERA,27.0,ER,3,R,4,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1969_CL_from_master.csv,1969,CL,25,41043822,松本　忍,中日ドラゴンズ,ERA,20.25,ER,9,R,9,IP,4.0,20.25,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1969_CL_from_master.csv,1969,CL,30,31133820,阿部　成行,大洋ホエールズ,ERA,45.0,ER,5,R,5,IP,1.1,33.75,calc_mismatch:33.75|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1969_CL_from_master.csv,1969,CL,37,71973825,佐々木　吉郎,大洋ホエールズ,ERA,5.0,ER,5,R,6,IP,8.2,5.19,era_equals_er|calc_mismatch:5.19
staging,_data\master_csv__rescrape_staging\pitching_1969_CL_from_master.csv,1969,CL,65,01103821,井上　善夫,広島東洋カープ,ERA,6.0,ER,6,R,6,IP,9.1,5.79,era_equals_er|era_equals_r|calc_mismatch:5.79
staging,_data\master_csv__rescrape_staging\pitching_1969_CL_from_master.csv,1969,CL,72,41043829,西川　克弘,広島東洋カープ,ERA,13.0,ER,13,R,14,IP,8.2,13.5,era_equals_er|calc_mismatch:13.5
staging,_data\master_csv__rescrape_staging\pitching_1970_CL_from_master.csv,1970,CL,6,81583822,菅原　勝矢,読売ジャイアンツ,ERA,3.0,ER,3,R,5,IP,8.2,3.12,era_equals_er|calc_mismatch:3.12
staging,_data\master_csv__rescrape_staging\pitching_1970_CL_from_master.csv,1970,CL,50,61963822,久野　剛司,阪神タイガース,ERA,10.0,ER,10,R,10,IP,8.2,10.38,era_equals_er|era_equals_r|calc_mismatch:10.38
staging,_data\master_csv__rescrape_staging\pitching_1970_CL_from_master.csv,1970,CL,75,11013808,巽　一,東京ヤクルトスワローズ,ERA,1.0,ER,1,R,1,IP,9.1,0.96,era_equals_er|era_equals_r|calc_mismatch:0.96
staging,_data\master_csv__rescrape_staging\pitching_1970_PL_from_master.csv,1970,PL,5,41343808,大石　清,阪急ブレーブス,ERA,8.0,ER,8,R,8,IP,8.2,8.31,era_equals_er|era_equals_r|calc_mismatch:8.31
staging,_data\master_csv__rescrape_staging\pitching_1970_PL_from_master.csv,1970,PL,10,61063841,橋本　勉,阪急ブレーブス,ERA,27.0,ER,1,R,1,IP,0.1,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1970_PL_from_master.csv,1970,PL,36,31533824,岡村　佳典,西鉄ライオンズ,ERA,135.0,ER,5,R,5,IP,0.1,135.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1970_PL_from_master.csv,1970,PL,42,61963822,久野　剛司,西鉄ライオンズ,ERA,10.0,ER,10,R,10,IP,8.2,10.38,era_equals_er|era_equals_r|calc_mismatch:10.38
staging,_data\master_csv__rescrape_staging\pitching_1971_CL_from_master.csv,1971,CL,16,51353828,大隅　正人,中日ドラゴンズ,ERA,54.0,ER,2,R,2,IP,0.1,54.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1971_CL_from_master.csv,1971,CL,51,91093824,平山　英雄,阪神タイガース,ERA,5.0,ER,5,R,5,IP,8.2,5.19,era_equals_er|era_equals_r|calc_mismatch:5.19
staging,_data\master_csv__rescrape_staging\pitching_1971_PL_from_master.csv,1971,PL,4,51353843,今井　雄太郎,阪急ブレーブス,ERA,67.5,ER,5,R,5,IP,0.2,67.5,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1971_PL_from_master.csv,1971,PL,31,31333841,内田　照文,西鉄ライオンズ,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1972_CL_from_master.csv,1972,CL,23,41043828,水谷　則博,中日ドラゴンズ,ERA,54.0,ER,2,R,2,IP,0.1,54.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1972_CL_from_master.csv,1972,CL,64,31333841,内田　照文,広島東洋カープ,ERA,40.5,ER,3,R,3,IP,0.2,40.5,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1972_PL_from_master.csv,1972,PL,22,01703845,Ｗ．スミス,南海ホークス,ERA,81.0,ER,3,R,3,IP,0.1,81.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1972_PL_from_master.csv,1972,PL,48,31933843,杉田　久雄,東映フライヤーズ,ERA,40.5,ER,9,R,9,IP,2.0,40.5,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1973_CL_from_master.csv,1973,CL,62,91193843,有田　哲三,広島東洋カープ,ERA,5.0,ER,5,R,5,IP,9.1,4.82,era_equals_er|era_equals_r|calc_mismatch:4.82
staging,_data\master_csv__rescrape_staging\pitching_1973_CL_from_master.csv,1973,CL,78,11313829,石岡　康三,東京ヤクルトスワローズ,ERA,6.0,ER,6,R,7,IP,8.2,6.23,era_equals_er|calc_mismatch:6.23
staging,_data\master_csv__rescrape_staging\pitching_1973_PL_from_master.csv,1973,PL,28,11513824,大場　隆広,大阪近鉄バファローズ,ERA,10.0,ER,10,R,13,IP,8.2,10.38,era_equals_er|calc_mismatch:10.38
staging,_data\master_csv__rescrape_staging\pitching_1973_PL_from_master.csv,1973,PL,53,11413841,前田　康介,千葉ロッテマリーンズ,ERA,81.0,ER,3,R,3,IP,0.1,81.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1974_CL_from_master.csv,1974,CL,22,21923849,藤沢　哲也,中日ドラゴンズ,ERA,40.5,ER,3,R,3,IP,0.2,40.5,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1974_CL_from_master.csv,1974,CL,38,81783824,高垣　義広,大洋ホエールズ,ERA,7.0,ER,7,R,9,IP,8.2,7.27,era_equals_er|calc_mismatch:7.27
staging,_data\master_csv__rescrape_staging\pitching_1974_PL_from_master.csv,1974,PL,67,11413841,前田　康介,埼玉西武ライオンズ,ERA,22.5,ER,5,R,5,IP,2.0,22.5,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1974_PL_from_master.csv,1974,PL,75,51753841,小坂　敏彦,北海道日本ハムファイターズ,ERA,27.0,ER,6,R,6,IP,2.1,23.14,calc_mismatch:23.14|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1974_PL_from_master.csv,1974,PL,88,11413820,山崎　武昭,北海道日本ハムファイターズ,ERA,10.0,ER,10,R,10,IP,9.1,9.64,era_equals_er|era_equals_r|calc_mismatch:9.64
staging,_data\master_csv__rescrape_staging\pitching_1976_CL_from_master.csv,1976,CL,11,91793842,西本　聖,読売ジャイアンツ,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1976_PL_from_master.csv,1976,PL,32,31733842,谷　宏明,大阪近鉄バファローズ,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1977_CL_from_master.csv,1977,CL,53,71173841,新井　良夫,阪神タイガース,ERA,27.0,ER,3,R,3,IP,1.1,20.25,calc_mismatch:20.25|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1977_CL_from_master.csv,1977,CL,68,91193844,大野　豊,広島東洋カープ,ERA,135.0,ER,5,R,5,IP,0.1,135.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1977_PL_from_master.csv,1977,PL,5,51353828,大隅　正人,阪急ブレーブス,ERA,27.0,ER,6,R,7,IP,2.1,23.14,calc_mismatch:23.14|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1977_PL_from_master.csv,1977,PL,23,11013842,村上　悦雄,南海ホークス,ERA,22.5,ER,5,R,5,IP,2.0,22.5,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1978_CL_from_master.csv,1978,CL,35,41343846,工藤　一彦,阪神タイガース,ERA,67.5,ER,5,R,5,IP,0.2,67.5,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1978_CL_from_master.csv,1978,CL,57,51053844,山根　和夫,広島東洋カープ,ERA,27.0,ER,1,R,1,IP,0.1,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1978_PL_from_master.csv,1978,PL,14,01303824,上田　卓三,南海ホークス,ERA,5.0,ER,5,R,5,IP,8.2,5.19,era_equals_er|era_equals_r|calc_mismatch:5.19
staging,_data\master_csv__rescrape_staging\pitching_1978_PL_from_master.csv,1978,PL,63,61063845,保坂　英二,北海道日本ハムファイターズ,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1979_CL_from_master.csv,1979,CL,18,71773843,佐藤　政夫,中日ドラゴンズ,ERA,49.5,ER,11,R,11,IP,2.0,49.5,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1979_CL_from_master.csv,1979,CL,52,11713844,土居　正史,広島東洋カープ,ERA,27.0,ER,6,R,6,IP,2.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1979_PL_from_master.csv,1979,PL,34,31733848,登記　欣也,大阪近鉄バファローズ,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1980_CL_from_master.csv,1980,CL,40,81983841,中山　孝一,阪神タイガース,ERA,54.0,ER,4,R,4,IP,0.2,54.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1980_CL_from_master.csv,1980,CL,76,21023861,南　秀憲,東京ヤクルトスワローズ,ERA,31.5,ER,7,R,7,IP,2.0,31.5,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1980_PL_from_master.csv,1980,PL,15,21023849,山下　浩二,阪急ブレーブス,ERA,36.0,ER,8,R,8,IP,2.1,30.86,calc_mismatch:30.86|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1980_PL_from_master.csv,1980,PL,39,81383842,佐藤　文男,大阪近鉄バファローズ,ERA,45.0,ER,5,R,5,IP,1.0,45.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1980_PL_from_master.csv,1980,PL,59,01203861,若林　仁,千葉ロッテマリーンズ,ERA,81.0,ER,3,R,3,IP,0.1,81.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1980_PL_from_master.csv,1980,PL,68,11913861,高橋　正巳,北海道日本ハムファイターズ,ERA,27.0,ER,2,R,3,IP,0.2,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1981_CL_from_master.csv,1981,CL,43,51153829,安仁屋　宗八,広島東洋カープ,ERA,36.0,ER,4,R,4,IP,1.0,36.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1981_CL_from_master.csv,1981,CL,64,61363846,黒坂　幸夫,東京ヤクルトスワローズ,ERA,10.0,ER,10,R,10,IP,8.2,10.38,era_equals_er|era_equals_r|calc_mismatch:10.38
staging,_data\master_csv__rescrape_staging\pitching_1981_PL_from_master.csv,1981,PL,68,31333842,川原　昭二,北海道日本ハムファイターズ,ERA,54.0,ER,4,R,4,IP,0.2,54.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1982_CL_from_master.csv,1982,CL,69,41343844,酒井　圭一,東京ヤクルトスワローズ,ERA,7.0,ER,7,R,7,IP,9.1,6.75,era_equals_er|era_equals_r|calc_mismatch:6.75
staging,_data\master_csv__rescrape_staging\pitching_1982_PL_from_master.csv,1982,PL,72,41943820,成田　文男,北海道日本ハムファイターズ,ERA,36.0,ER,8,R,8,IP,2.1,30.86,calc_mismatch:30.86|era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1983_CL_from_master.csv,1983,CL,37,01503848,鈴木　弘規,阪神タイガース,ERA,45.0,ER,5,R,5,IP,1.0,45.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1983_CL_from_master.csv,1983,CL,46,41443867,山田　和英,阪神タイガース,ERA,36.0,ER,4,R,4,IP,1.0,36.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1983_PL_from_master.csv,1983,PL,33,11313863,石本　貴昭,大阪近鉄バファローズ,ERA,108.0,ER,4,R,5,IP,0.1,108.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1984_CL_from_master.csv,1984,CL,10,11713844,土居　正史,読売ジャイアンツ,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1984_PL_from_master.csv,1984,PL,4,21323861,金本　誠吉,阪急ブレーブス,ERA,27.0,ER,4,R,4,IP,1.1,27.0,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1984_PL_from_master.csv,1984,PL,36,61363867,加藤　哲郎,大阪近鉄バファローズ,ERA,40.5,ER,6,R,6,IP,1.1,40.5,era_too_high
staging,_data\master_csv__rescrape_staging\pitching_1984_PL_from_master.csv,1984,PL,57,11713844,土居　正史,千葉ロッテマリーンズ,ERA,27.0,ER,3,R,3,IP,1.0,27.0,era_too_high
