target,csv_col,csv_raw,csv_norm,matched_html_header,matched_html_index,matched_html_value,year,player_id,player_name,html_header,html_row,csv_file,line
CSV_IP,IP,85.0,85,投球回,13,85,1950,41743801,大友　工,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|15|4|4||||5|0|0|.500|356|85|85||71|3|39|0|44|1|0|41|35|3.71,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_IP,IP,85.0,85,安打,14,85,1950,41743801,大友　工,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|15|4|4||||5|0|0|.500|356|85|85||71|3|39|0|44|1|0|41|35|3.71,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_ER,ER,0,0,完封勝,9,0,1950,41743801,大友　工,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|15|4|4||||5|0|0|.500|356|85|85||71|3|39|0|44|1|0|41|35|3.71,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_ER,ER,0,0,無四球,10,0,1950,41743801,大友　工,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|15|4|4||||5|0|0|.500|356|85|85||71|3|39|0|44|1|0|41|35|3.71,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_ER,ER,0,0,暴投,19,0,1950,41743801,大友　工,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|15|4|4||||5|0|0|.500|356|85|85||71|3|39|0|44|1|0|41|35|3.71,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_ER,ER,0,0,自責点,22,0,1950,41743801,大友　工,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|15|4|4||||5|0|0|.500|356|85|85||71|3|39|0|44|1|0|41|35|3.71,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_ER,ER,0,0,index_7,7,0,1950,41743801,大友　工,,1950|読　売|17|32|31|2|4|0|0|0|4|1|0|0|0||1|0|14|0|.129|.129|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_ER,ER,0,0,index_8,8,0,1950,41743801,大友　工,,1950|読　売|17|32|31|2|4|0|0|0|4|1|0|0|0||1|0|14|0|.129|.129|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_ER,ER,0,0,index_9,9,0,1950,41743801,大友　工,,1950|読　売|17|32|31|2|4|0|0|0|4|1|0|0|0||1|0|14|0|.129|.129|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_ER,ER,0,0,index_12,12,0,1950,41743801,大友　工,,1950|読　売|17|32|31|2|4|0|0|0|4|1|0|0|0||1|0|14|0|.129|.129|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_ER,ER,0,0,index_13,13,0,1950,41743801,大友　工,,1950|読　売|17|32|31|2|4|0|0|0|4|1|0|0|0||1|0|14|0|.129|.129|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_ER,ER,0,0,index_14,14,0,1950,41743801,大友　工,,1950|読　売|17|32|31|2|4|0|0|0|4|1|0|0|0||1|0|14|0|.129|.129|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_ER,ER,0,0,index_17,17,0,1950,41743801,大友　工,,1950|読　売|17|32|31|2|4|0|0|0|4|1|0|0|0||1|0|14|0|.129|.129|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_ER,ER,0,0,index_19,19,0,1950,41743801,大友　工,,1950|読　売|17|32|31|2|4|0|0|0|4|1|0|0|0||1|0|14|0|.129|.129|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_ERA,ERA,41.0,41,防御率,23,41,1950,41743801,大友　工,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|15|4|4||||5|0|0|.500|356|85|85||71|3|39|0|44|1|0|41|35|3.71,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,2
CSV_IP,IP,244.0,244,投球回,13,244,1950,71373893,多田　文久三,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|40|14|9||||13|2|1|.609|1009|244|244||215|12|89|5|138|2|0|103|79|2.91,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,3
CSV_IP,IP,244.0,244,安打,14,244,1950,71373893,多田　文久三,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|40|14|9||||13|2|1|.609|1009|244|244||215|12|89|5|138|2|0|103|79|2.91,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,3
CSV_ER,ER,0,0,自責点,22,0,1950,71373893,多田　文久三,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|40|14|9||||13|2|1|.609|1009|244|244||215|12|89|5|138|2|0|103|79|2.91,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,3
CSV_ER,ER,0,0,index_12,12,0,1950,71373893,多田　文久三,,1950|読　売|42|106|92|16|20|3|1|3|34|17|0|0|1||13|0|19|1|.217|.370|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,3
CSV_ER,ER,0,0,index_13,13,0,1950,71373893,多田　文久三,,1950|読　売|42|106|92|16|20|3|1|3|34|17|0|0|1||13|0|19|1|.217|.370|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,3
CSV_ER,ER,0,0,index_17,17,0,1950,71373893,多田　文久三,,1950|読　売|42|106|92|16|20|3|1|3|34|17|0|0|1||13|0|19|1|.217|.370|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,3
CSV_ERA,ERA,103.0,103,防御率,23,103,1950,71373893,多田　文久三,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|40|14|9||||13|2|1|.609|1009|244|244||215|12|89|5|138|2|0|103|79|2.91,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,3
CSV_ER,ER,0,0,自責点,22,0,1950,01703878,中尾　碩志,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|38|12|11||||8|2|1|.522|838|194 .1|194|.1|193|26|76|1|112|3|0|105|84|3.88,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,4
CSV_ER,ER,0,0,index_8,8,0,1950,01703878,中尾　碩志,,1950|読　売|38|79|72|3|10|2|0|0|12|4|1|0|2||5|0|14|2|.139|.167|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,4
CSV_ER,ER,0,0,index_9,9,0,1950,01703878,中尾　碩志,,1950|読　売|38|79|72|3|10|2|0|0|12|4|1|0|2||5|0|14|2|.139|.167|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,4
CSV_ER,ER,0,0,index_13,13,0,1950,01703878,中尾　碩志,,1950|読　売|38|79|72|3|10|2|0|0|12|4|1|0|2||5|0|14|2|.139|.167|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,4
CSV_ER,ER,0,0,index_17,17,0,1950,01703878,中尾　碩志,,1950|読　売|38|79|72|3|10|2|0|0|12|4|1|0|2||5|0|14|2|.139|.167|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,4
CSV_ERA,ERA,105.0,105,防御率,23,105,1950,01703878,中尾　碩志,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|38|12|11||||8|2|1|.522|838|194 .1|194|.1|193|26|76|1|112|3|0|105|84|3.88,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,4
CSV_ER,ER,0,0,自責点,22,0,1950,81783895,藤本　英雄,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|49|26|14||||33|6|8|.650|1442|360 .1|360|.1|307|25|70|2|156|1|0|117|98|2.44,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,5
CSV_ER,ER,0,0,index_14,14,0,1950,81783895,藤本　英雄,,1950|読　売|88|194|172|19|49|4|1|7|76|24|2|2|0||22|0|13|7|.285|.442|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,5
CSV_ER,ER,0,0,index_17,17,0,1950,81783895,藤本　英雄,,1950|読　売|88|194|172|19|49|4|1|7|76|24|2|2|0||22|0|13|7|.285|.442|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,5
CSV_ERA,ERA,117.0,117,防御率,23,117,1950,81783895,藤本　英雄,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|49|26|14||||33|6|8|.650|1442|360 .1|360|.1|307|25|70|2|156|1|0|117|98|2.44,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,5
CSV_IP,IP,314.0,314,投球回,13,314,1950,31933895,別所　毅彦,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|43|22|11||||27|8|0|.667|1287|314|314||273|24|93|4|157|1|1|114|89|2.55,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,6
CSV_IP,IP,314.0,314,安打,14,314,1950,31933895,別所　毅彦,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|43|22|11||||27|8|0|.667|1287|314|314||273|24|93|4|157|1|1|114|89|2.55,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,6
CSV_ER,ER,1,1,失点,21,1,1950,31933895,別所　毅彦,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|43|22|11||||27|8|0|.667|1287|314|314||273|24|93|4|157|1|1|114|89|2.55,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,6
CSV_ER,ER,1,1,自責点,22,1,1950,31933895,別所　毅彦,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|43|22|11||||27|8|0|.667|1287|314|314||273|24|93|4|157|1|1|114|89|2.55,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,6
CSV_ER,ER,1,1,index_13,13,1,1950,31933895,別所　毅彦,,1950|読　売|67|161|151|25|52|12|2|4|80|28|0|1|0||10|0|6|3|.344|.530|,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,6
CSV_ERA,ERA,114.0,114,防御率,23,114,1950,31933895,別所　毅彦,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|読　売|43|22|11||||27|8|0|.667|1287|314|314||273|24|93|4|157|1|1|114|89|2.55,_data\master_csv__rescrape_staging\pitching_1950_CL_from_master.csv,6
CSV_IP,IP,278.0,278,投球回,13,278,1950,31133898,阿部　八郎,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|53|14|18||||14|4|0|.438|1180|278|278||251|16|104|1|156|2|2|134|109|3.53,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,2
CSV_IP,IP,278.0,278,安打,14,278,1950,31133898,阿部　八郎,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|53|14|18||||14|4|0|.438|1180|278|278||251|16|104|1|156|2|2|134|109|3.53,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,2
CSV_ER,ER,2,2,失点,21,2,1950,31133898,阿部　八郎,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|53|14|18||||14|4|0|.438|1180|278|278||251|16|104|1|156|2|2|134|109|3.53,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,2
CSV_ER,ER,2,2,自責点,22,2,1950,31133898,阿部　八郎,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|53|14|18||||14|4|0|.438|1180|278|278||251|16|104|1|156|2|2|134|109|3.53,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,2
CSV_ERA,ERA,134.0,134,防御率,23,134,1950,31133898,阿部　八郎,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|53|14|18||||14|4|0|.438|1180|278|278||251|16|104|1|156|2|2|134|109|3.53,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,2
CSV_ER,ER,0,0,完封勝,9,0,1950,01603801,柴田　英治,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|14|4|3||||3|0|2|.571|311|75 .2|75|.2|72|7|9|1|32|0|0|29|22|2.61,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,4
CSV_ER,ER,0,0,失点,21,0,1950,01603801,柴田　英治,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|14|4|3||||3|0|2|.571|311|75 .2|75|.2|72|7|9|1|32|0|0|29|22|2.61,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,4
CSV_ER,ER,0,0,自責点,22,0,1950,01603801,柴田　英治,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|14|4|3||||3|0|2|.571|311|75 .2|75|.2|72|7|9|1|32|0|0|29|22|2.61,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,4
CSV_ER,ER,0,0,index_7,7,0,1950,01603801,柴田　英治,,1950|阪　急|14|28|28|1|5|0|0|0|5|1|0|0|0||0|0|10|3|.179|.179|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,4
CSV_ER,ER,0,0,index_8,8,0,1950,01603801,柴田　英治,,1950|阪　急|14|28|28|1|5|0|0|0|5|1|0|0|0||0|0|10|3|.179|.179|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,4
CSV_ER,ER,0,0,index_9,9,0,1950,01603801,柴田　英治,,1950|阪　急|14|28|28|1|5|0|0|0|5|1|0|0|0||0|0|10|3|.179|.179|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,4
CSV_ER,ER,0,0,index_12,12,0,1950,01603801,柴田　英治,,1950|阪　急|14|28|28|1|5|0|0|0|5|1|0|0|0||0|0|10|3|.179|.179|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,4
CSV_ER,ER,0,0,index_13,13,0,1950,01603801,柴田　英治,,1950|阪　急|14|28|28|1|5|0|0|0|5|1|0|0|0||0|0|10|3|.179|.179|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,4
CSV_ER,ER,0,0,index_14,14,0,1950,01603801,柴田　英治,,1950|阪　急|14|28|28|1|5|0|0|0|5|1|0|0|0||0|0|10|3|.179|.179|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,4
CSV_ER,ER,0,0,index_16,16,0,1950,01603801,柴田　英治,,1950|阪　急|14|28|28|1|5|0|0|0|5|1|0|0|0||0|0|10|3|.179|.179|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,4
CSV_ER,ER,0,0,index_17,17,0,1950,01603801,柴田　英治,,1950|阪　急|14|28|28|1|5|0|0|0|5|1|0|0|0||0|0|10|3|.179|.179|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,4
CSV_ERA,ERA,29.0,29,防御率,23,29,1950,01603801,柴田　英治,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|14|4|3||||3|0|2|.571|311|75 .2|75|.2|72|7|9|1|32|0|0|29|22|2.61,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,4
CSV_IP,IP,328.0,328,投球回,13,328,1950,61563895,天保　義夫,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|57|18|24||||21|0|3|.429|1380|328|328||322|20|102|0|141|6|0|164|134|3.68,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,5
CSV_IP,IP,328.0,328,安打,14,328,1950,61563895,天保　義夫,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|57|18|24||||21|0|3|.429|1380|328|328||322|20|102|0|141|6|0|164|134|3.68,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,5
CSV_ER,ER,0,0,完封勝,9,0,1950,61563895,天保　義夫,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|57|18|24||||21|0|3|.429|1380|328|328||322|20|102|0|141|6|0|164|134|3.68,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,5
CSV_ER,ER,0,0,暴投,19,0,1950,61563895,天保　義夫,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|57|18|24||||21|0|3|.429|1380|328|328||322|20|102|0|141|6|0|164|134|3.68,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,5
CSV_ER,ER,0,0,自責点,22,0,1950,61563895,天保　義夫,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|57|18|24||||21|0|3|.429|1380|328|328||322|20|102|0|141|6|0|164|134|3.68,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,5
CSV_ER,ER,0,0,index_14,14,0,1950,61563895,天保　義夫,,1950|阪　急|57|139|128|11|27|3|2|1|37|13|3|1|0||9|2|16|2|.211|.289|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,5
CSV_ERA,ERA,164.0,164,防御率,23,164,1950,61563895,天保　義夫,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|57|18|24||||21|0|3|.429|1380|328|328||322|20|102|0|141|6|0|164|134|3.68,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,5
CSV_ER,ER,0,0,失点,21,0,1950,81783878,野口　二郎,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|35|15|9||||10|2|7|.625|750|181 .2|181|.2|190|20|14|1|61|0|0|85|64|3.16,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,6
CSV_ER,ER,0,0,自責点,22,0,1950,81783878,野口　二郎,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|35|15|9||||10|2|7|.625|750|181 .2|181|.2|190|20|14|1|61|0|0|85|64|3.16,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,6
CSV_ER,ER,0,0,index_17,17,0,1950,81783878,野口　二郎,,1950|阪　急|107|342|332|28|86|16|1|3|113|41|8|3|1||9|0|11|11|.259|.340|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,6
CSV_ERA,ERA,85.0,85,防御率,23,85,1950,81783878,野口　二郎,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|35|15|9||||10|2|7|.625|750|181 .2|181|.2|190|20|14|1|61|0|0|85|64|3.16,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,6
CSV_IP,IP,28.0,28,投球回,13,28,1950,31533894,浜崎　真二,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|9|1|2||||0|0|0|.333|129|28|28||34|3|19|0|12|2|0|25|22|7.07,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,7
CSV_IP,IP,28.0,28,安打,14,28,1950,31533894,浜崎　真二,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|9|1|2||||0|0|0|.333|129|28|28||34|3|19|0|12|2|0|25|22|7.07,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,7
CSV_ER,ER,0,0,完投,8,0,1950,31533894,浜崎　真二,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|9|1|2||||0|0|0|.333|129|28|28||34|3|19|0|12|2|0|25|22|7.07,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,7
CSV_ER,ER,0,0,完封勝,9,0,1950,31533894,浜崎　真二,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|9|1|2||||0|0|0|.333|129|28|28||34|3|19|0|12|2|0|25|22|7.07,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,7
CSV_ER,ER,0,0,無四球,10,0,1950,31533894,浜崎　真二,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|9|1|2||||0|0|0|.333|129|28|28||34|3|19|0|12|2|0|25|22|7.07,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,7
CSV_ER,ER,0,0,暴投,19,0,1950,31533894,浜崎　真二,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|9|1|2||||0|0|0|.333|129|28|28||34|3|19|0|12|2|0|25|22|7.07,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,7
CSV_ER,ER,0,0,自責点,22,0,1950,31533894,浜崎　真二,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1950|阪　急|9|1|2||||0|0|0|.333|129|28|28||34|3|19|0|12|2|0|25|22|7.07,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,7
CSV_ER,ER,0,0,index_7,7,0,1950,31533894,浜崎　真二,,1950|阪　急|11|12|12|1|3|0|1|0|5|1|0|0|0||0|0|1|0|.250|.417|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,7
CSV_ER,ER,0,0,index_9,9,0,1950,31533894,浜崎　真二,,1950|阪　急|11|12|12|1|3|0|1|0|5|1|0|0|0||0|0|1|0|.250|.417|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,7
CSV_ER,ER,0,0,index_12,12,0,1950,31533894,浜崎　真二,,1950|阪　急|11|12|12|1|3|0|1|0|5|1|0|0|0||0|0|1|0|.250|.417|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,7
CSV_ER,ER,0,0,index_13,13,0,1950,31533894,浜崎　真二,,1950|阪　急|11|12|12|1|3|0|1|0|5|1|0|0|0||0|0|1|0|.250|.417|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,7
CSV_ER,ER,0,0,index_14,14,0,1950,31533894,浜崎　真二,,1950|阪　急|11|12|12|1|3|0|1|0|5|1|0|0|0||0|0|1|0|.250|.417|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,7
CSV_ER,ER,0,0,index_16,16,0,1950,31533894,浜崎　真二,,1950|阪　急|11|12|12|1|3|0|1|0|5|1|0|0|0||0|0|1|0|.250|.417|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,7
CSV_ER,ER,0,0,index_17,17,0,1950,31533894,浜崎　真二,,1950|阪　急|11|12|12|1|3|0|1|0|5|1|0|0|0||0|0|1|0|.250|.417|,_data\master_csv__rescrape_staging\pitching_1950_PL_from_master.csv,7
