year,player_id,player_name,csv_IP,html_投球回,ip_match,csv_ER,html_自責点,er_match,csv_ERA,html_防御率,era_match,table_idx,html_headers,html_row,csv_file,line
1951,41743801,大友　工,137.2,137 .2,False,3,3,True,44.0,44,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1951|読　売|29|11|4||||3|0|0|.733|556|137 .2|137|.2|114|11|43|3|51|1|3|44|37|2.41,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv,2
1951,01703878,中尾　碩志,130.1,130 .1,False,2,2,True,56.0,56,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1951|読　売|29|9|6||||4|0|1|.600|541|130 .1|130|.1|124|8|37|0|60|0|2|56|44|3.02,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv,5
1951,81783895,藤本　英雄,206.1,206 .1,False,1,1,True,89.0,89,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1951|読　売|31|15|7||||16|3|3|.682|822|206 .1|206|.1|189|7|41|3|88|1|1|89|72|3.13,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv,6
1951,31933895,別所　毅彦,301.1,301 .1,False,0,0,True,112.0,112,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1951|読　売|47|21|9||||25|4|4|.700|1222|301 .1|301|.1|252|15|88|1|131|3|0|112|82|2.44,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv,7
1951,03203801,松田　清,227.2,227 .2,False,2,2,True,61.0,61,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1951|読　売|34|23|3||||15|4|0|.885|896|227 .2|227|.2|186|5|64|5|93|3|2|61|51|2.01,_data\master_csv__rescrape_staging\pitching_1951_CL_from_master.csv,8
1951,31133898,阿部　八郎,254.2,254 .2,False,0,0,True,102.0,102,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1951|阪　急|40|12|14||||14|2|0|.462|1098|254 .2|254|.2|232|12|100|1|150|2|0|102|79|2.79,_data\master_csv__rescrape_staging\pitching_1951_PL_from_master.csv,2
1951,21023801,川口　敬次郎,36.1,36 .1,False,0,0,True,26.0,26,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1951|阪　急|13|0|0||||0|0|0|.000|176|36 .1|36|.1|45|4|13|3|9|0|0|26|15|3.65,_data\master_csv__rescrape_staging\pitching_1951_PL_from_master.csv,3
1951,01603801,柴田　英治,175.2,175 .2,False,1,1,True,76.0,76,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1951|阪　急|33|6|13||||5|1|1|.316|734|175 .2|175|.2|184|9|30|6|55|0|1|76|66|3.38,_data\master_csv__rescrape_staging\pitching_1951_PL_from_master.csv,4
1951,21523803,鈴木　幸雄,65.0,65,True,1,1,True,31.0,31,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1951|阪　急|19|4|3||||2|1|1|.571|270|65|65||62|3|16|5|23|0|1|31|27|3.74,_data\master_csv__rescrape_staging\pitching_1951_PL_from_master.csv,5
1951,61563895,天保　義夫,157.1,157 .1,False,1,1,True,67.0,67,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1951|阪　急|29|9|10||||9|1|4|.474|665|157 .1|157|.1|156|9|48|1|44|1|1|67|51|2.91,_data\master_csv__rescrape_staging\pitching_1951_PL_from_master.csv,6
1952,41743801,大友　工,207.1,207 .1,False,1,1,True,78.0,78,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1952|読　売|40|17|8||||9|4|2|.680|827|207 .1|207|.1|158|10|51|4|120|2|1|78|52|2.25,_data\master_csv__rescrape_staging\pitching_1952_CL_from_master.csv,3
1952,01703878,中尾　碩志,42.1,42 .1,False,1,1,True,26.0,26,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1952|読　売|14|1|2||||1|0|0|.333|193|42 .1|42|.1|42|1|27|2|23|0|1|26|19|3.98,_data\master_csv__rescrape_staging\pitching_1952_CL_from_master.csv,4
1952,91293805,西田　亨,75.1,75 .1,False,0,0,True,42.0,42,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1952|読　売|21|3|1||||2|0|1|.750|312|75 .1|75|.1|69|6|25|3|30|1|0|42|27|3.20,_data\master_csv__rescrape_staging\pitching_1952_CL_from_master.csv,5
1952,81783895,藤本　英雄,213.2,213 .2,False,0,0,True,68.0,68,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1952|読　売|34|16|6||||14|5|3|.727|830|213 .2|213|.2|169|11|38|2|89|0|0|68|56|2.36,_data\master_csv__rescrape_staging\pitching_1952_CL_from_master.csv,6
1952,31933895,別所　毅彦,371.1,371 .1,False,1,1,True,107.0,107,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1952|読　売|52|33|13||||28|7|6|.717|1473|371 .1|371|.1|299|13|93|6|153|5|1|107|80|1.94,_data\master_csv__rescrape_staging\pitching_1952_CL_from_master.csv,7
1952,01103894,池田　善蔵,99.1,99 .1,False,1,1,True,53.0,53,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1952|阪　急|25|5|6||||1|1|0|.455|434|99 .1|99|.1|94|5|51|1|39|5|1|53|47|4.23,_data\master_csv__rescrape_staging\pitching_1952_PL_from_master.csv,2
1952,01603801,柴田　英治,155.2,155 .2,False,0,0,True,69.0,69,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1952|阪　急|28|10|11||||8|4|3|.476|632|155 .2|155|.2|149|7|24|0|56|0|0|69|55|3.17,_data\master_csv__rescrape_staging\pitching_1952_PL_from_master.csv,6
1952,21523803,鈴木　幸雄,156.2,156 .2,False,0,0,True,68.0,68,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1952|阪　急|28|8|8||||6|0|2|.500|647|156 .2|156|.2|138|13|41|3|91|0|0|68|62|3.55,_data\master_csv__rescrape_staging\pitching_1952_PL_from_master.csv,7
1952,61563895,天保　義夫,106.1,106 .1,False,0,0,True,57.0,57,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1952|阪　急|23|4|12||||7|0|1|.250|454|106 .1|106|.1|112|6|28|3|30|1|0|57|45|3.79,_data\master_csv__rescrape_staging\pitching_1952_PL_from_master.csv,10
1952,51253805,Ｊ．ニューベリー,206.1,206 .1,False,6,6,True,84.0,84,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1952|阪　急|36|11|10||||10|1|2|.524|830|206 .1|206|.1|183|7|65|2|100|1|6|84|74|3.22,_data\master_csv__rescrape_staging\pitching_1952_PL_from_master.csv,11
1953,41143805,入谷　正典,174.1,174 .1,False,1,1,True,61.0,61,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1953|読　売|29|11|7||||10|2|0|.611|716|174 .1|174|.1|159|14|44|1|63|0|1|61|46|2.37,_data\master_csv__rescrape_staging\pitching_1953_CL_from_master.csv,2
1953,41743801,大友　工,281.1,281 .1,False,1,1,True,65.0,65,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1953|読　売|43|27|6||||22|3|4|.818|1076|281 .1|281|.1|199|13|63|1|173|1|1|65|58|1.85,_data\master_csv__rescrape_staging\pitching_1953_CL_from_master.csv,4
1953,01703878,中尾　碩志,181.2,181 .2,False,0,0,True,76.0,76,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1953|読　売|34|14|8||||6|2|0|.636|734|181 .2|181|.2|157|5|40|2|68|0|0|76|55|2.72,_data\master_csv__rescrape_staging\pitching_1953_CL_from_master.csv,8
1953,81783895,藤本　英雄,198.2,198 .2,False,0,0,True,60.0,60,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1953|読　売|29|17|6||||13|3|7|.739|777|198 .2|198|.2|166|9|30|1|73|0|0|60|46|2.08,_data\master_csv__rescrape_staging\pitching_1953_CL_from_master.csv,9
1953,31933895,別所　毅彦,191.1,191 .1,False,0,0,True,70.0,70,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1953|読　売|32|16|8||||16|4|1|.667|781|191 .1|191|.1|179|10|43|5|75|3|0|70|56|2.63,_data\master_csv__rescrape_staging\pitching_1953_CL_from_master.csv,10
1953,31133898,阿部　八郎,148.1,148 .1,False,0,0,True,38.0,38,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1953|阪　急|23|11|4||||8|2|0|.733|594|148 .1|148|.1|121|6|41|2|90|3|0|38|31|1.87,_data\master_csv__rescrape_staging\pitching_1953_PL_from_master.csv,2
1953,01103894,池田　善蔵,125.0,125,True,1,1,True,50.0,50,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1953|阪　急|33|4|9||||1|0|0|.308|521|125|125||113|5|40|0|42|4|1|50|42|3.02,_data\master_csv__rescrape_staging\pitching_1953_PL_from_master.csv,4
1953,41743807,Ｒ．ゲインズ,220.2,220 .2,False,1,1,True,76.0,76,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1953|阪　急|36|14|9||||14|4|2|.609|904|220 .2|220|.2|184|9|94|0|142|5|1|76|62|2.52,_data\master_csv__rescrape_staging\pitching_1953_PL_from_master.csv,6
1953,41443801,佐藤　平七,75.0,75,True,0,0,True,29.0,29,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1953|阪　急|22|4|4||||3|0|2|.500|321|75|75||74|1|25|2|28|2|0|29|20|2.40,_data\master_csv__rescrape_staging\pitching_1953_PL_from_master.csv,7
1953,01603801,柴田　英治,209.2,209 .2,False,0,0,True,86.0,86,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1953|阪　急|43|17|13||||8|2|2|.567|865|209 .2|209|.2|214|12|40|3|98|1|0|86|71|3.04,_data\master_csv__rescrape_staging\pitching_1953_PL_from_master.csv,8
1954,41143805,入谷　正典,115.0,115,True,0,0,True,41.0,41,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1954|読　売|23|7|6||||5|2|1|.538|458|115|115||105|7|18|1|45|0|0|41|30|2.35,_data\master_csv__rescrape_staging\pitching_1954_CL_from_master.csv,2
1954,41743801,大友　工,278.2,278 .2,False,0,0,True,63.0,63,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1954|読　売|48|21|15||||17|5|4|.583|1081|278 .2|278|.2|202|13|62|9|199|0|0|63|52|1.68,_data\master_csv__rescrape_staging\pitching_1954_CL_from_master.csv,3
1954,01503807,笠原　正行,115.0,115,True,1,1,True,60.0,60,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1954|読　売|30|9|4||||3|2|0|.692|503|115|115||128|7|41|5|28|3|1|60|46|3.60,_data\master_csv__rescrape_staging\pitching_1954_CL_from_master.csv,4
1954,01703878,中尾　碩志,187.2,187 .2,False,0,0,True,63.0,63,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1954|読　売|37|15|5||||8|4|1|.750|743|187 .2|187|.2|161|12|44|5|76|2|0|63|54|2.59,_data\master_csv__rescrape_staging\pitching_1954_CL_from_master.csv,6
1954,31933895,別所　毅彦,330.0,330,True,0,0,True,84.0,84,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1954|読　売|50|26|12||||23|6|7|.684|1279|330|330||269|13|50|6|158|0|0|84|66|1.80,_data\master_csv__rescrape_staging\pitching_1954_CL_from_master.csv,8
1954,31133898,阿部　八郎,125.1,125 .1,False,1,1,True,57.0,57,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1954|阪　急|25|6|6||||6|0|1|.500|522|125 .1|125|.1|121|8|36|1|71|2|1|57|46|3.29,_data\master_csv__rescrape_staging\pitching_1954_PL_from_master.csv,2
1954,91793809,梶本　隆夫,309.1,309 .1,False,1,1,True,112.0,112,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1954|阪　急|55|20|12||||17|2|0|.625|1300|309 .1|309|.1|266|19|118|4|228|2|1|112|94|2.73,_data\master_csv__rescrape_staging\pitching_1954_PL_from_master.csv,5
1954,51053809,国頭　光仁,29.0,29,True,0,0,True,22.0,22,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1954|阪　急|9|1|4||||0|0|0|.200|134|29|29||25|2|23|2|11|0|0|22|19|5.90,_data\master_csv__rescrape_staging\pitching_1954_PL_from_master.csv,7
1954,01603801,柴田　英治,234.2,234 .2,False,1,1,True,85.0,85,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1954|阪　急|46|17|16||||8|4|1|.515|946|234 .2|234|.2|196|11|57|8|117|1|1|85|67|2.57,_data\master_csv__rescrape_staging\pitching_1954_PL_from_master.csv,9
1954,21523803,鈴木　幸雄,150.1,150 .1,False,1,1,True,60.0,60,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1954|阪　急|31|5|7||||6|2|1|.417|612|150 .1|150|.1|127|12|42|4|79|0|1|60|54|3.22,_data\master_csv__rescrape_staging\pitching_1954_PL_from_master.csv,10
1955,41743801,大友　工,303.2,303 .2,False,0,0,True,73.0,73,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1955|読　売|42|30|6||||25|7|3|.833|1164|303 .2|303|.2|213|15|54|9|206|0|0|73|59|1.75,_data\master_csv__rescrape_staging\pitching_1955_CL_from_master.csv,4
1955,01703878,中尾　碩志,183.0,183,True,0,0,True,54.0,54,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1955|読　売|31|16|9||||7|1|3|.640|722|183|183||149|11|44|5|81|0|0|54|43|2.11,_data\master_csv__rescrape_staging\pitching_1955_CL_from_master.csv,6
1955,31933895,別所　毅彦,312.0,312,True,0,0,True,65.0,65,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1955|読　売|50|23|8||||17|7|5|.742|1197|312|312||241|12|45|2|152|1|0|65|46|1.33,_data\master_csv__rescrape_staging\pitching_1955_CL_from_master.csv,9
1955,53353809,安原　達佳,195.1,195 .1,False,0,0,True,48.0,48,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1955|読　売|37|12|8||||8|4|1|.600|777|195 .1|195|.1|144|11|64|3|98|3|0|48|38|1.74,_data\master_csv__rescrape_staging\pitching_1955_CL_from_master.csv,13
1955,11513807,大崎　三男,182.2,182 .2,False,0,0,True,77.0,77,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1955|阪　神|39|8|13||||3|1|1|.381|750|182 .2|182|.2|166|7|40|7|76|1|0|77|61|3.00,_data\master_csv__rescrape_staging\pitching_1955_CL_from_master.csv,16
1955,31133898,阿部　八郎,212.2,212 .2,False,1,1,True,74.0,74,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1955|阪　急|46|15|11||||10|2|0|.577|874|212 .2|212|.2|172|10|85|3|124|0|1|74|52|2.20,_data\master_csv__rescrape_staging\pitching_1955_PL_from_master.csv,2
1955,91793809,梶本　隆夫,273.1,273 .1,False,1,1,True,104.0,104,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1955|阪　急|49|18|14||||19|6|2|.563|1112|273 .1|273|.1|232|10|84|4|222|4|1|104|87|2.86,_data\master_csv__rescrape_staging\pitching_1955_PL_from_master.csv,3
1955,01603801,柴田　英治,235.2,235 .2,False,0,0,True,78.0,78,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1955|阪　急|50|17|8||||3|0|2|.680|946|235 .2|235|.2|219|4|39|5|111|0|0|78|67|2.56,_data\master_csv__rescrape_staging\pitching_1955_PL_from_master.csv,6
1955,21523803,鈴木　幸雄,48.0,48,True,0,0,True,25.0,25,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1955|阪　急|19|2|2||||0|0|0|.500|199|48|48||42|6|15|0|15|0|0|25|23|4.31,_data\master_csv__rescrape_staging\pitching_1955_PL_from_master.csv,7
1955,91293800,Ａ．スピアマン,138.0,138,True,2,2,True,46.0,46,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1955|阪　急|31|9|8||||2|1|0|.529|567|138|138||115|3|54|2|79|4|2|46|39|2.54,_data\master_csv__rescrape_staging\pitching_1955_PL_from_master.csv,8
1956,41743801,大友　工,155.0,155,True,0,0,True,33.0,33,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1956|読　売|29|12|7||||6|2|1|.632|585|155|155||100|8|32|1|84|1|0|33|28|1.63,_data\master_csv__rescrape_staging\pitching_1956_CL_from_master.csv,4
1956,51753802,木戸　美摸,73.1,73 .1,False,0,0,True,24.0,24,True,1,年度|所属球団|登板|勝利|敗北|セーブ|H|HP|完投|完封勝|無四球|勝率|打者|投球回|安打|本塁打|四球|死球|三振|暴投|ボーク|失点|自責点|防御率,1956|読　売|25|3|1||||1|1|0|.750|277|73 .1|73|.1|57|8|11|0|20|2|0|24|22|2.68,_data\master_csv__rescrape_staging\pitching_1956_CL_from_master.csv,5
