npb_player_id,name_ja,gurazeni_id,baseballinfo_slug,match_method,confidence
53555155,山田 龍聖,2210,,gurazeni_team_2026,high
53555157,吉村 貢司郎,2354,,gurazeni_team_2026,high
53755138,Ｃ．スチュワート・ジュニア,1773,,manual_player_page,high
53755150,Ｔ．ネビン,2763,,gurazeni_team_2026,high
53755152,Ｂ．マタ,2917,,gurazeni_team_2026,high
53755153,Ｄ．サンタナ,2080,,gurazeni_team_2026,high
53955150,Ｅ．モンテロ,2741,,gurazeni_team_2026,high
53955152,Ｊ．ルイーズ,2912,,gurazeni_team_2026,high
57955159,早川 太貴,2645,,gurazeni_team_2026,high
61065136,田中 瑛斗,1595,,gurazeni_team_2026,high
61065137,伏見 寅威,846,,gurazeni_team_2026,high
61065138,富山 凌雅,1742,,gurazeni_team_2026,high
61065150,篠原 響,2607,,gurazeni_team_2026,high
61065151,鈴木 健矢,1843,,gurazeni_team_2026,high
61065152,鈴木 蓮吾,2796,,gurazeni_team_2026,high
61065155,泰 勝利,2113,,gurazeni_team_2026,high
61065157,茶野 篤政,2346,,gurazeni_team_2026,high
61065159,髙島 泰都,2484,,gurazeni_team_2026,high
61165132,阿部 寿樹,1303,,gurazeni_team_2026,high
61165134,石原 彪,1385,,gurazeni_team_2026,high
61165139,石川 柊太,947,,gurazeni_team_2026,high
61165150,石塚 裕惺,2640,,gurazeni_team_2026,high
61165152,石垣 元気,2851,,gurazeni_team_2026,high
61165153,石川 達也,2012,,gurazeni_team_2026,high
61165157,伊藤 茉央,2360,,gurazeni_team_2026,high
61165159,泉口 友汰,2491,,gurazeni_team_2026,high
61265138,沼田 翔平,1667,,gurazeni_team_2026,high
61265151,柘植 世那,1872,,gurazeni_team_2026,high
61265153,髙橋 宏斗,1947,,gurazeni_team_2026,high
61265155,田村 俊介,2108,,gurazeni_team_2026,high
61265157,中村 貴浩,2388,,gurazeni_team_2026,high
61265159,辻本 倫太郎,2524,,gurazeni_team_2026,high
61365132,宇佐見 真吾,1264,,gurazeni_team_2026,high
61365136,尾形 崇斗,1557,,gurazeni_team_2026,high
61365139,大瀬良 大地,909,,gurazeni_team_2026,high
61365150,宇野 真仁朗,2677,,gurazeni_team_2026,high
61365152,大川 慈英,2832,,gurazeni_team_2026,high
61365153,入江 大生,1963,,gurazeni_team_2026,high
61465131,山田 修義,837,,gurazeni_team_2026,high
61465133,牧原 大成,635,,gurazeni_team_2026,high
61465150,寺西 成騎,2676,,gurazeni_team_2026,high
61465151,浜屋 将太,1827,,gurazeni_team_2026,high
61465152,花田 旭,2856,,gurazeni_team_2026,high
61465153,仲三 優太,1398,,gurazeni_team_2026,high
61465155,西垣 雅矢,2146,,gurazeni_team_2026,high
61565135,菊池 涼介,265,,gurazeni_team_2026,high
61565150,金丸 夢斗,2702,,gurazeni_team_2026,high
61565152,片山 皓心,2852,,gurazeni_team_2026,high
61665130,松本 裕樹,1032,,gurazeni_team_2026,high
61665134,藤平 尚真,1376,,gurazeni_team_2026,high
61665152,藤森 海斗,2778,,gurazeni_team_2026,high
61665155,深沢 鳳介,2201,,gurazeni_team_2026,high
61665157,蛭間 拓哉,2381,,gurazeni_team_2026,high
61665159,廣瀨 隆太,2541,,gurazeni_team_2026,high
61765134,酒居 知史,1357,,gurazeni_team_2026,high
61765139,杉浦 稔大,903,,gurazeni_team_2026,high
61765152,小濱 佑斗,2812,,gurazeni_team_2026,high
61765153,河村 説人,1990,,gurazeni_team_2026,high
61765155,畔柳 亨丞,2141,,gurazeni_team_2026,high
61765157,斉藤 優汰,2286,,gurazeni_team_2026,high
61765159,権田 琉成,2530,,gurazeni_team_2026,high
61865132,茂木 栄五郎,1243,,gurazeni_team_2026,high
61865152,松下 歩叶,2789,,gurazeni_team_2026,high
61865153,細川 凌平,2015,,gurazeni_team_2026,high
61865157,松山 晋也,2343,,gurazeni_team_2026,high
61865159,細野 晴希,2490,,gurazeni_team_2026,high
61965130,清水 優心,1059,,gurazeni_team_2026,high
61965131,堂林 翔太,264,,gurazeni_team_2026,high
61965132,杉本 裕太郎,1233,,gurazeni_team_2026,high
61965136,博志,1536,,gurazeni_team_2026,high
61965150,坂口 翔颯,2682,,gurazeni_team_2026,high
61965151,小深田 大翔,1805,,gurazeni_team_2026,high
61965152,繁永 晟,2784,,gurazeni_team_2026,high
61965157,杉澤 龍,2332,,gurazeni_team_2026,high
61965159,下村 海翔,2526,,gurazeni_team_2026,high
63065155,Ｇ．ポランコ,2234,,gurazeni_team_2026,high
63165134,柳 裕也,1475,,gurazeni_team_2026,high
63165136,與座 海人,1567,,gurazeni_team_2026,high
63165150,山縣 秀,2713,,gurazeni_team_2026,high
63165152,大聖,2863,,gurazeni_team_2026,high
63165155,水野 達稀,2198,,gurazeni_team_2026,high
63165159,宮國 凌空,2477,,gurazeni_team_2026,high
63365150,若松 尚輝,2635,,gurazeni_team_2026,high
63365152,Ｊ．キハダ,2924,,gurazeni_team_2026,high
63365153,山野 太一,1993,,gurazeni_team_2026,high
63365155,柳川 大晟,2254,,gurazeni_team_2026,high
63365159,山田 脩也,2517,,gurazeni_team_2026,high
63565152,Ｂ．ダルベック,2918,,gurazeni_team_2026,high
63565155,渡部 遼人,2212,,gurazeni_team_2026,high
63765152,Ｃ．ラグズデール,2909,,gurazeni_team_2026,high
63965134,Ｌ．モイネロ,1488,,gurazeni_team_2026,high
63965150,Ｎ．ウォルターズ,2749,,gurazeni_team_2026,high
71075130,髙橋 光成,1076,,gurazeni_team_2026,high
71075138,近本 光司,1674,,gurazeni_team_2026,high
71075139,中村 祐太,913,,gurazeni_team_2026,high
71075150,佐藤 柳之介,2693,,gurazeni_team_2026,high
71075151,佐藤 都志也,1882,,gurazeni_team_2026,high
71075155,菅井 信也,2162,,gurazeni_team_2026,high
71075157,辰見 鴻之介,2273,,gurazeni_team_2026,high
71175132,青柳 晃洋,1280,,gurazeni_team_2026,high
71175136,東 晃平,1590,,gurazeni_team_2026,high
71175150,荒巻 悠,2654,,gurazeni_team_2026,high
71175153,秋広 優人,1986,,gurazeni_team_2026,high
71275118,西 勇輝,822,,gurazeni_team_2026,high
71275132,茶谷 健太,1182,,gurazeni_team_2026,high
71275134,種市 篤暉,1361,,gurazeni_team_2026,high
71275151,武岡 龍世,1791,,gurazeni_team_2026,high
71275152,竹丸 和幸,2828,,gurazeni_team_2026,high
71275153,鈴木 昭汰,2050,,gurazeni_team_2026,high
71275157,友杉 篤輝,2330,,gurazeni_team_2026,high
71375134,大江 竜聖,1425,,gurazeni_team_2026,high
71375136,遠藤 淳志,1498,,gurazeni_team_2026,high
71375138,太田 光,1660,,gurazeni_team_2026,high
71375150,伊原 陵人,2620,,gurazeni_team_2026,high
71375153,伊藤 将司,2028,,gurazeni_team_2026,high
71375155,鵜飼 航丞,2196,,gurazeni_team_2026,high
71375159,上田 希由翔,2528,,gurazeni_team_2026,high
71475132,西川 龍馬,1294,,gurazeni_team_2026,high
71475138,羽月 隆太郎,1691,,gurazeni_team_2026,high
71475139,嶺井 博希,922,,gurazeni_team_2026,high
71475150,立松 由宇,2648,,gurazeni_team_2026,high
71475159,東松 快征,2495,,gurazeni_team_2026,high
71575134,拓也,1410,,gurazeni_team_2026,high
71575136,神里 和毅,1511,,gurazeni_team_2026,high
71575159,尾田 剛樹,2485,,gurazeni_team_2026,high
71675135,益田 直也,773,,gurazeni_team_2026,high
71675138,牧野 翔矢,1747,,gurazeni_team_2026,high
71675152,平川 蓮,2854,,gurazeni_team_2026,high
71675157,濱 将乃介,2390,,gurazeni_search,high
71775134,源田 壮亮,1374,,gurazeni_team_2026,high
71775136,ケムナ 誠,1496,,gurazeni_team_2026,high
71775139,九里 亜蓮,910,,gurazeni_team_2026,high
71775151,小野寺 暖,1854,,gurazeni_team_2026,high
71775152,九谷 瑠,2865,,gurazeni_team_2026,high
71775155,木村 大成,2143,,gurazeni_team_2026,high
71775159,木村 優人,2486,,gurazeni_team_2026,high
71875134,堀岡 隼人,1431,,gurazeni_team_2026,high
71875151,宮城 大弥,1835,,gurazeni_team_2026,high
71875153,藤井 聖,2025,,gurazeni_team_2026,high
71875155,ブライト 健太,2222,,gurazeni_team_2026,high
71875157,前田 純,2293,,gurazeni_team_2026,high
71975134,佐々木 千隼,1356,,gurazeni_team_2026,high
71975136,塩見 泰隆,1547,,gurazeni_team_2026,high
71975152,阪上 翔也,2866,,gurazeni_team_2026,high
71975155,阪口 樂,2124,,gurazeni_team_2026,high
71975159,佐藤 啓介,2494,,gurazeni_team_2026,high
73075159,Ｆ．レイエス,2598,,gurazeni_team_2026,high
73175138,渡邊 佳明,1685,,gurazeni_team_2026,high
73175150,村上 泰斗,2697,,gurazeni_team_2026,high
73175151,柳町 達,1852,,gurazeni_team_2026,high
73175152,毛利 海大,2860,,gurazeni_team_2026,high
73175153,松木平 優太,1937,,gurazeni_team_2026,high
73175155,松本 竜也,2206,,gurazeni_team_2026,high
73175157,宮﨑 颯,2375,,gurazeni_team_2026,high
73375134,吉川 尚輝,1427,,gurazeni_team_2026,high
73375152,Ｊ．ウレーニャ,2893,,gurazeni_team_2026,high
73375153,森浦 大輔,1955,,gurazeni_team_2026,high
73375157,矢澤 宏太,2318,,gurazeni_team_2026,high
73575132,宋 家豪,1247,,gurazeni_team_2026,high
73575150,Ｔ．キャベッジ,2731,,gurazeni_team_2026,high
73575152,Ｍ．サノー,2921,,gurazeni_team_2026,high
73575159,Ａ．アブレウ,2590,,gurazeni_team_2026,high
73775152,Ｃ．マッカスカー,2895,,gurazeni_team_2026,high
73975136,Ａ．マルティネス,1929,,gurazeni_team_2026,high
73975150,Ｅ．ラミレス,2762,,gurazeni_team_2026,high
73975152,Ｅ．ルーカス,2908,,gurazeni_team_2026,high
73975159,Ｔ．ハーン,2554,,gurazeni_team_2026,high
77575159,下川 隼佑,2707,,gurazeni_team_2026,high
81085115,中村 剛也,562,,gurazeni_team_2026,high
81085138,頓宮 裕真,1705,,gurazeni_team_2026,high
81085150,柴田 獅子,2616,,gurazeni_team_2026,high
81085152,髙木 快大,2773,,gurazeni_team_2026,high
81085155,大勢,2144,,gurazeni_team_2026,high
81085157,辻 大雅,2363,,gurazeni_team_2026,high
81185116,伊藤 光,845,,gurazeni_team_2026,high
81185134,糸原 健斗,1463,,gurazeni_team_2026,high
81185139,石川 亮,935,,gurazeni_team_2026,high
81185150,石見 颯真,2675,,gurazeni_team_2026,high
81185157,茨木 秀俊,2353,,gurazeni_team_2026,high
81185159,伊藤 琉偉,2518,,gurazeni_team_2026,high
81285112,平野 佳寿,817,,gurazeni_team_2026,high
81285132,中川 皓太,1262,,gurazeni_team_2026,high
81285136,中村 奨成,1494,,gurazeni_team_2026,high
81285138,根尾 昂,1647,,gurazeni_team_2026,high
81285151,津森 宥紀,1857,,gurazeni_team_2026,high
81385138,小郷 裕哉,1703,,gurazeni_team_2026,high
81385150,浦田 俊輔,2644,,gurazeni_team_2026,high
81385151,海野 隆司,1856,,gurazeni_team_2026,high
81385152,大栄 利哉,2813,,gurazeni_team_2026,high
81385153,岩田 将貴,1956,,gurazeni_team_2026,high
81385155,岡田 悠希,2186,,gurazeni_team_2026,high
81385159,大谷 輝龍,2446,,gurazeni_team_2026,high
81485155,野口 智哉,2165,,gurazeni_team_2026,high
81485157,萩尾 匡也,2331,,gurazeni_team_2026,high
81485159,成田 晴風,2442,,gurazeni_team_2026,high
81585132,川越 誠司,1211,,gurazeni_team_2026,high
81585134,京田 陽太,1483,,gurazeni_team_2026,high
81585136,熊谷 敬宥,1505,,gurazeni_team_2026,high
81585138,上茶谷 大河,1648,,gurazeni_team_2026,high
81585150,狩生 聖真,2605,,gurazeni_team_2026,high
81585151,岡林 勇希,1808,,gurazeni_team_2026,high
81585152,勝田 成,2818,,gurazeni_team_2026,high
81585153,緒方 理貢,2001,,gurazeni_team_2026,high
81585157,久保 修,2345,,gurazeni_team_2026,high
81685138,松本 航,1665,,gurazeni_team_2026,high
81685150,廣池 康志郎,2673,,gurazeni_team_2026,high
81685152,藤原 聡大,2808,,gurazeni_team_2026,high
81685153,長谷川 信哉,1934,,gurazeni_team_2026,high
81685155,福島 蓮,2253,,gurazeni_team_2026,high
81685157,福永 裕基,2391,,gurazeni_team_2026,high
81785136,阪口 皓亮,1512,,gurazeni_team_2026,high
81785150,工藤 泰成,2687,,gurazeni_team_2026,high
81785151,河野 竜生,1811,,gurazeni_team_2026,high
81785155,古賀 悠斗,2128,,gurazeni_team_2026,high
81785157,坂本 拓己,2368,,gurazeni_team_2026,high
81885136,安田 尚憲,1600,,gurazeni_team_2026,high
81885138,横川 凱,1673,,gurazeni_team_2026,high
81885150,宮崎 竜成,2630,,gurazeni_team_2026,high
81885151,持丸 泰輝,1798,,gurazeni_team_2026,high
81885155,正木 智也,2193,,gurazeni_team_2026,high
81885159,堀 柊那,2464,,gurazeni_team_2026,high
81985135,鈴木 大地,793,,gurazeni_team_2026,high
81985152,篠﨑 国忠,2829,,gurazeni_team_2026,high
81985155,柴田 大地,2200,,gurazeni_team_2026,high
81985157,曽谷 龍平,2355,,gurazeni_team_2026,high
83185134,山岡 泰輔,1391,,gurazeni_team_2026,high
83185150,山口 廉王,2610,,gurazeni_team_2026,high
83185152,横田 蒼和,2881,,gurazeni_team_2026,high
83185155,味谷 大誠,2223,,gurazeni_team_2026,high
83185159,宮崎 一樹,2469,,gurazeni_team_2026,high
83385150,渡部 聖弥,2662,,gurazeni_team_2026,high
83385152,Ａ．コックス,2911,,gurazeni_team_2026,high
83385153,山村 崇嘉,1946,,gurazeni_team_2026,high
83385157,吉川 悠斗,2303,,gurazeni_team_2026,high
83385159,横山 聖哉,2498,,gurazeni_team_2026,high
83585152,Ｃ．ディベイニー,2910,,gurazeni_team_2026,high
83785150,Ｊ．ボスラー,2750,,gurazeni_team_2026,high
83785159,孫 易磊,2599,,gurazeni_team_2026,high
83985152,Ｌ．リン,2926,,gurazeni_team_2026,high
91095134,高梨 雄平,1381,,gurazeni_team_2026,high
91095135,高橋 周平,130,,gurazeni_team_2026,high
91095136,髙橋 遥人,1504,,gurazeni_team_2026,high
91095138,知野 直人,1662,,gurazeni_team_2026,high
91095150,佐野 大陽,2637,,gurazeni_team_2026,high
91095151,佐藤 直樹,1862,,gurazeni_team_2026,high
91095152,新保 茉良,2795,,gurazeni_team_2026,high
91095153,笹川 吉康,2010,,gurazeni_team_2026,high
91095157,田中 千晴,2422,,gurazeni_search,high
91095159,杉山 遙希,2456,,gurazeni_team_2026,high
91195138,石橋 康太,1734,,gurazeni_team_2026,high
91195150,有馬 惠叶,2686,,gurazeni_team_2026,high
91195151,石川 昂弥,1792,,gurazeni_team_2026,high
91195157,浅野 翔吾,2300,,gurazeni_team_2026,high
91195159,石上 泰輝,2504,,gurazeni_team_2026,high
91295134,玉井 大翔,1340,,gurazeni_team_2026,high
91295150,荘司 宏太,2649,,gurazeni_team_2026,high
91295152,立石 正広,2833,,gurazeni_team_2026,high
91295157,内藤 鵬,2317,,gurazeni_team_2026,high
91295159,武田 陸玖,2443,,gurazeni_team_2026,high
91395132,板山 祐太郎,1286,,gurazeni_team_2026,high
91395138,太田 椋,1717,,gurazeni_team_2026,high
91395139,上林 誠知,946,,gurazeni_team_2026,high
91395151,植田 将太,1884,,gurazeni_team_2026,high
91395152,岩城 颯空,2822,,gurazeni_team_2026,high
91395153,伊藤 優輔,2073,,gurazeni_team_2026,high
91395159,上田 大河,2537,,gurazeni_team_2026,high
91495130,西野 真弘,1052,,gurazeni_team_2026,high
91495134,長坂 拳弥,1460,,gurazeni_team_2026,high
91495138,濱田 太貴,1736,,gurazeni_team_2026,high
91495139,森 友哉,936,,gurazeni_team_2026,high
91495150,田内 真翔,2642,,gurazeni_team_2026,high
91495152,成瀬 脩人,2858,,gurazeni_team_2026,high
91495155,仲田 慶介,2094,,gurazeni_team_2026,high
91495157,西村 瑠伊斗,2296,,gurazeni_team_2026,high
91595133,甲斐 拓也,660,,gurazeni_team_2026,high
91595136,岸田 行倫,1521,,gurazeni_team_2026,high
91595150,岡本 駿,2621,,gurazeni_team_2026,high
91595152,岡城 快生,2786,,gurazeni_team_2026,high
91595153,内山 壮真,1939,,gurazeni_team_2026,high
91595157,菊地 吏玖,2361,,gurazeni_team_2026,high
91695132,平沢 大河,1205,,gurazeni_team_2026,high
91695138,益子 京右,1663,,gurazeni_team_2026,high
91695150,中村 優斗,2639,,gurazeni_team_2026,high
91695151,藤田 健斗,1804,,gurazeni_team_2026,high
91695153,並木 秀尊,2007,,gurazeni_team_2026,high
91695157,林 琢真,2340,,gurazeni_team_2026,high
91695159,早坂 響,2497,,gurazeni_team_2026,high
91795114,岸 孝之,516,,gurazeni_team_2026,high
91795134,郡 拓也,1341,,gurazeni_team_2026,high
91795139,小林 誠司,887,,gurazeni_team_2026,high
91795150,菊地 ハルン,2653,,gurazeni_team_2026,high
91795151,及川 雅貴,1784,,gurazeni_team_2026,high
91795152,工藤 泰己,2788,,gurazeni_team_2026,high
91795159,草加 勝,2466,,gurazeni_team_2026,high
91895133,山田 哲人,199,,gurazeni_team_2026,high
91895138,山口 航輝,1668,,gurazeni_team_2026,high
91895150,冨士 大和,2609,,gurazeni_team_2026,high
91895153,二俣 翔一,1972,,gurazeni_team_2026,high
91895155,古市 尊,2161,,gurazeni_team_2026,high
91895157,益田 武尚,2344,,gurazeni_team_2026,high
91895159,藤田 悠太郎,2547,,gurazeni_team_2026,high
91995112,炭谷 銀仁朗,547,,gurazeni_team_2026,high
91995134,佐野 恵太,1450,,gurazeni_team_2026,high
91995136,島田 海吏,1506,,gurazeni_team_2026,high
91995138,杉山 一樹,1697,,gurazeni_team_2026,high
91995151,紅林 弘太郎,1819,,gurazeni_team_2026,high
91995152,相良 雅斗,2839,,gurazeni_team_2026,high
91995153,栗林 良吏,2019,,gurazeni_team_2026,high
91995157,清水 叶人,2325,,gurazeni_team_2026,high
93095150,Ｏ．ゴンザレス,2766,,gurazeni_team_2026,high
93195132,山本 泰寛,1266,,gurazeni_team_2026,high
93195134,森原 康平,1380,,gurazeni_team_2026,high
93195138,渡邉 陸,1730,,gurazeni_team_2026,high
93195150,モイセエフ ニキータ,2615,,gurazeni_team_2026,high
93195152,森 陽樹,2787,,gurazeni_team_2026,high
93195155,丸山 和郁,2174,,gurazeni_team_2026,high
93295157,Ｈ．メヒア,2433,,gurazeni_team_2026,high
93395150,吉田 聖弥,2622,,gurazeni_team_2026,high
93395153,矢野 雅哉,1998,,gurazeni_team_2026,high
93395155,森 翔平,2203,,gurazeni_team_2026,high
93395159,村田 怜音,2479,,gurazeni_team_2026,high
93595150,古林 睿煬,2753,,gurazeni_team_2026,high
93595152,Ｂ．シーモア,2891,,gurazeni_team_2026,high
93595155,山本 恵大,2093,,gurazeni_team_2026,high
93795157,Ｏ．カリステ,2428,,gurazeni_team_2026,high
93995152,Ｓ．レイノルズ,2913,,gurazeni_team_2026,high
