player_id,name_ja,status,roman_skipped,roman_short,birth_date_raw,pro_debut_raw,career_raw,network
1105132,赤間　謙,ok,True,K.Akama,1990年11月14日,2015年ドラフト9位,東海大山形高 - 東海大 - 鷺宮製作所,0
1105133,荒波　翔,ok,True,S.Aranami,1986年1月25日,2010年ドラフト3位,横浜高 - 東海大 - トヨタ自動車,0
1105136,石井　将希,ok,True,M.Ishii,1995年7月12日,2017年育成選手ドラフト1位,桐生第一高 - 上武大,0
1105137,飯田　優也,ok,True,Y.Iida,1990年11月27日,2012年育成選手ドラフト3位,神戸弘陵高 - 東京農業大生産学部,0
11213800,重村　武男,ok,True,T.Shigemura,1934年11月17日,,鳥取西高 - 東洋レーヨン,0
11213801,河上　道雄,ok,True,M.Kawakami,1931年8月27日,,今治西高,0
11213802,土居　章助,ok,True,S.Doi,1937年9月3日,,高知・城東高,0
11213804,日野　美澄,ok,True,Y.Hino,1934年9月21日,,鳴門高 - 慶応大,0
11213805,中田　庄治郎,ok,True,S.Nakada,1933年4月5日,,岡山東高,0
11213806,牧田　政彦,ok,True,M.Makita,1940年1月13日,,伊那北高,0
11213807,戸口　天従,ok,True,T.Toguchi,1931年10月29日,,奈良商工 - 法政大,0
11213808,橋本　勝麿,ok,True,K.Hashimoto,1940年12月14日,,甲府商,0
11213809,田中　淳二,ok,True,J.Tanaka,1935年3月27日,,早稲田実,0
11213820,Ｐ．ホイタック,ok,True,P.Foytack,1930年11月6日,,ベンテクニカル高 - タイガース - エンゼルス,0
11213821,堀本　律雄,ok,True,R.Horimoto,1935年1月20日,,桃山学院高 - 立教大 - 日本通運,0
11213822,山元　二三男,ok,True,F.Yamamoto,1948年1月10日,1965年ドラフト6位,照国高,0
11213823,中峰　清二,ok,True,S.Nakamine,1941年9月2日,,興国商,0
11213824,松岡　功祐,ok,True,K.Matsuoka,1943年2月9日,1966年一次ドラフト1位,九州学院高 - 明治大 - サッポロビール,0
11213825,高岡　重樹,ok,True,S.Takaoka,1943年7月3日,,崇徳高,0
11213826,米田　慶三郎,ok,True,K.Yoneda,1943年1月13日,1967年ドラフト3位,桃山学院高 - PL教団 - 電気化学,0
11213827,梁川　郁雄,ok,True,I.Yanagawa,1941年1月10日,,広島・松本商 - 関西大,0
11213828,安木　祥二,ok,True,S.Yasuki,1948年11月4日,1968年ドラフト5位,関西高 - クラレ岡山,0
11213829,Ｐ．バーンサイド,ok,True,P.Burnside,1930年7月2日,,ダートマス大 - ジャイアンツ - タイガース - セネタース - オリオールズ - セネタース,0
11213841,半田　実,ok,True,M.Handa,1950年11月26日,1968年ドラフト8位,大鉄高,0
11213843,日高　晶彦,ok,True,M.Hidaka,1952年8月19日,1970年ドラフト6位,広島商,0
11213845,前田　三郎,ok,True,S.Maeda,1952年5月30日,1970年ドラフト4位,下関商,0
11213847,J.ラフィーバー,ok,True,J.Lefebvre,1943年1月7日,,モーニングサイド高 - ドジャース,0
11213849,Ｔ．レイ,ok,True,T.Ley,1947年2月21日,,オレゴン大 - ヤンキース,0
11213860,日野　善朗,ok,True,Y.Hino,1961年8月16日,1984年ドラフト2位,津久見高 - 新日鉄大分,0
11213861,山川　猛,ok,True,T.Yamakawa,1955年2月24日,1978年ドラフト3位,東洋大姫路高 - 駒沢大 - 西川物産,0
11213862,古川　慎一,ok,True,S.Furukawa,1963年7月26日,1985年ドラフト4位,春日部工 - 亜細亜大,0
11213863,堀井　幹夫,ok,True,T.Horii,1958年11月15日,1980年ドラフト2位,大谷高 - 大阪商業大,0
11213864,八木　裕,ok,True,H.Yagi,1965年6月8日,1986年ドラフト3位,岡山東商 - 三菱自動車水島,0
11213865,山口　忠良,ok,True,T.Yamaguchi,1958年10月17日,1980年ドラフト外,明星高 - 立命館大,0
11213866,近田　豊年,ok,True,T.Chikada,1965年12月11日,1987年ドラフト外,明徳高 - 本田技研鈴鹿,0
11213867,畠山　準,ok,True,H.Hatayama,1964年6月11日,1982年ドラフト1位,池田高,0
11213869,藤王　康晴,ok,True,Y.Fujiou,1965年4月13日,1983年ドラフト1位,享栄高,0
11213880,横山　竜士,ok,True,R.Yokoyama,1976年6月11日,1994年ドラフト5位,福井商,0
11213881,西　俊児,ok,True,S.Nishi,1965年1月17日,1989年ドラフト4位,和歌山・大成高 - 専修大 - 本田技研,0
11213883,小牧　雄一,ok,True,Y.Komaki,1967年5月2日,1990年ドラフト5位,鹿児島商 - 三菱自動車水島,0
11213884,三澤　興一,ok,True,K.Misawa,1974年6月8日,1996年ドラフト3位,帝京高 - 早稲田大,0
11213886,林　昌樹,ok,True,M.Hayashi,1979年11月28日,1997年ドラフト3位,興誠高,0
11213887,前田　勝宏,ok,True,K.Maeda,1971年6月23日,1992年ドラフト2位,神戸弘陵高 - プリンスホテル,0
11213888,松　修康,ok,True,N.Matsu,1976年7月23日,1998年ドラフト2位,宇都宮学園高 - 東北福祉大,0
11213889,吉武　真太郎,ok,True,S.Yoshitake,1975年6月3日,1993年ドラフト4位,国東高,0
11215110,橋本　健太郎,ok,True,K.Hashimoto,1980年4月28日,2004年ドラフト4巡目,久御山高 - 東北福祉大 - 日本新薬,0
11215111,松田　匡司,ok,True,M.Matsuda,1974年11月16日,1999年ドラフト7位,星林高 - 法政大 - シダックス,0
11215112,中谷　翼,ok,True,T.Nakatani,1984年9月30日,2005年育成選手ドラフト1巡目,仙台育英高 - 立命館大中退 - 四国・愛媛,0
11215113,野田　浩輔,ok,True,K.Noda,1977年12月4日,2000年ドラフト6位,八代東高 - 新日鉄君津,0
11215115,野中　信吾,ok,True,S.Nonaka,1983年9月24日,2001年ドラフト5巡目,神埼高,0
11215119,馬原　孝浩,ok,True,T.Mahara,1981年12月8日,2003年ドラフト自由枠,熊本市立高 - 九州共立大,0
11215131,平井　諒,ok,True,R.Hirai,1991年4月23日,2009年ドラフト4位,帝京五高,0
11215133,弦本　悠希,ok,True,Y.Tsurumoto,1989年6月16日,2010年ドラフト7位,生光学園高 - 大阪商業大中退 - 四国・徳島,0
11215135,塚田　正義,ok,True,M.Tsukada,1989年7月23日,2011年ドラフト3位,古河一高 - 白鴎大,0
