npb_player_id,name_ja,team,name_key
31335151,井上 広大,阪神タイガース,井上広大
31735155,菊地 大稀,読売ジャイアンツ,菊地大稀
91095157,田中 千晴,読売ジャイアンツ,田中千晴
71675157,濱 将乃介,中日ドラゴンズ,浜将乃介
71775136,ケムナ 誠,広島東洋カープ,ケムナ誠
01205138,中村 稔弥,千葉ロッテマリーンズ,中村稔弥
13515159,ワォーターズ,東北楽天ゴールデンイーグルス,ワォーターズ
91995112,炭谷 銀仁朗,埼玉西武ライオンズ,炭谷銀仁朗
53755138,Ｃ．スチュワート・ジュニア,福岡ソフトバンクホークス,Ｃ．スチュワート・ジュニア
