npb_player_id,status,birth_date_raw,pro_debut_raw,career_raw
"11315159","ok","1998年4月30日","2023年ドラフト7位","川之江高 - 立正大 - ENEOS"
"11413888","ok","1976年6月15日","1998年ドラフト2位","横浜高 - 法政大"
"11415110","ok","1976年9月6日","2004年ドラフト4巡目","サウスアラバマ大 - ツインズ - ブルージェイズ"
"11415111","ok","1978年1月6日","1999年ドラフト3位","岐阜・中京商 - トヨタ自動車"
"11415112","ok","1983年4月23日","2005年大学生・社会人ドラフト6巡目","静岡高 - 中京大"
"11415113","ok","1978年5月21日","2000年ドラフト3位","浦和学院高 - 東洋大"
"11415114","ok","1984年4月2日","2006年大学生・社会人ドラフト7巡目","三重高 - 法政大"
"11415115","ok","1976年12月29日","2001年ドラフト5巡目","大体大浪商高 - 東京農業大生産学部 - 三菱自動車岡崎"
"11415117","ok","1978年9月19日","2002年ドラフト4巡目","奈良・郡山高 - 慶応大 - 日本IBM野洲"
"11415118","ok","1985年1月7日","2008年育成選手ドラフト1位","大宮東高 - 国士舘大 - BC・富山"
"11415130","ok","1992年6月15日","2014年育成選手ドラフト1位","大牟田高 - 福岡大"
"11415133","ok","1987年9月5日","2010年ドラフト5位","松商学園高 - 龍谷大 - 関西・明石"
"11415134","ok","1995年3月1日","2016年ドラフト3位","箕面学園高 - 中部学院大"
"11415135","ok","1993年5月7日","2011年ドラフト4位","長崎・海星高"
"11415137","ok","1994年5月26日","2012年ドラフト5位","鳴門渦潮高"
"11415138","ok","2000年9月10日","2018年ドラフト3位","早稲田実"
"11415139","ok","1987年8月28日","2013年育成選手ドラフト2位","阪南大高 - 阪南大 - シティライト岡山 - ミキハウスREDS"
"11415150","ok","1999年7月5日","2024年ドラフト1位","履正社高 - 明治大 - 三菱重工West"
"11415151","ok","1997年10月10日","2019年ドラフト3位","慶応高 - 慶応大"
"11415153","ok","2002年11月26日","2020年ドラフト5位","履正社高"
"11415157","ok","2000年6月24日","2022年育成選手ドラフト1位","瀬戸内高 - 青森大"
"11415159","ok","2001年8月27日","2023年ドラフト6位","高田商 - 大阪経済大"
"11513862","ok","1968年4月1日","1985年ドラフト1位","PL学園高"
"11513888","ok","1973年6月8日","1998年ドラフト2位","学法石川高 - 青山学院大 - 日産自動車"
"11515110","ok","1980年6月17日","2004年ドラフト4巡目","上田西高 - 大東文化大 - 日本通運"
"11515112","ok","1980年11月19日","2005年大学生・社会人ドラフト5巡目","秋田経法大付高 - 秋田経法大中退 - シダックス"
"11515113","ok","1974年10月21日","2000年ドラフト4位","峰山高 - 佐藤工務店 - 阿部企業 - ヤオハンジャパン - アムウェイ・レッドソックス - ヤマハ"
"11515114","ok","1984年10月18日","2006年大学生・社会人ドラフト6巡目","常総学院高 - 青山学院大"
"11515115","ok","1983年5月21日","2001年ドラフト1巡目","浦和学院高"
"11515116","ok","1985年9月2日","2007年大学生・社会人ドラフト3巡目","尽誠学園高 - 近畿大"
"11515117","ok","1984年6月2日","2002年ドラフト1巡目","報徳学園高"
"11515118","ok","1990年8月11日","2008年ドラフト6位","近江高"
"11515119","ok","1981年9月9日","2003年ドラフト自由枠","千葉経大付高 - 八戸大"
"11515130","ok","1996年6月30日","2014年ドラフト1位","智弁学園高"
"11515131","ok","1991年12月5日","2009年ドラフト1位","智弁和歌山高"
"11515132","ok","1993年6月14日","2015年ドラフト3位","興南高 - 立教大"
"11515133","ok","1988年9月26日","2010年ドラフト1位","京都外大西高 - 佛教大"
"11515134","ok","1994年8月7日","2016年育成選手ドラフト1位","旭川西高 - 早稲田大 - BC・信濃"
"11515135","ok","1989年5月22日","2011年育成選手ドラフト2位","佐野日大高 - 白鴎大"
"11515137","ok","1990年5月16日","2012年ドラフト2位","愛知・成章高 - 創価大"
"11515138","ok","1996年7月7日","2018年ドラフト3位","浦和学院高 - 早稲田大"
"11515139","ok","1991年7月15日","2013年ドラフト3位","倉敷商 - 明治大"
"11515150","ok","2000年8月3日","2024年ドラフト4位","天理高 - 国学院大 - 日鉄ステンレス"
"11515151","ok","1998年3月14日","2019年ドラフト6位","高陽東高 - 広島文化学園大"
"11515152","ok","2003年10月26日","2025年ドラフト3位","東海大相模高 - 東海大"
"11515153","ok","2002年9月6日","2020年育成選手ドラフト2位","享栄高"
"11515155","ok","1999年11月7日","2021年ドラフト5位","沖縄尚学高 - 亜細亜大"
"11515157","ok","2001年1月24日","2022年ドラフト4位","創価高 - 創価大"
"11515159","ok","2002年3月27日","2023年ドラフト6位","白鴎大足利高 - 東日本国際大"
"11613881","ok","1965年8月6日","1989年ドラフト2位","川西明峰高 - 立命館大 - トヨタ自動車"
"11613883","ok","1972年12月12日","1990年ドラフト6位","星稜高"
"11615110","ok","1982年8月17日","2004年ドラフト4巡目","福井商 - 青山学院大"
"11615112","ok","1978年8月24日","2005年大学生・社会人ドラフト3巡目","横浜高 - 亜細亜大 - JR東日本"
"11615114","ok","1989年2月10日","2006年高校生ドラフト1巡目","多摩大聖ヶ丘高"
"11615115","ok","1976年11月5日","2001年ドラフト9巡目","春日部共栄高 - 城西大 - 日本通運"
"11615116","ok","1985年7月23日","2007年大学生・社会人ドラフト4巡目","市立船橋高 - 中央大"
"11615117","ok","1984年7月15日","2002年ドラフト1巡目","明徳義塾高"
"11615118","ok","1986年4月29日","2008年ドラフト4位","鹿児島城西高 - 早稲田大"
"11615130","ok","1992年4月17日","2014年ドラフト3位","習志野高 - 中央大"
"11615131","ok","1985年9月4日","2009年ドラフト2位","南部高 - 近畿大 - 三菱重工神戸"
"11615134","ok","1998年8月23日","2016年育成選手ドラフト2位","聖徳学園高"
"11615135","ok","1989年7月17日","2011年ドラフト1位","桐生第一高 - 東洋大"
"11615137","ok","1991年2月3日","2012年ドラフト6位","金沢西高 - 国学院大"
"11615138","ok","1996年12月14日","2018年ドラフト7位","横浜創学館高 - 星槎道都大"
"11615139","ok","1991年7月17日","2013年ドラフト3位","金光大阪高 - 東京農業大"
"11615151","ok","2001年8月7日","2019年育成選手ドラフト4位","日章学園高"
"11615153","ok","1998年5月18日","2020年育成選手ドラフト8位","千葉経大付高 - 東京農業大北海道オホーツク"
"11615155","ok","1996年12月1日","2021年ドラフト4位","藤井学園寒川高 - 拓殖大 - NTT西日本"
"11615157","ok","2000年9月18日","2022年育成選手ドラフト1位","興国高 - 中央学院大"
"11713880","ok","1973年4月17日","1994年ドラフト5位","春日部共栄高 - 青山学院大中退"
"11713882","ok","1973年12月7日","1995年ドラフト1位","桐蔭学園高 - 慶応大"
"11713884","ok","1974年10月27日","1996年ドラフト4位","東海大四高 - 東海大"
"11713886","ok","1972年11月13日","1997年ドラフト3位","福井・大野高 - 龍谷大 - NTT北陸"
"11715110","ok","1982年6月11日","2004年ドラフト5巡目","国士舘高 - 国士舘大"
"11715111","ok","1981年6月8日","1999年ドラフト4位","佐賀東高"
"11715112","ok","1979年12月5日","2005年大学生・社会人ドラフト4巡目","文徳高 - 三菱重工長崎"
"11715113","ok","1982年12月17日","2000年ドラフト3位","前橋工"
"11715114","ok","1981年12月4日","2006年大学生・社会人ドラフト6巡目","国士舘高 - 青山学院大 - ホンダ"
"11715118","ok","1985年12月8日","2008年ドラフト5位","二松学舎大付高 - 亜細亜大中退 - JR東日本"
"11715130","ok","1993年2月25日","2014年ドラフト9位","大阪学院大高 - 大阪商業大"
"11715131","ok","1991年8月23日","2009年ドラフト2位","福岡大大濠高"
"11715132","ok","1997年9月15日","2015年ドラフト6位","大分商"
"11715133","ok","1986年3月30日","2010年ドラフト6位","鹿児島商 - 福岡大 - 熊本ゴールデンラークス"
"11715134","ok","1998年7月4日","2016年ドラフト4位","近江高"
"11715135","ok","1993年6月21日","2011年ドラフト5位","明徳義塾高"
"11715136","ok","1995年5月16日","2017年ドラフト3位","神戸国際大付高 - 岡山商科大"
"11715137","ok","1990年9月29日","2012年ドラフト5位","智弁和歌山高 - 東海大"
"11715138","ok","2000年12月12日","2018年ドラフト5位","創成館高"
"11715139","ok","1995年4月3日","2013年ドラフト7位","花巻東高"
"11715151","ok","1997年6月3日","2019年ドラフト6位","県立横須賀工 - 東海大九州キャンパス"
"11715152","ok","2004年1月18日","2025年育成選手ドラフト4位","盛岡大付高 - 神奈川大"
"11715153","ok","1998年4月5日","2020年ドラフト3位","前橋育英高 - 国学院大"
"11715155","ok","1999年8月13日","2021年育成選手ドラフト2位","北海高 - 仙台大"
"11813881","ok","1971年8月28日","1989年ドラフト4位","尽誠学園高"
"11815110","ok","1974年4月21日","","デラウェア大 - レンジャーズ - ロッキーズ - 韓国・現代"
"11815114","ok","1988年7月30日","2006年育成選手ドラフト1巡目","つくば秀英高"
"11815116","ok","1976年6月4日","","真興高 - 韓国・ヘテ - 韓国・三星"
"11815117","ok","1981年2月21日","2002年ドラフト自由枠","浜田高 - 早稲田大"
"11815118","ok","1986年9月21日","2008年育成選手ドラフト3位","尼崎工 - 大阪経済大"
"11815119","ok","1980年4月6日","","コレーヒオサンチェス高"
"11815130","ok","1996年6月7日","2014年ドラフト2位","横浜隼人高"
"11815131","ok","1978年1月24日","","ホセパブロアビラ高 - 台湾・誠泰 - 米マイナー - 台湾・統一"
"11815132","ok","1997年4月15日","2015年ドラフト4位","静岡高"
"11815134","ok","1994年4月15日","2016年ドラフト2位","宇都宮工 - 明治大"
"11815135","ok","1993年6月7日","2011年ドラフト3位","九州国際大付高"
"11815136","ok","1999年5月21日","2017年ドラフト3位","横浜高"
"11815137","ok","1979年9月5日","","カリフォルニア大サンタバーバラ校 - ロッキーズ"
"11815138","ok","2000年4月7日","2018年ドラフト4位","横浜高"
"11815139","ok","1982年3月30日","","マヌエルファハルド大 - 米マイナー"
"11815150","ok","2001年4月27日","2024年育成選手ドラフト2位","日大三高 - JFE東日本 - 四国・愛媛"
"11815155","ok","1999年7月28日","2021年ドラフト3位","横浜高 - 国学院大"
"11815159","ok","2001年10月6日","2023年育成選手ドラフト2位","聖望学園高 - 白鴎大"
"11913882","ok","1973年4月23日","1995年ドラフト1位","上宮高 - 明治大"
"11915110","ok","1987年2月23日","2004年ドラフト3巡目","横浜創学館高"
"11915111","ok","1981年5月20日","1999年ドラフト2位","東福岡高"
