year,league,team,player_id,player_name_ja,player_name_en,ERA,K-BB%,WHIP,W,L,G,IP,SV,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,K%,BB%,WP,BK
2000,PL,北海道日本ハムファイターズ,51153880,厚沢　和幸,K.Atsuzawa,4.5,12.5,1.0,0,0,6,6.0,0,24,4,1,2,,0,5,3,3,,,0,0,0.0,20.8,8.3,1,0
2000,PL,北海道日本ハムファイターズ,31333881,岩本　ツトム,T.Iwamoto,5.21,3.1,1.54,6,12,24,155.1,0,678,162,16,77,,5,98,90,92,,,6,0,0.333,14.5,11.4,2,0
2000,PL,北海道日本ハムファイターズ,71173884,生駒　雅紀,M.Ikoma,3.9,6.6,1.42,1,1,28,32.1,0,136,30,3,16,,0,25,14,15,,,0,0,0.5,18.4,11.8,1,0
2000,PL,北海道日本ハムファイターズ,61163888,伊藤　剛,T.Itou,6.68,2.1,1.61,1,4,13,32.1,1,146,36,5,16,,0,19,24,24,,,1,0,0.2,13.0,11.0,2,0
2000,PL,北海道日本ハムファイターズ,71673886,Ｒ．オレラーノ,R.Orellano,27.0,-50.0,9.0,0,0,1,0.1,0,4,1,0,2,,0,0,1,1,,,0,0,0.0,0.0,50.0,0,0
2000,PL,北海道日本ハムファイターズ,51655111,Ｋ．オーミー,K.Ohme,4.98,2.4,1.6,2,3,12,47.0,0,212,51,6,24,,2,29,26,27,,,1,0,0.4,13.7,11.3,3,1
2000,PL,北海道日本ハムファイターズ,71373880,金村　暁,S.Kanemura,4.0,4.5,1.31,9,5,17,101.1,0,426,91,11,42,,4,61,45,46,,,3,0,0.643,14.3,9.9,2,0
2000,PL,北海道日本ハムファイターズ,81383882,黒木　純司,J.Kuroki,4.81,11.9,1.4,2,1,32,33.2,0,151,39,5,8,,5,26,18,19,,,0,0,0.667,17.2,5.3,0,1
2000,PL,北海道日本ハムファイターズ,41543880,櫻井　幸博,Y.Sakurai,10.8,-6.4,2.27,0,0,7,15.0,2,78,23,5,11,,1,6,18,18,,,0,0,0.0,7.7,14.1,1,0
2000,PL,北海道日本ハムファイターズ,71575111,佐々木　貴賀,K.Sasaki,0.0,0.0,1.0,0,0,2,2.0,0,8,0,0,2,,0,2,0,1,,,0,0,0.0,25.0,25.0,2,0
2000,PL,北海道日本ハムファイターズ,91793868,芝草　宇宙,H.Shibakusa,2.93,7.0,1.63,1,0,20,15.1,0,71,19,1,6,,3,11,5,5,,,0,0,1.0,15.5,8.5,0,0
2000,PL,北海道日本ハムファイターズ,81283883,下柳　剛,T.Shimoyanagi,4.52,8.2,1.37,8,4,36,93.2,0,403,79,11,49,,2,82,47,50,,,3,1,0.667,20.3,12.2,4,0
2000,PL,北海道日本ハムファイターズ,41743885,新谷　博,H.Shintani,4.97,4.7,1.52,3,3,28,67.0,0,300,76,10,26,,4,40,37,38,,,1,0,0.5,13.3,8.7,0,0
2000,PL,北海道日本ハムファイターズ,61563886,清水　章夫,A.Shimizu,4.06,-0.4,1.5,6,9,23,115.1,0,513,104,10,69,,7,67,52,61,,,4,1,0.4,13.1,13.5,4,0
2000,PL,北海道日本ハムファイターズ,61565111,正田　樹,I.Shouda,4.5,3.1,2.33,0,0,5,6.0,0,32,11,0,3,,0,4,3,3,,,0,0,0.0,12.5,9.4,0,0
2000,PL,北海道日本ハムファイターズ,31733889,関根　裕之,H.Sekine,4.9,8.0,1.39,10,6,29,137.2,0,601,142,15,50,,1,98,75,80,,,4,1,0.625,16.3,8.3,4,1
2000,PL,北海道日本ハムファイターズ,51953887,竹内　昌也,Y.Takeuchi,1.8,-4.5,1.2,0,1,7,5.0,0,22,3,0,3,,0,2,1,2,,,0,0,0.0,9.1,13.6,0,0
2000,PL,北海道日本ハムファイターズ,51953884,高橋　憲幸,N.Takahashi,3.16,13.8,1.36,4,1,31,42.2,1,189,41,4,17,,2,43,15,19,,,0,0,0.8,22.8,9.0,2,0
2000,PL,北海道日本ハムファイターズ,41743888,立石　尚行,N.Tateishi,4.07,3.5,1.4,9,4,27,112.2,0,484,107,13,51,,2,68,51,57,,,1,0,0.692,14.0,10.5,2,1
2000,PL,北海道日本ハムファイターズ,61763888,建山　義紀,Y.Tateyama,5.54,6.6,1.51,6,8,28,89.1,0,396,106,15,29,,2,55,55,57,,,2,0,0.429,13.9,7.3,1,0
2000,PL,北海道日本ハムファイターズ,63365111,Ｒ．タティス,R.Tatis,54.0,-44.4,10.5,0,0,1,0.2,0,9,3,0,4,,0,0,4,4,,,0,0,0.0,0.0,44.4,0,0
2000,PL,北海道日本ハムファイターズ,31233886,原田　健二,K.Harada,4.45,-2.0,0.76,0,0,58,30.1,1,148,30,2,23,,5,20,15,17,,,0,0,0.0,13.5,15.5,1,0
2000,PL,北海道日本ハムファイターズ,61865111,Ｃ．ミラバル,C.Mirabal,3.65,7.6,1.14,1,3,48,49.1,19,198,40,7,16,,2,31,20,21,,,0,0,0.25,15.7,8.1,0,3
2000,PL,北海道日本ハムファイターズ,91495111,吉崎　勝,M.Yoshizaki,12.0,-19.0,4.0,0,0,5,3.0,0,21,7,0,5,,0,1,4,4,,,0,0,0.0,4.8,23.8,1,0
2000,PL,埼玉西武ライオンズ,31135111,青木　勇人,H.Aoki,2.6,-4.3,1.24,0,2,17,34.2,1,141,32,3,11,,1,5,10,10,,,0,0,0.0,3.5,7.8,1,0
2000,PL,埼玉西武ライオンズ,01103885,井手元　健一朗,,6.75,28.6,1.5,0,0,2,1.1,0,7,2,0,0,,0,2,1,2,,,0,0,0.0,28.6,0.0,0,0
2000,PL,埼玉西武ライオンズ,31133889,石井　貴,T.Ishii,4.31,7.0,1.38,10,7,25,135.2,0,588,148,9,39,,4,80,65,68,,,2,2,0.588,13.6,6.6,1,2
2000,PL,埼玉西武ライオンズ,61263883,木村　恵二,K.Kimura,4.0,1.3,1.33,0,0,8,18.0,0,77,13,2,11,,0,12,8,12,,,0,0,0.0,15.6,14.3,0,0
2000,PL,埼玉西武ライオンズ,51555111,後藤　光貴,M.Gotou,1.93,0.0,1.93,0,1,2,9.1,0,44,14,0,4,,0,4,2,6,,,0,0,0.0,9.1,9.1,1,0
2000,PL,埼玉西武ライオンズ,11713887,佐藤　秀樹,H.Satou,9.82,-5.6,2.05,0,0,4,7.1,0,36,11,1,4,,0,2,8,9,,,0,0,0.0,5.6,11.1,0,0
2000,PL,埼玉西武ライオンズ,71973881,潮崎　哲也,T.Shiozaki,2.85,11.4,1.11,3,6,24,82.0,0,334,77,5,14,,5,52,26,36,,,0,0,0.333,15.6,4.2,0,0
2000,PL,埼玉西武ライオンズ,01605111,許　銘傑,,4.57,0.2,1.54,6,7,28,126.0,0,563,129,12,65,,4,66,64,77,,,1,1,0.462,11.7,11.5,0,0
2000,PL,埼玉西武ライオンズ,21923885,竹下　潤,J.Takeshita,4.0,15.4,1.33,1,1,6,9.0,0,39,9,2,3,,0,9,4,4,,,0,0,0.5,23.1,7.7,0,0
2000,PL,埼玉西武ライオンズ,01903884,谷中　真二,,3.25,-0.9,1.28,2,2,32,55.1,0,234,45,5,26,,3,24,20,32,,,0,0,0.5,10.3,11.1,2,0
2000,PL,埼玉西武ライオンズ,51753864,デニー,T.Deni（deni,3.38,14.7,1.29,1,3,48,53.1,1,231,54,7,15,,2,49,20,21,,,0,0,0.25,21.2,6.5,1,0
2000,PL,埼玉西武ライオンズ,13315111,Ｒ．ディアス,R.Diaz,7.56,2.6,1.56,0,0,7,8.1,0,38,7,1,6,,0,7,7,7,,,0,0,0.0,18.4,15.8,0,0
2000,PL,埼玉西武ライオンズ,61963887,豊田　清,K.Toyoda,3.8,12.6,1.33,5,9,26,118.1,1,500,130,12,27,,2,90,50,52,,,1,0,0.357,18.0,5.4,3,2
2000,PL,埼玉西武ライオンズ,81783880,富岡　大記,H.Tomioka,4.15,-6.8,2.19,0,1,8,8.2,0,44,8,0,11,,0,8,4,5,,,0,0,0.0,18.2,25.0,0,0
