year,league,team,player_id,player_name_ja,player_name_en,ERA,K-BB%,WHIP,W,L,G,IP,SV,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,K%,BB%,WP,BK
1965,CL,読売ジャイアンツ,01103825,安藤　元博,,3.6,10.6,1.53,1,1,5,15.0,,66,16,1,7,,0,14,6,8,,,0,0,0.5,21.2,10.6,1,0
1965,CL,読売ジャイアンツ,61163808,伊藤　芳明,Y.Itou,4.18,8.7,1.08,2,5,23,66.2,,277,41,10,31,,0,55,31,33,,,0,0,0.286,19.9,11.2,0,0
1965,CL,読売ジャイアンツ,71073801,金田　正一,M.Kaneda,1.84,11.8,0.92,11,6,28,141.2,,542,95,12,36,,0,100,29,38,,,9,3,0.647,18.5,6.6,1,0
1965,CL,読売ジャイアンツ,51753808,北川　芳男,Y.Kitagawa,2.93,2.4,1.16,3,3,40,83.0,,336,86,5,10,,1,18,27,37,,,0,0,0.5,5.4,3.0,0,0
1965,CL,読売ジャイアンツ,91593820,倉田　誠,M.Kurata,0.0,100.0,,0,0,1,,,2,0,,0,,0,2,0,0,,,0,0,0.0,100.0,0.0,0,0
1965,CL,読売ジャイアンツ,51053825,城之内　邦雄,K.Jounouchi,2.44,6.8,1.0,21,12,52,258.0,,1008,206,12,52,,12,121,70,80,,,13,6,0.636,12.0,5.2,2,0
1965,CL,読売ジャイアンツ,41943823,高橋　明,A.Takahashi,3.11,8.7,1.24,4,7,32,136.0,,564,140,12,28,,4,77,47,49,,,2,0,0.364,13.7,5.0,0,0
1965,CL,読売ジャイアンツ,61963829,種部　儀康,N.Tanebe,2.49,5.8,0.83,4,1,33,61.1,,226,35,4,16,,1,29,17,17,,,0,0,0.8,12.8,7.1,0,0
1965,CL,読売ジャイアンツ,01703820,高橋　一三,,9.0,0.0,2.17,0,0,3,6.0,,31,8,4,5,,0,5,6,6,,,0,0,0.0,16.1,16.1,0,0
1965,CL,読売ジャイアンツ,81983804,中村　稔,M.Nakamura,2.21,6.4,1.0,20,4,45,220.1,,843,179,20,41,,3,95,54,61,,,9,3,0.833,11.3,4.9,4,0
1965,CL,読売ジャイアンツ,91893825,益田　昭雄,A.Masuda,2.01,6.7,1.04,4,1,33,76.0,,300,52,3,27,,2,47,17,19,,,0,0,0.8,15.7,9.0,0,2
1965,CL,読売ジャイアンツ,33133825,宮田　征典,Y.Miyata,2.08,19.1,0.88,20,5,69,164.2,,627,120,14,25,,2,145,38,41,,,1,0,0.8,23.1,4.0,3,0
1965,CL,読売ジャイアンツ,41243820,宮本　洋二郎,Y.Miyamoto,4.87,4.6,1.38,0,1,7,20.1,,87,24,2,4,,0,8,11,11,,,0,0,0.0,9.2,4.6,0,0
1965,CL,読売ジャイアンツ,51653829,吉沢　勝,H.Yoshizawa,4.5,-5.6,2.0,0,1,3,4.0,,18,6,0,2,,0,1,2,2,,,0,0,0.0,5.6,11.1,0,0
1965,CL,読売ジャイアンツ,41643829,渡辺　秀武,H.Watanabe,1.74,7.3,1.06,1,0,5,10.1,,41,10,1,1,,0,4,2,2,,,0,0,1.0,9.8,2.4,0,0
1965,CL,広島東洋カープ,51153829,安仁屋　宗八,S.Aniya,3.0,8.1,1.11,9,13,53,201.1,,804,161,22,62,,10,127,67,73,,,3,1,0.409,15.8,7.7,3,0
1965,CL,広島東洋カープ,31333825,池田　英俊,H.Ikeda,3.15,10.2,1.11,13,17,38,197.0,,801,171,26,48,,3,130,69,78,,,9,3,0.433,16.2,6.0,2,0
1965,CL,広島東洋カープ,61363802,鵜狩　道旺,M.Ugari,2.75,-0.4,1.21,10,14,46,200.0,,820,189,12,52,,1,49,61,69,,,4,3,0.417,6.0,6.3,0,0
1965,CL,広島東洋カープ,41343808,大石　清,K.Ooishi,3.53,5.3,1.27,2,8,21,81.2,,340,82,11,22,,2,40,32,36,,,1,1,0.2,11.8,6.5,0,0
1965,CL,広島東洋カープ,61363808,大羽　進,S.Ooba,2.5,4.9,1.15,2,3,40,86.1,,349,75,7,24,,0,41,24,27,,,1,1,0.4,11.7,6.9,2,0
1965,CL,広島東洋カープ,11513820,門谷　昭,A.Kadotani,1.0,100.0,,0,0,1,,,1,0,,0,,0,1,0,0,,,0,0,0.0,100.0,0.0,0,0
1965,CL,広島東洋カープ,81583821,佐々木　勝利,K.Sasaki,3.94,9.9,1.21,0,0,22,29.2,,121,27,6,9,,1,21,13,15,,,0,0,0.0,17.4,7.4,0,0
1965,CL,広島東洋カープ,41543827,城野　勝博,K.Jouno,3.13,-3.0,1.43,0,2,13,23.0,,99,20,1,13,,0,10,8,9,,,0,0,0.0,10.1,13.1,0,0
1965,CL,広島東洋カープ,51753820,外木場　義郎,Y.Sotokoba,1.4,11.6,0.82,2,1,16,51.1,,190,30,1,12,,0,34,8,9,,,2,1,0.667,17.9,6.3,0,0
1965,CL,広島東洋カープ,41043829,西川　克弘,K.Nishikawa,6.75,6.0,1.69,0,1,9,10.2,,50,17,1,1,,0,4,8,10,,,0,0,0.0,8.0,2.0,0,0
1965,CL,広島東洋カープ,51253829,羽里　功,I.Hari,2.65,8.5,1.12,1,4,36,68.0,,271,54,5,22,,2,45,20,25,,,0,0,0.2,16.6,8.1,0,1
1965,CL,広島東洋カープ,91293820,三好　幸雄,Y.Miyoshi,2.47,4.4,1.08,1,0,25,47.1,,183,41,1,10,,0,18,13,13,,,0,0,1.0,9.8,5.5,1,0
1965,CL,広島東洋カープ,41443829,森川　卓郎,T.Morikawa,3.65,3.9,1.3,1,1,20,37.0,,155,38,4,10,,0,16,15,19,,,0,0,0.5,10.3,6.5,0,0
1965,CL,広島東洋カープ,31433821,竜　憲一,K.Ryuu,2.31,2.8,1.07,18,13,64,226.0,,893,191,18,50,,3,75,58,67,,,2,0,0.581,8.4,5.6,0,0
1965,CL,中日ドラゴンズ,91393829,小川　健太郎,K.Ogawa,2.42,8.4,1.1,17,9,55,215.1,,865,183,13,53,,9,126,58,69,,,8,3,0.654,14.6,6.1,1,0
1965,CL,中日ドラゴンズ,81583808,河村　保彦,Y.Kawamura,3.42,5.9,1.17,4,8,38,123.2,,507,106,12,39,,1,69,47,57,,,3,1,0.333,13.6,7.7,2,1
1965,CL,中日ドラゴンズ,51353821,柿本　実,M.Kakimoto,3.15,5.0,1.28,9,7,31,151.2,,641,157,10,37,,3,69,53,63,,,3,1,0.562,10.8,5.8,0,0
1965,CL,中日ドラゴンズ,31733825,門岡　信行,N.Kadooka,1.41,3.4,1.14,2,1,25,44.2,,177,39,2,12,,0,18,7,8,,,0,0,0.667,10.2,6.8,1,0
1965,CL,中日ドラゴンズ,41543821,近藤　光郎,M.Kondou,3.16,5.0,1.14,4,8,50,119.2,,484,95,12,41,,1,65,42,46,,,3,0,0.333,13.4,8.5,4,0
1965,CL,中日ドラゴンズ,41743820,谷　哲男,T.Tani,9.0,0.0,3.0,0,0,1,1.0,,6,2,0,1,,0,1,1,1,,,0,0,0.0,16.7,16.7,0,0
1965,CL,中日ドラゴンズ,31833800,中山　義朗,Y.Nakayama,4.41,1.3,1.65,0,2,11,16.1,,79,17,4,10,,0,11,8,12,,,0,0,0.0,13.9,12.7,2,0
1965,CL,中日ドラゴンズ,91693809,西尾　慈高,S.Nishio,1.35,6.3,1.2,0,2,25,20.0,,79,20,1,4,,2,9,3,4,,,0,0,0.0,11.4,5.1,0,0
1965,CL,中日ドラゴンズ,51253808,板東　英二,E.Bandou,2.25,6.8,1.06,12,7,55,156.1,,617,120,11,45,,3,87,39,47,,,0,0,0.632,14.1,7.3,3,1
1965,CL,中日ドラゴンズ,11213820,Ｐ．ホイタック,P.Foytack,3.14,-2.0,1.5,2,3,18,57.1,,256,46,4,40,,3,35,20,24,,,0,0,0.4,13.7,15.6,3,0
1965,CL,中日ドラゴンズ,11213806,牧田　政彦,M.Makita,0.0,0.0,1.5,0,0,1,2.0,,9,2,0,1,,0,1,0,0,,,0,0,0.0,11.1,11.1,0,0
1965,CL,中日ドラゴンズ,11413808,水谷　寿伸,H.Mizutani,2.48,10.7,1.06,15,10,50,192.0,,768,160,11,44,,4,126,53,61,,,8,4,0.6,16.4,5.7,0,0
1965,CL,中日ドラゴンズ,01203820,水谷　実智郎,,1.15,3.4,0.77,0,0,6,15.2,,59,8,1,4,,0,6,2,3,,,0,0,0.0,10.2,6.8,0,0
1965,CL,中日ドラゴンズ,43143825,山中　巽,T.Yamanaka,1.97,7.2,1.06,12,2,31,155.1,,612,130,9,35,,3,79,34,36,,,7,0,0.857,12.9,5.7,1,0
1965,CL,大洋ホエールズ,01103802,秋山　登,,2.7,2.6,1.24,5,5,39,103.1,,420,98,8,30,,2,41,31,34,,,1,0,0.5,9.8,7.1,1,0
1965,CL,大洋ホエールズ,41343825,稲川　誠,M.Inagawa,2.91,3.9,1.25,11,14,55,232.1,,960,201,17,89,,5,126,75,91,,,6,2,0.44,13.1,9.3,3,0
1965,CL,大洋ホエールズ,51353820,江尻　亮,A.Ejiri,3.18,6.2,1.15,0,1,5,11.1,,48,10,4,3,,0,6,4,5,,,0,0,0.0,12.5,6.2,1,0
1965,CL,大洋ホエールズ,11513802,小野　正一,S.Ono,3.32,5.1,1.28,9,13,37,146.1,,613,135,12,53,,3,84,54,65,,,5,1,0.409,13.7,8.6,4,0
1965,CL,大洋ホエールズ,01303820,及川　宣士,,3.16,5.4,1.19,9,10,39,165.1,,689,137,16,60,,8,97,58,74,,,3,1,0.474,14.1,8.7,14,0
1965,CL,大洋ホエールズ,71973825,佐々木　吉郎,K.Sasaki,2.82,4.5,1.1,0,2,21,44.2,,177,29,0,20,,0,28,14,15,,,0,0,0.0,15.8,11.3,0,0
1965,CL,大洋ホエールズ,51753806,島田　源太郎,G.Shimada,3.6,7.3,1.2,1,1,10,30.0,,123,27,2,9,,0,18,12,14,,,1,0,0.5,14.6,7.3,0,1
1965,CL,大洋ホエールズ,21723806,鈴木　隆,T.Suzuki,2.44,6.1,1.31,4,2,38,48.0,,196,43,4,20,,2,32,13,13,,,0,0,0.667,16.3,10.2,0,0
1965,CL,大洋ホエールズ,01903829,高橋　重行,,2.4,9.5,1.04,21,17,59,277.1,,1099,219,14,69,,12,173,74,83,,,11,5,0.553,15.7,6.3,5,1
1965,CL,大洋ホエールズ,21923829,高山　勲,I.Takayama,2.78,10.6,1.19,0,0,12,22.2,,94,20,2,7,,0,17,7,7,,,0,0,0.0,18.1,7.4,0,0
1965,CL,大洋ホエールズ,81983820,新治　伸治,S.Niihari,3.14,5.4,1.12,5,2,40,77.1,,317,64,6,23,,2,40,27,36,,,1,0,0.714,12.6,7.3,0,0
1965,CL,大洋ホエールズ,21023820,平岡　一郎,I.Hiraoka,1.96,8.0,1.22,3,3,31,69.0,,286,55,3,29,,2,52,15,23,,,1,0,0.5,18.2,10.1,1,1
1965,CL,大洋ホエールズ,31433808,峰　国安,K.Mine,2.7,0.8,1.57,0,0,21,26.2,,124,28,1,14,,0,15,8,10,,,0,0,0.0,12.1,11.3,0,0
1965,CL,阪神タイガース,61163800,石川　緑,M.Ishikawa,2.91,7.2,1.09,10,10,43,139.0,,556,126,13,26,,2,66,45,56,,,4,4,0.5,11.9,4.7,0,0
1965,CL,阪神タイガース,21323823,太田　紘一,K.Oota,0.89,0.0,1.03,0,0,13,20.1,,80,17,1,4,,1,4,2,4,,,0,0,0.0,5.0,5.0,0,0
1965,CL,阪神タイガース,51953807,権藤　正利,M.Gondou,2.03,9.2,1.01,7,6,33,124.0,,480,90,6,35,,2,79,28,30,,,3,2,0.538,16.5,7.3,4,0
1965,CL,阪神タイガース,21523820,交告　弘利,H.Kouketsu,3.52,6.1,1.43,0,1,5,7.2,,33,7,0,4,,0,6,3,5,,,0,0,0.0,18.2,12.1,1,0
1965,CL,阪神タイガース,31733820,杉本　郁久雄,I.Sugimoto,0.0,0.0,0.0,0,0,1,1.0,,3,0,0,0,,0,0,0,0,,,0,0,0.0,0.0,0.0,0,0
1965,CL,阪神タイガース,81783827,中井　悦雄,E.Nakai,9.0,-25.0,2.0,0,0,1,1.0,,4,1,1,1,,0,0,1,1,,,0,0,0.0,0.0,25.0,0,0
1965,CL,阪神タイガース,91693825,Ｇ．バッキー,G.Bacque,2.28,4.0,1.1,18,14,40,256.2,,1024,211,9,71,,4,112,65,75,,,20,6,0.562,10.9,6.9,5,1
1965,CL,阪神タイガース,11213829,Ｐ．バーンサイド,P.Burnside,2.9,3.2,1.13,5,14,32,164.1,,662,152,11,33,,1,54,53,62,,,6,3,0.263,8.2,5.0,1,2
1965,CL,阪神タイガース,41243829,古沢　憲司,K.Furusawa,3.63,-1.4,1.34,1,1,31,67.0,,276,48,3,42,,2,38,27,31,,,1,1,0.5,13.8,15.2,1,0
1965,CL,阪神タイガース,81083806,本間　勝,M.Honma,2.0,13.5,0.89,1,2,13,27.0,,104,19,2,5,,2,19,6,7,,,0,0,0.333,18.3,4.8,0,0
1965,CL,阪神タイガース,21223820,溝口　憲雄,N.Mizoguchi,0.0,-25.0,2.0,0,0,1,1.0,,4,0,0,2,,0,1,0,0,,,0,0,0.0,25.0,50.0,0,0
1965,CL,阪神タイガース,51453808,村山　実,M.Murayama,1.96,13.1,0.89,25,13,39,307.2,,1165,221,17,52,,4,205,67,72,,,26,11,0.658,17.6,4.5,0,0
1965,CL,阪神タイガース,41243821,森光　正吉,S.Morimitsu,0.0,0.0,0.5,0,0,2,2.0,,6,1,0,0,,0,0,0,0,,,0,0,0.0,0.0,0.0,0,0
1965,CL,阪神タイガース,41843807,渡辺　省三,S.Watanabe,2.45,6.2,1.22,1,0,32,55.0,,227,55,3,12,,1,26,15,16,,,0,0,1.0,11.5,5.3,1,0
1965,CL,阪神タイガース,33333802,若生　智男,T.Wakou,3.66,10.1,1.26,3,5,32,78.2,,327,73,2,26,,2,59,32,35,,,0,0,0.375,18.0,8.0,2,0
1965,CL,サンケイスワローズ,61163825,荒川　巌,I.Arakawa,9.0,-20.0,1.0,0,0,1,1.0,,5,0,0,1,,1,0,1,1,,,0,0,0.0,0.0,20.0,0,0
1965,CL,サンケイスワローズ,01303825,石戸　四六,,3.05,3.9,1.13,8,18,56,195.0,,787,178,10,43,,6,74,66,70,,,4,1,0.308,9.4,5.5,3,1
1965,CL,サンケイスワローズ,11313829,石岡　康三,K.Ishioka,4.75,9.0,1.45,0,4,27,53.0,,233,59,6,18,,1,39,28,29,,,0,0,0.0,16.7,7.7,1,0
1965,CL,サンケイスワローズ,91193829,緒方　勝,M.Aizawa,4.29,0.7,1.4,0,3,39,63.0,,275,67,8,21,,1,23,30,40,,,0,0,0.0,8.4,7.6,2,0
1965,CL,サンケイスワローズ,71773829,佐藤　進,S.Satou,2.62,2.3,1.13,13,17,53,237.0,,964,207,17,61,,6,83,69,79,,,13,3,0.433,8.6,6.3,0,1
1965,CL,サンケイスワローズ,31033825,渋谷　誠司,S.Shibutani,3.51,2.8,1.3,8,22,56,258.2,,1071,239,21,98,,3,128,101,110,,,4,1,0.267,12.0,9.2,6,0
1965,CL,サンケイスワローズ,91093825,鈴木　皖武,K.Suzuki,3.51,14.9,1.13,3,4,49,89.2,,363,59,12,42,,1,96,35,40,,,0,0,0.429,26.4,11.6,1,1
1965,CL,サンケイスワローズ,11013808,巽　一,H.Tatsumi,3.26,4.8,1.29,4,7,43,154.2,,646,152,15,47,,4,78,56,67,,,2,0,0.364,12.1,7.3,0,2
1965,CL,サンケイスワローズ,61763820,谷口　勝範,K.Taniguchi,0.0,33.3,0.0,0,0,1,0.1,,3,2,0,0,,0,1,0,0,,,0,0,0.0,33.3,0.0,0,0
1965,CL,サンケイスワローズ,21023829,七森　由康,Y.Nanamori,11.37,-5.7,2.37,0,0,5,6.1,,35,11,2,4,,0,2,8,10,,,0,0,0.0,5.7,11.4,0,0
1965,CL,サンケイスワローズ,91293829,半沢　士郎,S.Hanzawa,0.67,11.5,0.97,1,0,3,13.1,,52,7,0,6,,2,12,1,1,,,1,0,1.0,23.1,11.5,0,0
1965,CL,サンケイスワローズ,31233820,細田　正彦,M.Hosoda,1.04,10.0,0.58,0,0,6,8.2,,30,5,0,0,,0,3,1,1,,,0,0,0.0,10.0,0.0,0,0
1965,CL,サンケイスワローズ,41443804,村田　元一,G.Murata,3.9,2.1,1.29,6,11,23,110.2,,470,122,15,21,,4,31,48,50,,,5,0,0.353,6.6,4.5,0,0
1965,CL,サンケイスワローズ,01203821,森滝　義巳,,4.98,1.3,1.54,0,4,16,34.1,,152,46,1,7,,1,9,19,21,,,0,0,0.0,5.9,4.6,1,0
1965,CL,サンケイスワローズ,21623829,渡辺　博文,K.Watanabe,4.3,1.6,1.47,1,1,19,29.1,,124,34,3,9,,0,11,14,14,,,0,0,0.5,8.9,7.3,2,1
