year,league,team,player_id,player_name_ja,player_name_en,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,OBP,SLG,OPS,1B,IsoP,IsoD,IOPS,BB%,K%,BB/K,BABIP,GPA,NOI,SecA,TA,打率,安打,本塁打,打点,試合,打席,打数,単打,二塁打,三塁打,得点,出塁率,長打率,四球,敬遠,死球,三振,塁打,盗塁,盗塁死,犠打,犠飛,併殺打,RC,XR,K,GIDP
2025,PL,オリックス・バファローズ,71475132,西川　龍馬,Nishikawa Ryouma,96.0,412.0,387.0,29.0,120.0,23.0,1.0,5.0,160.0,40.0,1.0,0,4.0,1.0,18.0,0,2.0,60.0,5.0,0.31,0.343,0.413,0.756,91.0,0.10299999999999998,0.03300000000000003,0.446,4.368932038834951,14.563106796116504,0.3,0.3560371517027864,0.2576,480.6666666666667,0.1524547803617571,0.6654411764705882,0.31,120.0,5.0,40.0,96.0,412.0,387.0,91.0,23.0,1.0,29.0,0.343,0.413,18.0,0,2.0,,160.0,1.0,0,4.0,1.0,,54.31947734627835,51.449999999999996,,
2025,PL,福岡ソフトバンクホークス,71475139,嶺井　博希,Minei Hiroki,63.0,161.0,143.0,16.0,32.0,3.0,0.0,4.0,47.0,19.0,0.0,0,8.0,2.0,4.0,0,4.0,31.0,3.0,0.224,0.261,0.329,0.5900000000000001,25.0,0.10500000000000001,0.037000000000000005,0.366,2.484472049689441,19.25465838509317,0.12903225806451613,0.2545454545454545,0.19970000000000002,370.6666666666667,0.13286713286713286,0.4824561403508772,0.224,32.0,4.0,19.0,63.0,161.0,143.0,25.0,3.0,0.0,16.0,0.261,0.329,4.0,0,4.0,,47.0,0.0,0,8.0,2.0,,11.851504485852303,12.852000000000002,,
2025,PL,オリックス・バファローズ,71475159,東松　快征,Toumatsu Kaisei,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,千葉ロッテマリーンズ,71675135,益田　直也,Masuda Naoya,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,埼玉西武ライオンズ,71675138,牧野　翔矢,Makino Shouya,29.0,67.0,61.0,3.0,13.0,0.0,1.0,0.0,15.0,0.0,0.0,0,4.0,0.0,2.0,0,0.0,22.0,0.0,0.213,0.238,0.246,0.484,12.0,0.033,0.024999999999999994,0.271,2.9850746268656714,32.83582089552239,0.09090909090909091,0.3333333333333333,0.1686,320.0,0.06557377049180328,0.3541666666666667,0.213,13.0,0.0,0.0,29.0,67.0,61.0,12.0,0.0,1.0,3.0,0.238,0.246,2.0,0,0.0,,15.0,0.0,0,4.0,0.0,,3.2503880597014714,3.384,,
2025,PL,埼玉西武ライオンズ,71775134,源田　壮亮,Genda Sousuke,104.0,361.0,320.0,21.0,67.0,11.0,5.0,0.0,88.0,20.0,5.0,0,11.0,3.0,25.0,0,2.0,60.0,4.0,0.209,0.269,0.275,0.544,51.0,0.06600000000000003,0.060000000000000026,0.3350000000000001,6.9252077562326875,16.62049861495845,0.4166666666666667,0.25475285171102663,0.18980000000000002,360.6666666666667,0.159375,0.4669260700389105,0.209,67.0,0.0,20.0,104.0,361.0,320.0,51.0,11.0,5.0,21.0,0.269,0.275,25.0,0,2.0,,88.0,5.0,0,11.0,3.0,,24.467120960295404,25.520000000000003,,
2025,PL,オリックス・バファローズ,71775139,九里　亜蓮,Kuri Aren,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,0.0,0.0,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,1.0,0.0,,0.04133333333333322,0.04,,
2025,PL,東北楽天ゴールデンイーグルス,71775157,小孫　竜二,Komago Ryuuji,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,千葉ロッテマリーンズ,71775159,木村　優人,Kimura Yuuto,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,-0.10799999999999998,-0.098,,
2025,PL,オリックス・バファローズ,71875151,宮城　大弥,Miyagi Hiroya,23.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,25.0,0.0,nan,0.0,0.1125,250.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,23.0,4.0,3.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0,0.0,,0.0,0.0,0,0.0,0.0,,0.009888888888888392,0.07,,
2025,PL,東北楽天ゴールデンイーグルス,71875153,藤井　聖,Fujii Masaru,22.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0,2.0,0.0,,-0.12533333333333374,-0.108,,
2025,PL,福岡ソフトバンクホークス,71875157,前田　純,Maeda Jun,10.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.0,50.0,0.0,1.0,0.35,666.6666666666666,0.0,1.0,0.5,1.0,0.0,2.0,10.0,2.0,2.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0.0,,1.0,0.0,0,0.0,0.0,,0.44588888888888856,0.402,,
2025,PL,東北楽天ゴールデンイーグルス,71975135,島内　宏明,Shimauchi Hiroaki,5.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,3.0,0.0,0.0,0.091,0.0,0.091,0.0,0.0,0.091,0.091,9.090909090909092,27.27272727272727,0.3333333333333333,0.0,0.04095,91.0,0.1,0.1,0.0,0.0,0.0,0.0,5.0,11.0,10.0,0.0,0.0,0.0,0.0,0.091,0.0,1.0,0,0.0,,0.0,0.0,0,0.0,0.0,,-0.7196161616161625,-0.5840000000000001,,
2025,PL,北海道日本ハムファイターズ,71975155,阪口　樂,Sakaguchi Uta,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,-0.10799999999999998,-0.098,,
2025,PL,北海道日本ハムファイターズ,73075159,F.レイエス,Franmil Reyes,132.0,531.0,476.0,62.0,132.0,17.0,0.0,32.0,245.0,90.0,0.0,0,0.0,3.0,52.0,0,0.0,129.0,8.0,0.277,0.347,0.515,0.862,83.0,0.238,0.06999999999999995,0.585,9.792843691148775,24.293785310734464,0.40310077519379844,0.31446540880503143,0.2849,518.6666666666666,0.34663865546218486,0.84375,0.277,132.0,32.0,90.0,132.0,531.0,476.0,83.0,17.0,0.0,62.0,0.347,0.515,52.0,0,0.0,,245.0,0.0,0,0.0,3.0,,83.33408579200653,83.65800000000002,,
2025,PL,東北楽天ゴールデンイーグルス,73175138,渡邊　佳明,Watanabe Yoshiaki,75.0,166.0,147.0,7.0,41.0,4.0,0.0,0.0,45.0,19.0,0.0,0,1.0,6.0,12.0,0,0.0,17.0,4.0,0.279,0.321,0.306,0.627,37.0,0.02699999999999997,0.04199999999999998,0.348,7.228915662650602,10.240963855421686,0.7058823529411765,0.3014705882352941,0.22094999999999998,423.0,0.10884353741496598,0.5181818181818182,0.279,41.0,0.0,19.0,75.0,166.0,147.0,37.0,4.0,0.0,7.0,0.321,0.306,12.0,0,0.0,,45.0,0.0,0,1.0,6.0,,15.101852744310577,16.564,,
2025,PL,福岡ソフトバンクホークス,73175151,柳町　達,Yanagimachi Tatsuru,131.0,517.0,442.0,54.0,129.0,17.0,1.0,6.0,166.0,50.0,2.0,0,4.0,3.0,62.0,0,6.0,109.0,8.0,0.292,0.384,0.376,0.76,105.0,0.08400000000000002,0.09200000000000003,0.468,11.992263056092844,21.08317214700193,0.5688073394495413,0.37272727272727274,0.26680000000000004,509.3333333333333,0.22850678733031674,0.735202492211838,0.292,129.0,6.0,50.0,131.0,517.0,442.0,105.0,17.0,1.0,54.0,0.384,0.376,62.0,0,6.0,,166.0,2.0,0,4.0,3.0,,68.27075435203102,67.168,,
2025,PL,福岡ソフトバンクホークス,73175157,宮﨑　颯,Miyazaki Hayato,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,東北楽天ゴールデンイーグルス,73175159,松田　啄磨,Matsuda Takuma,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,北海道日本ハムファイターズ,73375157,矢澤　宏太,Yazawa Kouta,86.0,182.0,166.0,20.0,41.0,5.0,2.0,1.0,53.0,18.0,2.0,0,1.0,1.0,10.0,0,4.0,46.0,2.0,0.247,0.304,0.319,0.623,33.0,0.07200000000000001,0.056999999999999995,0.376,5.4945054945054945,25.274725274725274,0.21739130434782608,0.3333333333333333,0.21655000000000002,410.3333333333333,0.14457831325301204,0.5433070866141733,0.247,41.0,1.0,18.0,86.0,182.0,166.0,33.0,5.0,2.0,20.0,0.304,0.319,10.0,0,4.0,,53.0,2.0,0,1.0,1.0,,16.69040293040294,16.792000000000005,,
2025,PL,東北楽天ゴールデンイーグルス,73575132,宋　家豪,Son Chahou,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,北海道日本ハムファイターズ,73975136,A.マルティネス,Ariel Martinez,34.0,73.0,69.0,6.0,12.0,3.0,0.0,1.0,18.0,8.0,0.0,0,0.0,1.0,2.0,0,1.0,25.0,1.0,0.174,0.205,0.261,0.46599999999999997,8.0,0.08700000000000002,0.031,0.292,2.73972602739726,34.24657534246575,0.08,0.25,0.1575,292.0,0.11594202898550725,0.3620689655172414,0.174,12.0,1.0,8.0,34.0,73.0,69.0,8.0,3.0,0.0,6.0,0.205,0.261,2.0,0,1.0,,18.0,0.0,0,0.0,1.0,,2.711494672754938,3.289999999999999,,
2025,PL,埼玉西武ライオンズ,81085115,中村　剛也,Nakamura Takeya,44.0,110.0,96.0,3.0,23.0,5.0,0.0,3.0,37.0,10.0,0.0,0,0.0,0.0,13.0,0,1.0,28.0,2.0,0.24,0.336,0.385,0.7210000000000001,15.0,0.14500000000000002,0.09600000000000003,0.481,11.818181818181818,25.454545454545453,0.4642857142857143,0.3076923076923077,0.24745,464.33333333333337,0.28125,0.68,0.24,23.0,3.0,10.0,44.0,110.0,96.0,15.0,5.0,0.0,3.0,0.336,0.385,13.0,0,1.0,,37.0,0.0,0,0.0,0.0,,12.687070707070703,12.645999999999999,,
2025,PL,オリックス・バファローズ,81085138,頓宮　裕真,Tonguu Yuuma,129.0,525.0,473.0,41.0,118.0,20.0,0.0,13.0,177.0,54.0,0.0,0,0.0,4.0,43.0,0,5.0,81.0,10.0,0.249,0.316,0.374,0.69,85.0,0.125,0.067,0.441,8.190476190476192,15.428571428571427,0.5308641975308642,0.2741514360313316,0.2357,440.66666666666663,0.2156448202959831,0.6164383561643836,0.249,118.0,13.0,54.0,129.0,525.0,473.0,85.0,20.0,0.0,41.0,0.316,0.374,43.0,0,5.0,,177.0,0.0,0,0.0,4.0,,56.19094603174608,57.12199999999999,,
2025,PL,オリックス・バファローズ,81185139,石川　亮,Ishikawa Ryou,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,-0.10799999999999998,-0.098,,
2025,PL,オリックス・バファローズ,81285112,平野　佳寿,Hirano Yoshihisa,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,福岡ソフトバンクホークス,81285151,津森　宥紀,Tsumori Yuuki,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,東北楽天ゴールデンイーグルス,81385138,小郷　裕哉,Ogou Yuuya,90.0,193.0,173.0,18.0,30.0,7.0,2.0,2.0,47.0,12.0,0.0,0,1.0,2.0,16.0,0,1.0,54.0,0.0,0.173,0.245,0.272,0.517,19.0,0.09900000000000003,0.07200000000000001,0.344,8.290155440414509,27.979274611398964,0.2962962962962963,0.23529411764705882,0.17825000000000002,335.6666666666667,0.1907514450867052,0.44755244755244755,0.173,30.0,2.0,12.0,90.0,193.0,173.0,19.0,7.0,2.0,18.0,0.245,0.272,16.0,0,1.0,,47.0,0.0,0,1.0,2.0,,11.461184801381677,12.757999999999996,,
2025,PL,福岡ソフトバンクホークス,81385151,海野　隆司,Umino Takashi,105.0,281.0,246.0,24.0,54.0,11.0,2.0,0.0,69.0,21.0,0.0,0,24.0,0.0,10.0,0,1.0,76.0,4.0,0.22,0.253,0.28,0.533,41.0,0.060000000000000026,0.033,0.313,3.558718861209965,27.046263345195733,0.13157894736842105,0.3176470588235294,0.18385,346.3333333333333,0.1016260162601626,0.40816326530612246,0.22,54.0,0.0,21.0,105.0,281.0,246.0,41.0,11.0,2.0,24.0,0.253,0.28,10.0,0,1.0,,69.0,0.0,0,24.0,0.0,,16.165092922103582,15.832000000000004,,
2025,PL,オリックス・バファローズ,81485155,野口　智哉,Noguchi Tomoya,33.0,64.0,55.0,10.0,8.0,5.0,1.0,1.0,18.0,3.0,1.0,0,0.0,0.0,6.0,0,3.0,16.0,0.0,0.145,0.266,0.327,0.593,1.0,0.18200000000000002,0.12100000000000002,0.448,9.375,25.0,0.375,0.18421052631578946,0.20145000000000002,375.0,0.3090909090909091,0.5957446808510638,0.145,8.0,1.0,3.0,33.0,64.0,55.0,1.0,5.0,1.0,10.0,0.266,0.327,6.0,0,3.0,,18.0,1.0,0,0.0,0.0,,5.338368055555556,5.462,,
2025,PL,福岡ソフトバンクホークス,81585138,上茶谷　大河,Kamichatani Taiga,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,福岡ソフトバンクホークス,81585153,緒方　理貢,Ogata Riku,101.0,79.0,74.0,25.0,16.0,2.0,1.0,0.0,20.0,6.0,3.0,0,2.0,0.0,3.0,0,0.0,12.0,3.0,0.216,0.247,0.27,0.517,13.0,0.05400000000000002,0.031,0.301,3.79746835443038,15.18987341772152,0.25,0.25806451612903225,0.17865,337.0,0.13513513513513514,0.4262295081967213,0.216,16.0,0.0,6.0,101.0,79.0,74.0,13.0,2.0,1.0,25.0,0.247,0.27,3.0,0,0.0,,20.0,3.0,0,2.0,0.0,,4.199915611814319,4.193999999999999,,
2025,PL,埼玉西武ライオンズ,81685138,松本　航,Matsumoto Wataru,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,埼玉西武ライオンズ,81685153,長谷川　信哉,Hasegawa Shinya,132.0,450.0,400.0,42.0,90.0,16.0,3.0,6.0,130.0,36.0,4.0,0,9.0,5.0,33.0,0,3.0,56.0,11.0,0.225,0.286,0.325,0.611,65.0,0.1,0.06099999999999997,0.386,7.333333333333333,12.444444444444445,0.5892857142857143,0.24489795918367346,0.20994999999999997,394.3333333333333,0.1925,0.5295950155763239,0.225,90.0,6.0,36.0,132.0,450.0,400.0,65.0,16.0,3.0,42.0,0.286,0.325,33.0,0,3.0,,130.0,4.0,0,9.0,5.0,,36.90214814814817,38.532,,
2025,PL,北海道日本ハムファイターズ,81685155,福島　蓮,Fukushima Ren,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,北海道日本ハムファイターズ,81785151,河野　竜生,Kawano Ryuusei,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,埼玉西武ライオンズ,81785155,古賀　悠斗,Koga Yuuto,112.0,328.0,289.0,26.0,66.0,8.0,0.0,7.0,95.0,21.0,1.0,0,7.0,0.0,32.0,0,0.0,62.0,9.0,0.228,0.305,0.329,0.634,51.0,0.101,0.07699999999999999,0.406,9.75609756097561,18.902439024390244,0.5161290322580645,0.2681818181818182,0.21950000000000003,414.6666666666667,0.21453287197231835,0.5517241379310345,0.228,66.0,7.0,21.0,112.0,328.0,289.0,51.0,8.0,0.0,26.0,0.305,0.329,32.0,0,0.0,,95.0,1.0,0,7.0,0.0,,28.272737804878034,28.784,,
2025,PL,千葉ロッテマリーンズ,81885136,安田　尚憲,Yasuda Hisanori,93.0,350.0,317.0,22.0,77.0,15.0,0.0,0.0,92.0,25.0,1.0,0,0.0,4.0,25.0,0,4.0,65.0,6.0,0.243,0.303,0.29,0.593,62.0,0.046999999999999986,0.06,0.35,7.142857142857142,18.571428571428573,0.38461538461538464,0.30078125,0.20884999999999998,399.6666666666667,0.12933753943217666,0.4959349593495935,0.243,77.0,0.0,25.0,93.0,350.0,317.0,62.0,15.0,0.0,22.0,0.303,0.29,25.0,0,4.0,,92.0,1.0,0,0.0,4.0,,28.279047619047617,28.979999999999997,,
2025,PL,福岡ソフトバンクホークス,81885155,正木　智也,Masaki Tomoya,17.0,65.0,58.0,4.0,15.0,0.0,0.0,2.0,21.0,8.0,0.0,0,0.0,2.0,5.0,0,0.0,12.0,2.0,0.259,0.308,0.362,0.6699999999999999,13.0,0.10299999999999998,0.04899999999999999,0.411,7.6923076923076925,18.461538461538463,0.4166666666666667,0.2826086956521739,0.2291,428.66666666666663,0.1896551724137931,0.5777777777777777,0.259,15.0,2.0,8.0,17.0,65.0,58.0,13.0,0.0,0.0,4.0,0.308,0.362,5.0,0,0.0,,21.0,0.0,0,0.0,2.0,,6.341025641025638,7.113999999999999,,
2025,PL,オリックス・バファローズ,81885159,堀　柊那,Hori Shuuna,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.333,0.333,0.333,0.666,1.0,0.0,0.0,0.333,0.0,33.33333333333333,0.0,0.5,0.23310000000000003,444.0,0.0,0.5,0.333,1.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.333,0.333,0.0,0,0.0,,1.0,0.0,0,0.0,0.0,,0.32792592592592573,0.31200000000000006,,
2025,PL,千葉ロッテマリーンズ,81985133,澤村　拓一,Sawamura Hirokazu,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,東北楽天ゴールデンイーグルス,81985135,鈴木　大地,Suzuki Daichi,93.0,198.0,172.0,13.0,41.0,3.0,2.0,2.0,54.0,23.0,0.0,0,1.0,1.0,13.0,0,11.0,29.0,5.0,0.238,0.33,0.314,0.644,34.0,0.07600000000000001,0.09200000000000003,0.406,6.565656565656567,14.646464646464647,0.4482758620689655,0.2746478873239437,0.22700000000000004,434.6666666666667,0.1511627906976744,0.5735294117647058,0.238,41.0,2.0,23.0,93.0,198.0,172.0,34.0,3.0,2.0,13.0,0.33,0.314,13.0,0,11.0,,54.0,0.0,0,1.0,1.0,,18.349346801346798,18.818,,
2025,PL,東北楽天ゴールデンイーグルス,81985155,柴田　大地,Shibata Daichi,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,オリックス・バファローズ,81985157,曽谷　龍平,Sotani Ryuuhei,21.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,-0.41600000000000037,-0.376,,
2025,PL,オリックス・バファローズ,83185134,山岡　泰輔,Yamaoka Taisuke,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,北海道日本ハムファイターズ,83185159,宮崎　一樹,Miyazaki Kazuki,5.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.167,0.167,0.333,0.5,0.0,0.166,0.0,0.333,0.0,66.66666666666666,0.0,0.5,0.1584,278.0,0.16666666666666666,0.4,0.167,1.0,0.0,1.0,5.0,6.0,6.0,0.0,1.0,0.0,0.0,0.167,0.333,0.0,0,0.0,,2.0,0.0,0,0.0,0.0,,0.26948148148147943,0.238,,
2025,PL,埼玉西武ライオンズ,83385153,山村　崇嘉,Yamamura Takayoshi,71.0,231.0,211.0,14.0,52.0,8.0,1.0,4.0,74.0,20.0,3.0,0,1.0,3.0,14.0,0,2.0,36.0,2.0,0.246,0.296,0.351,0.647,39.0,0.10499999999999998,0.04999999999999999,0.4009999999999999,6.0606060606060606,15.584415584415584,0.3888888888888889,0.27586206896551724,0.22094999999999998,413.0,0.1848341232227488,0.577639751552795,0.246,52.0,4.0,20.0,71.0,231.0,211.0,39.0,8.0,1.0,14.0,0.296,0.351,14.0,0,2.0,,74.0,3.0,0,1.0,3.0,,23.107238095238102,23.851999999999993,,
2025,PL,千葉ロッテマリーンズ,83385157,吉川　悠斗,Yoshikawa Yuuto,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,nan,0.0,,,,nan,nan,nan,nan,nan,nan,nan,nan,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,nan,0.0,,
2025,PL,オリックス・バファローズ,83385159,横山　聖哉,Yokoyama Seiya,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0,0.0,0.0,,-0.20800000000000018,-0.188,,
