year,league,team,player_id,player_name_ja,player_name_en,G,IP,W,L,SV,ERA,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,WP,BK
1976,PL,阪急ブレーブス,71173808,足立　光宏,,31,212.2,17,8,1,2.54,868,207,18,27,,14,67,60,80,,,14,2,0.68,2,0
1976,PL,阪急ブレーブス,71173841,新井　良夫,,7,25.0,1,1,0,8.28,114,30,8,11,,0,7,23,26,,,1,0,0.5,0,0
1976,PL,阪急ブレーブス,51353843,今井　雄太郎,,16,64.2,3,3,0,4.57,276,66,5,27,,2,34,33,38,,,2,1,0.5,1,0
1976,PL,阪急ブレーブス,61563825,大石　弥太郎,,13,61.1,4,3,0,3.84,269,68,8,22,,2,15,26,28,,,4,2,0.571,2,0
1976,PL,阪急ブレーブス,21523822,白石　静生,,21,69.2,4,5,2,4.37,308,65,9,42,,3,30,34,40,,,2,0,0.444,0,0
1976,PL,阪急ブレーブス,31933826,竹村　一義,,14,54.0,0,3,0,4.5,242,72,4,15,,2,20,27,32,,,2,0,0.0,0,0
1976,PL,阪急ブレーブス,51053829,戸田　善紀,,28,152.1,12,5,1,3.91,639,139,19,60,,2,76,66,68,,,7,3,0.706,0,0
1976,PL,阪急ブレーブス,91293820,三好　幸雄,,14,52.0,0,0,2,3.63,221,49,6,23,,3,23,21,23,,,0,0,0.0,0,0
1976,PL,阪急ブレーブス,51253828,山田　久志,,39,259.2,26,7,5,2.39,1020,217,20,48,,4,143,69,74,,,23,5,0.788,2,0
1976,PL,阪急ブレーブス,51753840,山口　高志,,35,197.2,12,10,9,2.82,821,156,18,91,,6,152,62,68,,,15,2,0.545,4,0
1976,PL,南海ホークス,71173842,池之上　格,,14,32.0,1,0,0,6.47,144,34,4,19,,1,15,23,24,,,0,0,1.0,4,0
1976,PL,南海ホークス,41343824,江夏　豊,,36,148.1,6,12,9,2.98,612,115,12,61,,4,109,49,58,,,6,1,0.333,4,0
1976,PL,南海ホークス,01303845,門田　純良,,1,4.0,0,0,1,0.0,16,4,0,1,,0,1,0,0,,,0,0,0.0,0,0
1976,PL,南海ホークス,31933825,佐々木　宏一郎,,13,39.2,2,3,0,4.28,165,38,4,12,,2,12,19,20,,,0,0,0.4,0,1
1976,PL,南海ホークス,21723841,佐藤　道郎,,54,136.0,9,4,16,2.25,541,122,8,29,,3,56,34,50,,,2,1,0.692,0,0
1976,PL,南海ホークス,81983841,中山　孝一,,30,176.1,12,11,0,3.53,755,165,14,72,,4,114,69,75,,,8,4,0.522,1,1
1976,PL,南海ホークス,11913842,藤田　学,,27,149.2,11,3,0,1.98,589,133,8,25,,7,52,33,40,,,7,2,0.786,2,0
1976,PL,南海ホークス,71273843,星野　秀孝,,23,79.2,4,3,0,3.49,329,66,9,32,,2,40,31,31,,,1,0,0.571,5,0
1976,PL,南海ホークス,51253841,松原　明夫,,24,115.0,6,7,1,3.68,486,120,13,37,,7,23,47,47,,,3,0,0.462,3,1
1976,PL,南海ホークス,11013842,村上　悦雄,,1,5.0,0,0,0,0.0,19,2,0,2,,0,2,0,1,,,0,0,0.0,0,0
1976,PL,南海ホークス,31233828,山内　新一,,33,253.1,20,13,0,2.28,1013,216,23,51,,3,72,64,85,,,21,4,0.606,3,0
1976,PL,大阪近鉄バファローズ,91193847,井本　隆,,30,155.1,6,11,3,3.66,647,161,23,36,,4,68,63,68,,,7,0,0.353,1,0
1976,PL,大阪近鉄バファローズ,61363841,太田　幸司,,29,144.0,9,7,0,3.94,609,125,13,76,,1,54,63,70,,,2,1,0.563,6,1
1976,PL,大阪近鉄バファローズ,21123842,尾西　和夫,,9,17.1,0,0,0,2.12,70,15,4,5,,1,5,4,7,,,0,0,0.0,1,0
1976,PL,大阪近鉄バファローズ,61563841,神部　年男,,27,146.1,8,12,1,3.27,598,142,13,43,,1,62,53,59,,,8,3,0.4,0,0
1976,PL,大阪近鉄バファローズ,81383842,佐藤　文男,,1,1.0,0,0,0,0.0,5,2,0,0,,0,1,0,0,,,0,0,0.0,0,0
1976,PL,大阪近鉄バファローズ,41543828,芝池　博明,,30,38.2,0,4,4,4.85,156,33,7,13,,1,25,21,22,,,0,0,0.0,0,0
1976,PL,大阪近鉄バファローズ,31733822,鈴木　啓示,,37,265.2,18,15,0,2.67,1052,241,25,43,,4,129,79,89,,,24,4,0.545,2,0
1976,PL,大阪近鉄バファローズ,51953845,橘　健治,,1,3.2,0,0,0,0.0,12,3,0,0,,0,0,0,0,,,0,0,0.0,0,0
1976,PL,大阪近鉄バファローズ,61563842,高木　孝治,,21,43.2,0,0,0,1.84,175,32,1,21,,1,13,9,11,,,0,0,0.0,0,0
1976,PL,大阪近鉄バファローズ,31733842,谷　宏明,,1,1.0,0,0,0,27.0,9,4,0,1,,0,2,3,3,,,0,0,0.0,0,0
1976,PL,大阪近鉄バファローズ,01003821,板東　里視,,18,99.2,7,6,2,2.07,400,83,6,22,,7,38,23,30,,,2,1,0.538,0,0
1976,PL,大阪近鉄バファローズ,91593840,福井　保夫,,2,3.0,0,0,0,3.0,14,4,1,3,,0,1,1,1,,,0,0,0.0,0,0
1976,PL,大阪近鉄バファローズ,61063828,水谷　宏,,8,19.0,0,2,0,4.26,78,22,3,2,,1,5,9,12,,,0,0,0.0,0,0
1976,PL,大阪近鉄バファローズ,71673841,柳田　豊,,42,206.2,9,9,5,2.57,821,184,20,24,,12,86,59,64,,,11,2,0.5,0,1
1976,PL,千葉ロッテマリーンズ,51353847,小川　清一,,8,26.1,2,0,0,2.08,105,25,1,7,,1,9,6,9,,,0,0,1.0,0,1
1976,PL,千葉ロッテマリーンズ,81383828,金田　留広,,23,106.2,3,8,0,4.04,465,125,12,29,,3,50,48,52,,,3,0,0.273,0,0
1976,PL,千葉ロッテマリーンズ,11313822,木樽　正明,,14,35.2,0,2,0,5.5,163,45,2,12,,1,14,22,24,,,0,0,0.0,1,0
1976,PL,千葉ロッテマリーンズ,91593845,倉持　明,,31,64.2,2,2,2,2.63,275,52,9,36,,3,40,19,20,,,0,0,0.5,1,0
1976,PL,千葉ロッテマリーンズ,61363842,佐藤　博正,,1,1.2,0,0,0,0.0,6,0,0,1,,0,0,0,0,,,0,0,0.0,0,0
1976,PL,千葉ロッテマリーンズ,01503842,田中　由郎,,9,29.1,0,2,1,5.59,126,28,4,13,,2,16,18,20,,,1,0,0.0,1,0
1976,PL,千葉ロッテマリーンズ,41943820,成田　文男,,35,165.2,10,10,1,3.42,693,164,17,39,,6,98,63,78,,,4,1,0.5,5,0
1976,PL,千葉ロッテマリーンズ,11013845,成重　春生,,12,31.0,1,0,1,4.06,134,35,3,9,,3,17,14,15,,,0,0,1.0,1,0
1976,PL,千葉ロッテマリーンズ,71073847,松岡　清治,,16,50.2,0,1,0,4.06,214,46,7,17,,2,20,23,28,,,0,0,0.0,0,0
1976,PL,千葉ロッテマリーンズ,91093847,松田　光保,,2,5.0,0,0,0,3.6,20,4,0,2,,0,1,2,2,,,0,0,0.0,0,0
1976,PL,千葉ロッテマリーンズ,41043828,水谷　則博,,35,72.1,3,4,0,3.5,311,74,6,25,,2,26,28,35,,,0,0,0.429,0,1
1976,PL,千葉ロッテマリーンズ,71073849,三井　雅晴,,28,120.1,6,7,6,2.55,480,101,9,29,,1,104,34,38,,,9,1,0.462,2,0
1976,PL,千葉ロッテマリーンズ,41043826,村田　兆治,,46,257.1,21,11,4,1.82,1037,209,13,73,,8,202,52,67,,,18,5,0.656,13,0
