year,league,team,player_id,player_name_ja,player_name_en,G,IP,W,L,SV,ERA,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,WP,BK
1968,CL,読売ジャイアンツ,01103821,井上　善夫,,4,5.0,0,0,,5.4,22,8,1,0,,0,5,3,3,,,0,0,0.0,0,0
1968,CL,読売ジャイアンツ,71073801,金田　正一,,32,138.1,11,10,,3.46,585,122,21,71,,0,87,53,57,,,4,0,0.524,3,0
1968,CL,読売ジャイアンツ,91593820,倉田　誠,,21,96.2,6,5,,3.34,389,68,10,43,,2,54,36,38,,,4,1,0.545,7,1
1968,CL,読売ジャイアンツ,31733821,嵯峨　健四郎,,14,42.0,2,0,,4.29,180,38,7,19,,2,26,20,22,,,1,1,1.0,1,0
1968,CL,読売ジャイアンツ,51053825,城之内　邦雄,,30,162.0,11,7,,3.06,654,147,19,40,,6,83,55,63,,,9,4,0.611,0,0
1968,CL,読売ジャイアンツ,81583822,菅原　勝矢,,22,72.0,4,1,,4.25,312,67,11,36,,2,49,34,36,,,1,1,0.8,3,1
1968,CL,読売ジャイアンツ,41943823,高橋　明,,37,155.0,9,8,,2.9,616,131,17,28,,4,75,50,55,,,3,0,0.529,2,0
1968,CL,読売ジャイアンツ,61963829,種部　儀康,,9,17.2,1,1,,6.0,74,20,4,6,,0,9,12,12,,,0,0,0.5,0,0
1968,CL,読売ジャイアンツ,01703820,高橋　一三,,48,126.1,7,3,,2.5,520,107,14,44,,2,94,35,48,,,4,0,0.7,0,0
1968,CL,読売ジャイアンツ,81983804,中村　稔,,25,69.1,5,3,,3.39,287,68,8,12,,2,32,26,30,,,1,1,0.625,1,0
1968,CL,読売ジャイアンツ,91093822,堀内　恒夫,,40,206.2,17,10,,3.3,845,153,31,105,,4,142,76,81,,,12,3,0.63,4,0
1968,CL,読売ジャイアンツ,33133825,宮田　征典,,30,56.0,3,2,,3.38,221,45,9,16,,0,46,21,24,,,0,0,0.6,1,0
1968,CL,読売ジャイアンツ,51653829,吉沢　秀和,,1,,0,0,,0.0,2,0,,2,,0,0,0,0,,,0,0,0.0,0,0
1968,CL,読売ジャイアンツ,41643829,渡辺　秀武,,21,50.2,1,3,,4.41,214,59,9,8,,3,26,25,27,,,0,0,0.25,1,0
1968,CL,中日ドラゴンズ,11313824,伊藤　久敏,,22,33.2,1,0,,4.76,147,39,7,12,,0,21,18,18,,,0,0,1.0,1,0
1968,CL,中日ドラゴンズ,11513802,小野　正一,,48,195.0,6,11,,3.55,822,168,19,83,,4,145,77,82,,,6,1,0.353,0,0
1968,CL,中日ドラゴンズ,91393829,小川　健太郎,,40,217.1,10,20,,3.28,910,202,28,64,,8,143,79,99,,,9,0,0.333,0,0
1968,CL,中日ドラゴンズ,31733825,門岡　信行,,24,78.2,3,6,,4.22,320,76,16,15,,2,51,37,39,,,1,0,0.333,0,0
1968,CL,中日ドラゴンズ,51353822,北角　富士雄,,44,79.1,3,1,,3.53,317,60,15,23,,4,60,31,31,,,0,0,0.75,0,0
1968,CL,中日ドラゴンズ,81383821,久保　征弘,,8,15.0,0,1,,5.4,66,19,3,3,,0,5,9,10,,,0,0,0.0,0,0
1968,CL,中日ドラゴンズ,31733823,権藤　博,,9,18.1,1,1,,11.0,95,32,5,11,,2,10,22,23,,,0,0,0.5,0,0
1968,CL,中日ドラゴンズ,51753823,佐藤　公博,,4,7.2,0,0,,6.75,33,9,2,2,,0,4,6,6,,,0,0,0.0,0,0
1968,CL,中日ドラゴンズ,71973823,田中　勉,,35,177.1,11,12,,3.41,758,162,24,73,,3,129,67,83,,,8,2,0.478,2,0
1968,CL,中日ドラゴンズ,51953826,土屋　紘,,1,3.0,0,0,,12.0,15,7,0,1,,0,2,4,4,,,0,0,0.0,0,0
1968,CL,中日ドラゴンズ,51253808,板東　英二,,18,21.2,1,4,,6.55,108,29,3,11,,0,12,16,23,,,0,0,0.2,2,0
1968,CL,中日ドラゴンズ,41043822,松本　忍,,28,51.2,1,5,,3.29,213,38,5,19,,1,33,19,27,,,1,0,0.167,0,1
1968,CL,中日ドラゴンズ,11413808,水谷　寿伸,,35,111.1,4,9,,3.81,460,110,14,21,,4,70,47,52,,,1,1,0.308,0,0
1968,CL,中日ドラゴンズ,43143825,山中　巽,,41,174.2,8,8,,2.88,717,153,26,49,,4,105,56,67,,,6,1,0.5,0,0
1968,CL,中日ドラゴンズ,51253826,若生　和也,,14,32.1,1,2,,4.22,127,24,2,10,,2,15,15,15,,,0,0,0.333,0,1
1968,CL,大洋ホエールズ,41343825,稲川　誠,,13,14.2,0,1,,6.0,68,19,3,6,,1,10,10,10,,,0,0,0.0,0,0
1968,CL,大洋ホエールズ,21123826,池田　重喜,,33,66.1,5,5,,4.5,278,72,11,16,,1,31,33,37,,,0,0,0.5,1,0
1968,CL,大洋ホエールズ,01303820,及川　宣士,,31,109.1,2,5,,4.21,470,97,9,52,,4,82,51,54,,,0,0,0.286,2,0
1968,CL,大洋ホエールズ,51553820,木原　義隆,,7,7.0,0,1,,6.43,31,8,2,0,,2,4,5,6,,,0,0,0.0,0,0
1968,CL,大洋ホエールズ,61563824,鬼頭　洋,,4,4.0,0,1,,2.25,27,9,0,4,,1,2,1,6,,,0,0,0.0,0,0
1968,CL,大洋ホエールズ,01503826,小谷　正勝,,5,13.1,1,0,,3.46,56,10,4,7,,0,8,5,6,,,1,0,1.0,0,0
1968,CL,大洋ホエールズ,71973825,佐々木　吉郎,,32,64.1,4,1,,2.39,268,64,6,16,,3,38,17,21,,,0,0,0.8,1,0
1968,CL,大洋ホエールズ,51753806,島田　源太郎,,41,167.2,14,6,,2.89,697,163,15,42,,10,90,54,57,,,5,1,0.7,2,0
1968,CL,大洋ホエールズ,21723806,鈴木　隆,,16,14.2,0,1,,7.8,68,18,3,7,,3,10,13,15,,,0,0,0.0,0,0
1968,CL,大洋ホエールズ,01903829,高橋　重行,,49,226.1,12,15,,3.7,927,207,25,56,,11,143,93,98,,,8,3,0.444,3,0
1968,CL,大洋ホエールズ,31933826,竹村　一義,,1,2.0,0,0,,0.0,7,0,0,1,,0,1,0,0,,,0,0,0.0,0,0
1968,CL,大洋ホエールズ,81983820,新治　伸治,,6,7.1,0,0,,5.14,32,10,1,2,,0,4,4,4,,,0,0,0.0,0,0
1968,CL,大洋ホエールズ,21023820,平岡　一郎,,66,73.1,2,6,,3.21,302,60,6,21,,3,63,26,28,,,1,1,0.25,0,0
1968,CL,大洋ホエールズ,71073824,平松　政次,,51,120.1,5,12,,4.28,531,119,14,54,,7,77,57,71,,,2,1,0.294,4,0
1968,CL,大洋ホエールズ,41043824,淵上　澄雄,,25,56.2,3,3,,3.95,245,62,5,23,,1,35,25,32,,,0,0,0.5,1,0
1968,CL,大洋ホエールズ,31433808,峰　国安,,10,18.2,0,1,,5.68,84,21,5,11,,0,15,12,16,,,0,0,0.0,0,0
1968,CL,大洋ホエールズ,21223821,森中　千香良,,31,153.1,8,11,,3.41,644,159,19,48,,5,100,58,67,,,5,2,0.421,0,0
1968,CL,大洋ホエールズ,31433824,山下　律夫,,30,72.2,3,2,,3.33,303,80,9,14,,4,43,27,30,,,0,0,0.6,1,0
1968,CL,阪神タイガース,51153825,安部　和春,,20,43.0,2,3,,2.93,176,40,3,10,,1,23,14,15,,,0,0,0.4,0,0
1968,CL,阪神タイガース,81183825,伊藤　幸男,,8,9.0,0,1,,5.0,37,6,0,4,,0,4,5,5,,,0,0,0.0,0,0
1968,CL,阪神タイガース,71173822,石床　幹雄,,1,5.0,0,0,,0.0,20,5,0,0,,0,4,0,0,,,0,0,0.0,0,0
1968,CL,阪神タイガース,41343824,江夏　豊,,49,329.0,25,12,,2.13,1259,200,29,97,,4,401,78,83,,,26,8,0.676,2,0
