year,league,team,player_id,player_name_ja,player_name_en,G,IP,W,L,SV,ERA,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,WP,BK
2001,CL,読売ジャイアンツ,63365113,Ｈ．アルモンテ,,4,3.2,0,1,0,7.36,19,5,0,3,,0,5,3,4,,,0,0,0.0,1,0
2001,CL,読売ジャイアンツ,81183884,入来　祐作,,27,162.1,13,4,1,3.71,677,143,19,58,,2,137,67,68,,,5,2,0.765,2,0
2001,CL,読売ジャイアンツ,11313888,上原　浩治,,24,138.2,10,7,0,4.02,573,133,18,28,,5,108,62,66,,,4,1,0.588,2,0
2001,CL,読売ジャイアンツ,91395113,上野　裕平,,1,1.0,0,0,0,0.0,6,0,0,2,,0,1,0,1,,,0,0,0.0,0,0
2001,CL,読売ジャイアンツ,51353889,岡島　秀樹,,58,62.0,2,1,25,2.76,281,62,5,39,,2,70,19,21,,,0,0,0.667,2,0
2001,CL,読売ジャイアンツ,81383884,小野　仁,,7,7.1,0,0,0,7.36,43,12,1,7,,1,7,6,8,,,0,0,0.0,0,0
2001,CL,読売ジャイアンツ,71573881,柏田　貴史,,39,27.2,0,0,0,3.58,114,26,2,5,,2,19,11,14,,,0,0,0.0,3,0
2001,CL,読売ジャイアンツ,81383885,河本　育之,,25,22.1,1,1,0,6.85,106,25,3,15,,0,18,17,18,,,0,0,0.5,1,0
2001,CL,読売ジャイアンツ,21323880,河原　純一,,21,72.2,4,4,2,5.94,334,91,19,28,,4,39,48,52,,,0,0,0.5,0,0
2001,CL,読売ジャイアンツ,61363887,木村　龍治,,20,19.1,0,1,0,5.59,92,30,5,4,,0,12,12,12,,,0,0,0.0,0,0
2001,CL,読売ジャイアンツ,51553865,工藤　公康,,5,21.1,1,3,0,8.44,103,35,3,7,,0,8,20,21,,,0,0,0.25,2,0
2001,CL,読売ジャイアンツ,11513862,桑田　真澄,,16,50.1,4,5,2,4.83,226,56,4,19,,0,31,27,29,,,0,0,0.444,0,0
2001,CL,読売ジャイアンツ,81583869,斎藤　雅樹,,13,41.2,2,2,0,4.32,167,42,6,7,,0,26,20,21,,,0,0,0.5,0,0
2001,CL,読売ジャイアンツ,81583888,酒井　純也,,4,6.0,0,0,0,4.5,28,7,0,3,,2,5,3,4,,,0,0,0.0,1,0
2001,CL,読売ジャイアンツ,81585111,條辺　剛,,46,65.0,7,8,6,4.02,295,64,8,42,,1,48,29,36,,,0,0,0.467,4,0
2001,CL,読売ジャイアンツ,61963885,田畑　一也,,29,32.0,1,1,0,3.66,132,34,4,8,,0,17,13,14,,,0,0,0.5,1,1
2001,CL,読売ジャイアンツ,21725111,高橋　尚成,,30,134.2,9,9,0,3.94,584,126,20,52,,3,99,59,65,,,3,1,0.5,4,0
2001,CL,読売ジャイアンツ,03105111,鄭　珉哲,,8,40.2,1,2,0,4.65,176,43,8,15,,2,28,21,22,,,1,0,0.333,2,1
2001,CL,読売ジャイアンツ,71875113,鄭　珉台,,10,19.0,2,0,0,6.16,81,21,2,3,,1,14,13,13,,,0,0,1.0,1,0
2001,CL,読売ジャイアンツ,51053887,西山　一宇,,19,36.0,2,0,0,6.0,175,55,4,12,,1,33,24,30,,,0,0,1.0,0,0
2001,CL,読売ジャイアンツ,61763883,野村　空生,,40,37.0,2,1,0,4.62,167,47,4,12,,1,34,19,19,,,0,0,0.667,4,0
2001,CL,読売ジャイアンツ,91293886,平松　一宏,,12,11.0,1,1,0,8.18,62,19,4,9,,0,7,10,10,,,0,0,0.5,1,0
2001,CL,読売ジャイアンツ,31433867,槙原　寛己,,1,0.1,0,0,0,0.0,1,0,0,0,,0,1,0,0,,,0,0,0.0,0,0
2001,CL,読売ジャイアンツ,11413886,真木　将樹,,3,3.2,0,0,0,4.91,16,2,0,3,,0,0,2,2,,,0,0,0.0,0,0
2001,CL,読売ジャイアンツ,31033880,南　真一郎,,9,6.1,0,1,0,11.37,41,14,1,6,,1,6,8,8,,,0,0,0.0,0,0
2001,CL,読売ジャイアンツ,11213884,三沢　興一,,2,3.0,0,1,0,18.0,20,9,0,2,,1,1,6,6,,,0,0,0.0,0,0
2001,CL,読売ジャイアンツ,11415113,三浦　貴,,49,58.0,3,2,0,3.41,261,60,4,38,,1,38,22,22,,,0,0,0.6,3,0
2001,CL,読売ジャイアンツ,23123886,Ｄ．メイ,,26,159.0,10,8,0,4.13,669,160,24,45,,5,168,73,74,,,1,0,0.556,6,1
2001,CL,読売ジャイアンツ,81283888,安原　政俊,,1,1.0,0,0,0,9.0,4,2,0,0,,0,1,1,1,,,0,0,0.0,0,0
2001,CL,中日ドラゴンズ,51155111,朝倉　健太,,15,49.2,0,5,0,5.44,236,60,4,34,,1,31,30,33,,,0,0,0.0,4,1
2001,CL,中日ドラゴンズ,71173868,今中　慎二,,7,11.0,0,0,0,3.27,49,12,1,6,,0,1,4,4,,,0,0,0.0,0,0
2001,CL,中日ドラゴンズ,81183888,岩瀬　仁紀,,61,62.2,8,3,0,3.3,252,51,3,16,,3,62,23,23,,,0,0,0.727,0,0
2001,CL,中日ドラゴンズ,71375113,井本　直樹,,6,8.2,0,0,1,8.31,41,10,2,6,,0,6,8,8,,,0,0,0.0,0,0
2001,CL,中日ドラゴンズ,21123889,遠藤　政隆,,40,53.0,4,2,0,3.91,233,47,5,28,,5,60,23,23,,,0,0,0.667,5,0
