year,league,team,player_id,player_name_ja,player_name_en,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,OBP,SLG,OPS,1B,IsoP,IsoD,IOPS,BB%,K%,BB/K,BABIP,GPA,NOI,SecA,TA
2000,CL,広島東洋カープ,1003880,山内　泰幸,Y.Yamauchi,11.0,17.0,14.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0,3.0,0.0,0.0,0,0.0,6.0,2.0,0.143,0.143,0.143,0.286,2.0,0.0,0.0,0.143,0.0,0.3529411764705882,0.0,0.25,0.1001,190.66666666666663,0.0,0.1428571428571428
2000,CL,横浜DeNAベイスターズ,1003882,細見　和史,K.Hosomi,13.0,19.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,0.0,0,0.0,8.0,0.0,0.056,0.053,0.056,0.109,1.0,0.0,-0.003,0.053,0.0,0.4210526315789473,0.0,0.0909090909090909,0.03785,71.66666666666667,0.0,0.0588235294117647
2000,CL,横浜ベイスターズ,1003882,細見　和史,K.Hosomi,13.0,19.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,0.0,0,0.0,8.0,0.0,0.056,0.053,0.056,0.109,1.0,0.0,-0.003,0.053,0.0,0.4210526315789473,0.0,0.0909090909090909,0.03785,71.66666666666667,0.0,0.0588235294117647
2000,CL,読売ジャイアンツ,1003884,堀田　一郎,I.Horita,13.0,10.0,9.0,3.0,3.0,1.0,1.0,0.0,6.0,1.0,0.0,0,0.0,0.0,1.0,0,0.0,2.0,0.0,0.333,0.4,0.667,1.067,1.0,0.334,0.067,0.734,0.1,0.2,0.5,0.4285714285714285,0.34675,622.3333333333334,0.4444444444444444,1.1666666666666667
2000,CL,阪神タイガース,11013884,濱中　治,O.Hamanaka,9.0,18.0,15.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0,1,0.0,0.0,3.0,0,0.0,6.0,0.0,0.267,0.389,0.267,0.656,4.0,0.0,0.122,0.389,0.1666666666666666,0.3333333333333333,0.5,0.4444444444444444,0.2418,478.00000000000006,0.2666666666666666,0.7272727272727273
2000,CL,東京ヤクルトスワローズ,1103882,石井　弘寿,H.Ishii,45.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.143,0.0,0.143,0.0,0.0,0.143,0.143,0.125,0.125,1.0,0.0,0.0643499999999999,143.0,0.1666666666666666,0.1666666666666666
2000,CL,読売ジャイアンツ,1103883,元木　大介,D.Motoki,114.0,353.0,310.0,40.0,85.0,17.0,0.0,5.0,117.0,29.0,2.0,0,7.0,1.0,34.0,0,1.0,47.0,7.0,0.274,0.347,0.377,0.724,63.0,0.1029999999999999,0.0729999999999999,0.4499999999999999,0.0963172804532577,0.1331444759206798,0.723404255319149,0.3088803088803089,0.2503999999999999,472.6666666666667,0.2225806451612903,0.6637931034482759
2000,CL,阪神タイガース,1103886,井川　慶,K.Igawa,9.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,2.0,1.0,0.1,0.1,0.1,0.2,1.0,0.0,0.0,0.1,0.0,0.2,0.0,0.125,0.07,133.33333333333334,0.0,0.1
2000,CL,広島東洋カープ,1103888,新井　貴浩,T.Arai,92.0,233.0,208.0,26.0,51.0,6.0,0.0,16.0,105.0,35.0,1.0,0,0.0,2.0,18.0,0,5.0,54.0,6.0,0.245,0.318,0.505,0.823,29.0,0.26,0.073,0.5780000000000001,0.0772532188841201,0.2317596566523605,0.3333333333333333,0.25,0.26935,486.3333333333333,0.375,0.7914110429447853
2000,CL,阪神タイガース,11213864,八木　裕,H.Yagi,48.0,81.0,69.0,11.0,17.0,3.0,1.0,5.0,37.0,15.0,0.0,0,0.0,1.0,11.0,0,0.0,15.0,2.0,0.246,0.346,0.536,0.882,8.0,0.29,0.0999999999999999,0.636,0.1358024691358024,0.1851851851851851,0.7333333333333333,0.24,0.2897,524.6666666666666,0.4492753623188406,0.8888888888888888
